cuadro;no;nivel;departamento;provincia;municipio_tioc;area_y_estado_civil;2001_total;2001_hombres;2001_mujeres;2001_grupo_de_dedad__15_a_17;2001_grupo_de_dedad__18_a_28;2001_grupo_de_dedad__29_a_39;2001_grupo_de_dedad__40_a_59;2001_grupo_de_dedad__60_o_mas;2012_total;2012_hombres;2012_mujeres;2012_grupo_de_dedad__15_a_17;2012_grupo_de_dedad__18_a_28;2012_grupo_de_dedad__29_a_39;2012_grupo_de_dedad__40_a_59;2012_grupo_de_dedad__60_o_mas;2024_total;2024_hombres;2024_mujeres;2024_grupo_de_dedad__15_a_17;2024_grupo_de_dedad__18_a_28;2024_grupo_de_dedad__29_a_39;2024_grupo_de_dedad__40_a_59;2024_grupo_de_dedad__60_o_mas
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y  5242;3219;Municipio/TIOC;La Paz;Bautista Saavedra;Curva;Casado;635;317;318;3;79;156;260;137;755;378;377;4;73;188;298;192;969;455;514;0;75;224;432;238
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y  5243;3220;Municipio/TIOC;La Paz;Bautista Saavedra;Curva;Conviviente o concubino;173;88;85;3;80;40;35;15;406;210;196;7;185;132;53;29;1,141;558;583;13;431;395;223;79
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y  5244;3221;Municipio/TIOC;La Paz;Bautista Saavedra;Curva;Separado;14;9;5;0;3;6;1;4;42;29;13;0;6;12;18;6;116;64;52;1;23;40;39;13
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y  5245;3222;Municipio/TIOC;La Paz;Bautista Saavedra;Curva;Divorciado;4;3;1;0;0;1;1;2;8;1;7;0;0;1;4;3;39;21;18;0;2;7;20;10
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y  5246;3223;Municipio/TIOC;La Paz;Bautista Saavedra;Curva;Viudo;104;73;31;0;0;9;25;70;126;82;44;0;3;8;34;81;193;115;78;1;6;10;56;120
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y  5247;3224;Municipio/TIOC;La Paz;Bautista Saavedra;Curva;Sin especificar;;;;;;;;;;;;;;;;;187;93;94;8;68;40;46;25
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y  5248;3225;Municipio/TIOC;La Paz;Bautista Saavedra;Curva;Urbana;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y  5249;3226;Municipio/TIOC;La Paz;Bautista Saavedra;Curva;Soltero;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y  5250;3227;Municipio/TIOC;La Paz;Bautista Saavedra;Curva;Casado;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y  5251;3228;Municipio/TIOC;La Paz;Bautista Saavedra;Curva;Conviviente o concubino;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y  5252;3229;Municipio/TIOC;La Paz;Bautista Saavedra;Curva;Separado;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y  5253;3230;Municipio/TIOC;La Paz;Bautista Saavedra;Curva;Divorciado;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y  5254;3231;Municipio/TIOC;La Paz;Bautista Saavedra;Curva;Viudo;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y  5255;3232;Municipio/TIOC;La Paz;Bautista Saavedra;Curva;Sin especificar;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y  5256;3233;Municipio/TIOC;La Paz;Bautista Saavedra;Curva;Rural;1,336;703;633;110;338;266;364;258;2,176;1,102;1,074;217;606;452;514;387;4,436;2,062;2,374;391;1,478;984;1,012;571
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y  5257;3234;Municipio/TIOC;La Paz;Bautista Saavedra;Curva;Soltero;406;213;193;104;176;54;42;30;839;402;437;206;339;111;107;76;1,791;756;1,035;368;873;268;196;86
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y  5258;3235;Municipio/TIOC;La Paz;Bautista Saavedra;Curva;Casado;635;317;318;3;79;156;260;137;755;378;377;4;73;188;298;192;969;455;514;0;75;224;432;238
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y  5259;3236;Municipio/TIOC;La Paz;Bautista Saavedra;Curva;Conviviente o concubino;173;88;85;3;80;40;35;15;406;210;196;7;185;132;53;29;1,141;558;583;13;431;395;223;79
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y  5260;3237;Municipio/TIOC;La Paz;Bautista Saavedra;Curva;Separado;14;9;5;0;3;6;1;4;42;29;13;0;6;12;18;6;116;64;52;1;23;40;39;13
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y  5261;3238;Municipio/TIOC;La Paz;Bautista Saavedra;Curva;Divorciado;4;3;1;0;0;1;1;2;8;1;7;0;0;1;4;3;39;21;18;0;2;7;20;10
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y  5262;3239;Municipio/TIOC;La Paz;Bautista Saavedra;Curva;Viudo;104;73;31;0;0;9;25;70;126;82;44;0;3;8;34;81;193;115;78;1;6;10;56;120
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y  5263;3240;Municipio/TIOC;La Paz;Bautista Saavedra;Curva;Sin especificar;;;;;;;;;;;;;;;;;187;93;94;8;68;40;46;25
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y  5264;3241;Provincia;La Paz;Manco Kapac;;Manco Kapac;14,936;7,924;7,012;1,326;3,145;2,517;4,372;3,576;20,394;10,585;9,809;1,643;4,353;3,672;5,780;4,946;27,252;13,682;13,570;1,516;5,348;5,115;8,580;6,693
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y  5265;3242;Provincia;La Paz;Manco Kapac;;Soltero;4,219;2,109;2,110;1,282;1,813;457;417;250;6,721;3,398;3,323;1,597;2,779;1,029;847;469;9,189;4,373;4,816;1,488;3,801;1,698;1,505;697
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y  5266;3243;Provincia;La Paz;Manco Kapac;;Casado;7,749;3,956;3,793;13;647;1,610;3,308;2,171;9,369;4,677;4,692;17;639;1,717;3,900;3,096;9,801;4,837;4,964;1;194;1,341;4,482;3,783
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y  5267;3244;Provincia;La Paz;Manco Kapac;;Conviviente o concubino;1,261;676;585;27;635;354;214;31;2,303;1,219;1,084;24;878;758;521;122;4,566;2,282;2,284;11;1,104;1,700;1,481;270
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y  5268;3245;Provincia;La Paz;Manco Kapac;;Separado;167;114;53;3;34;39;67;24;344;221;123;2;38;82;151;71;716;426;290;5;62;165;326;158
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y  5269;3246;Provincia;La Paz;Manco Kapac;;Divorciado;74;52;22;1;5;13;28;27;123;69;54;1;3;23;55;41;369;194;175;0;7;45;198;119
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y  5270;3247;Provincia;La Paz;Manco Kapac;;Viudo;1,466;1,017;449;0;11;44;338;1,073;1,526;997;529;2;16;63;298;1,147;1,931;1,266;665;0;16;46;367;1,502
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y  5271;3248;Provincia;La Paz;Manco Kapac;;Sin especificar;;;;;;;;;8;4;4;0;0;0;8;0;680;304;376;11;164;120;221;164
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y  5272;3249;Provincia;La Paz;Manco Kapac;;Urbana;2,703;1,418;1,285;268;756;584;679;416;6,706;3,431;3,275;607;1,798;1,528;1,743;1,030;7,883;3,892;3,991;487;1,669;1,748;2,530;1,449
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y  5273;3250;Provincia;La Paz;Manco Kapac;;Soltero;931;476;455;258;440;106;83;44;2,541;1,246;1,295;594;1,156;422;257;112;2,903;1,383;1,520;477;1,246;604;425;151
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y  5274;3251;Provincia;La Paz;Manco Kapac;;Casado;1,224;608;616;3;162;373;465;221;2,736;1,351;1,385;7;272;705;1,136;616;2,374;1,141;1,233;0;57;417;1,151;749
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y  5275;3252;Provincia;La Paz;Manco Kapac;;Conviviente o concubino;286;154;132;6;146;80;46;8;866;459;407;5;339;313;175;34;1,489;705;784;4;288;582;534;81
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y  5276;3253;Provincia;La Paz;Manco Kapac;;Separado;40;21;19;1;6;9;21;3;162;105;57;0;26;48;61;27;265;157;108;2;18;59;137;49
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y  5277;3254;Provincia;La Paz;Manco Kapac;;Divorciado;33;23;10;0;0;7;14;12;61;38;23;0;2;15;24;20;158;88;70;0;3;25;87;43
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y  5278;3255;Provincia;La Paz;Manco Kapac;;Viudo;189;136;53;0;2;9;50;128;338;231;107;1;3;25;88;221;481;320;161;0;6;18;127;330
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y  5279;3256;Provincia;La Paz;Manco Kapac;;Sin especificar;;;;;;;;;2;1;1;0;0;0;2;0;213;98;115;4;51;43;69;46
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y  5280;3257;Provincia;La Paz;Manco Kapac;;Rural;12,233;6,506;5,727;1,058;2,389;1,933;3,693;3,160;13,688;7,154;6,534;1,036;2,555;2,144;4,037;3,916;19,369;9,790;9,579;1,029;3,679;3,367;6,050;5,244
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y  5281;3258;Provincia;La Paz;Manco Kapac;;Soltero;3,288;1,633;1,655;1,024;1,373;351;334;206;4,180;2,152;2,028;1,003;1,623;607;590;357;6,286;2,990;3,296;1,011;2,555;1,094;1,080;546
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y  5282;3259;Provincia;La Paz;Manco Kapac;;Casado;6,525;3,348;3,177;10;485;1,237;2,843;1,950;6,633;3,326;3,307;10;367;1,012;2,764;2,480;7,427;3,696;3,731;1;137;924;3,331;3,034
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y  5283;3260;Provincia;La Paz;Manco Kapac;;Conviviente o concubino;975;522;453;21;489;274;168;23;1,437;760;677;19;539;445;346;88;3,077;1,577;1,500;7;816;1,118;947;189
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y  5284;3261;Provincia;La Paz;Manco Kapac;;Separado;127;93;34;2;28;30;46;21;182;116;66;2;12;34;90;44;451;269;182;3;44;106;189;109
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y  5285;3262;Provincia;La Paz;Manco Kapac;;Divorciado;41;29;12;1;5;6;14;15;62;31;31;1;1;8;31;21;211;106;105;0;4;20;111;76
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y  5286;3263;Provincia;La Paz;Manco Kapac;;Viudo;1,277;881;396;0;9;35;288;945;1,188;766;422;1;13;38;210;926;1,450;946;504;0;10;28;240;1,172
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y  5287;3264;Provincia;La Paz;Manco Kapac;;Sin especificar;;;;;;;;;6;3;3;0;0;0;6;0;467;206;261;7;113;77;152;118
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y  5288;3265;Municipio/TIOC;La Paz;Manco Kapac;Copacabana;Copacabana;9,188;4,907;4,281;832;2,084;1,712;2,587;1,973;10,786;5,665;5,121;901;2,184;1,965;3,119;2,617;13,636;7,091;6,545;862;2,688;2,465;4,249;3,372
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y  5289;3266;Municipio/TIOC;La Paz;Manco Kapac;Copacabana;Soltero;2,554;1,321;1,233;806;1,124;286;218;120;3,243;1,681;1,562;875;1,236;444;451;237;4,331;2,125;2,206;846;1,808;696;652;329
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y  5290;3267;Municipio/TIOC;La Paz;Manco Kapac;Copacabana;Casado;4,864;2,496;2,368;7;487;1,135;1,998;1,237;5,080;2,555;2,525;6;347;994;2,108;1,625;5,212;2,638;2,574;1;99;709;2,429;1,974
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y  5291;3268;Municipio/TIOC;La Paz;Manco Kapac;Copacabana;Conviviente o concubino;827;439;388;16;448;224;122;17;1,411;746;665;17;580;451;296;67;2,371;1,221;1,150;7;672;904;664;124
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y  5292;3269;Municipio/TIOC;La Paz;Manco Kapac;Copacabana;Separado;82;57;25;2;14;23;34;9;162;108;54;1;12;34;76;39;297;201;96;4;27;63;129;74
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y  5293;3270;Municipio/TIOC;La Paz;Manco Kapac;Copacabana;Divorciado;53;36;17;1;2;10;20;20;74;43;31;0;0;12;36;26;188;101;87;0;4;24;101;59
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y  5294;3271;Municipio/TIOC;La Paz;Manco Kapac;Copacabana;Viudo;808;558;250;0;9;34;195;570;814;531;283;2;9;30;150;623;932;651;281;0;7;16;174;735
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y  5295;3272;Municipio/TIOC;La Paz;Manco Kapac;Copacabana;Sin especificar;;;;;;;;;2;1;1;0;0;0;2;0;305;154;151;4;71;53;100;77
