cuadro;no;nivel;departamento;provincia;municipio_tioc;area;2012_total;2012_total_tiene;2012_total_no_tiene;2012_hombres_total;2012_hombres_tiene;2012_hombres_no_tiene;2012_mujeres_total;2012_mujeres_tiene;2012_mujeres_no_tiene;2024_total_;2024_total_tiene;2024_total_no_tiene;2024_hombres_total;2024_hombres_tiene;2024_hombres_no_tiene;2024_mujeres_total;2024_mujeres_tiene;2024_mujeres_no_tiene
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2231;208;Municipio/TIOC;La Paz;Camacho;Escoma;Escoma;100.0;89.3;10.7;100.0;89.2;10.8;100.0;89.3;10.7;100.0;99.5;0.5;100.0;99.6;0.4;100.0;99.4;0.6
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2232;209;Municipio/TIOC;La Paz;Camacho;Escoma;Urbana;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2233;210;Municipio/TIOC;La Paz;Camacho;Escoma;Rural;100.0;89.3;10.7;100.0;89.2;10.8;100.0;89.3;10.7;100.0;99.5;0.5;100.0;99.6;0.4;100.0;99.4;0.6
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2234;211;Provincia;La Paz;Muñecas;;Muñecas;100.0;76.0;24.0;100.0;77.1;22.9;100.0;74.8;25.2;100.0;99.1;0.9;100.0;99.1;0.9;100.0;99.1;0.9
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2235;212;Provincia;La Paz;Muñecas;;Urbana;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2236;213;Provincia;La Paz;Muñecas;;Rural;100.0;76.0;24.0;100.0;77.1;22.9;100.0;74.8;25.2;100.0;99.1;0.9;100.0;99.1;0.9;100.0;99.1;0.9
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2237;214;Municipio/TIOC;La Paz;Muñecas;Chuma;Chuma;100.0;79.7;20.3;100.0;80.3;19.7;100.0;78.9;21.1;100.0;99.2;0.8;100.0;99.1;0.9;100.0;99.3;0.7
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2238;215;Municipio/TIOC;La Paz;Muñecas;Chuma;Urbana;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2239;216;Municipio/TIOC;La Paz;Muñecas;Chuma;Rural;100.0;79.7;20.3;100.0;80.3;19.7;100.0;78.9;21.1;100.0;99.2;0.8;100.0;99.1;0.9;100.0;99.3;0.7
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2240;217;Municipio/TIOC;La Paz;Muñecas;Ayata;Ayata;100.0;75.5;24.5;100.0;76.5;23.5;100.0;74.5;25.5;100.0;99.1;0.9;100.0;99.2;0.8;100.0;98.9;1.1
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2241;218;Municipio/TIOC;La Paz;Muñecas;Ayata;Urbana;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2242;219;Municipio/TIOC;La Paz;Muñecas;Ayata;Rural;100.0;75.5;24.5;100.0;76.5;23.5;100.0;74.5;25.5;100.0;99.1;0.9;100.0;99.2;0.8;100.0;98.9;1.1
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2243;220;Municipio/TIOC;La Paz;Muñecas;Aucapata;Aucapata;100.0;69.1;30.9;100.0;71.3;28.7;100.0;66.5;33.5;100.0;99.0;1.0;100.0;99.1;0.9;100.0;98.9;1.1
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2244;221;Municipio/TIOC;La Paz;Muñecas;Aucapata;Urbana;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2245;222;Municipio/TIOC;La Paz;Muñecas;Aucapata;Rural;100.0;69.1;30.9;100.0;71.3;28.7;100.0;66.5;33.5;100.0;99.0;1.0;100.0;99.1;0.9;100.0;98.9;1.1
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2246;223;Provincia;La Paz;Larecaja;;Larecaja;100.0;80.0;20.0;100.0;80.7;19.3;100.0;79.2;20.8;100.0;98.9;1.1;100.0;98.8;1.2;100.0;99.0;1.0
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2247;224;Provincia;La Paz;Larecaja;;Urbana;100.0;79.5;20.5;100.0;78.4;21.6;100.0;80.6;19.4;100.0;98.5;1.5;100.0;98.3;1.7;100.0;98.7;1.3
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2248;225;Provincia;La Paz;Larecaja;;Rural;100.0;80.1;19.9;100.0;81.2;18.8;100.0;78.9;21.1;100.0;99.0;1.0;100.0;98.9;1.1;100.0;99.0;1.0
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2249;226;Municipio/TIOC;La Paz;Larecaja;Sorata;Sorata;100.0;82.7;17.3;100.0;83.1;16.9;100.0;82.2;17.8;100.0;99.3;0.7;100.0;99.2;0.8;100.0;99.5;0.5
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2250;227;Municipio/TIOC;La Paz;Larecaja;Sorata;Urbana;100.0;87.2;12.8;100.0;85.6;14.4;100.0;88.6;11.4;100.0;99.3;0.7;100.0;99.3;0.7;100.0;99.3;0.7
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2251;228;Municipio/TIOC;La Paz;Larecaja;Sorata;Rural;100.0;82.1;17.9;100.0;82.8;17.2;100.0;81.3;18.7;100.0;99.3;0.7;100.0;99.2;0.8;100.0;99.5;0.5
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2252;229;Municipio/TIOC;La Paz;Larecaja;Guanay;Guanay;100.0;78.0;22.0;100.0;79.7;20.3;100.0;76.0;24.0;100.0;99.0;1.0;100.0;99.0;1.0;100.0;99.1;0.9
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2253;230;Municipio/TIOC;La Paz;Larecaja;Guanay;Urbana;100.0;79.9;20.1;100.0;79.6;20.4;100.0;80.2;19.8;100.0;98.8;1.2;100.0;98.7;1.3;100.0;98.9;1.1
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2254;231;Municipio/TIOC;La Paz;Larecaja;Guanay;Rural;100.0;77.3;22.7;100.0;79.8;20.2;100.0;74.2;25.8;100.0;99.1;0.9;100.0;99.1;0.9;100.0;99.1;0.9
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2255;232;Municipio/TIOC;La Paz;Larecaja;Tacacoma;Tacacoma;100.0;81.7;18.3;100.0;82.9;17.1;100.0;80.1;19.9;100.0;99.2;0.8;100.0;99.3;0.7;100.0;99.2;0.8
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2256;233;Municipio/TIOC;La Paz;Larecaja;Tacacoma;Urbana;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2257;234;Municipio/TIOC;La Paz;Larecaja;Tacacoma;Rural;100.0;81.7;18.3;100.0;82.9;17.1;100.0;80.1;19.9;100.0;99.2;0.8;100.0;99.3;0.7;100.0;99.2;0.8
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2258;235;Municipio/TIOC;La Paz;Larecaja;Quiabaya;Quiabaya;100.0;80.3;19.7;100.0;80.1;19.9;100.0;80.4;19.6;100.0;99.1;0.9;100.0;99.1;0.9;100.0;99.2;0.8
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2259;236;Municipio/TIOC;La Paz;Larecaja;Quiabaya;Urbana;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2260;237;Municipio/TIOC;La Paz;Larecaja;Quiabaya;Rural;100.0;80.3;19.7;100.0;80.1;19.9;100.0;80.4;19.6;100.0;99.1;0.9;100.0;99.1;0.9;100.0;99.2;0.8
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2261;238;Municipio/TIOC;La Paz;Larecaja;Combaya;Combaya;100.0;87.4;12.6;100.0;87.2;12.8;100.0;87.7;12.3;100.0;99.8;0.2;100.0;99.8;0.2;100.0;99.7;0.3
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2262;239;Municipio/TIOC;La Paz;Larecaja;Combaya;Urbana;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2263;240;Municipio/TIOC;La Paz;Larecaja;Combaya;Rural;100.0;87.4;12.6;100.0;87.2;12.8;100.0;87.7;12.3;100.0;99.8;0.2;100.0;99.8;0.2;100.0;99.7;0.3
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2264;241;Municipio/TIOC;La Paz;Larecaja;Tipuani;Tipuani;100.0;78.2;21.8;100.0;77.9;22.1;100.0;78.5;21.5;100.0;98.7;1.3;100.0;98.7;1.3;100.0;98.8;1.2
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2265;242;Municipio/TIOC;La Paz;Larecaja;Tipuani;Urbana;100.0;81.1;18.9;100.0;78.5;21.5;100.0;84.1;15.9;100.0;98.7;1.3;100.0;98.5;1.5;100.0;98.8;1.2
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2266;243;Municipio/TIOC;La Paz;Larecaja;Tipuani;Rural;100.0;77.2;22.8;100.0;77.7;22.3;100.0;76.7;23.3;100.0;98.8;1.2;100.0;98.8;1.2;100.0;98.7;1.3
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2267;244;Municipio/TIOC;La Paz;Larecaja;Mapiri;Mapiri;100.0;77.9;22.1;100.0;78.8;21.2;100.0;76.9;23.1;100.0;98.1;1.9;100.0;97.9;2.1;100.0;98.2;1.8
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2268;245;Municipio/TIOC;La Paz;Larecaja;Mapiri;Urbana;100.0;75.0;25.0;100.0;74.6;25.4;100.0;75.4;24.6;100.0;98.0;2.0;100.0;97.7;2.3;100.0;98.4;1.6
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2269;246;Municipio/TIOC;La Paz;Larecaja;Mapiri;Rural;100.0;80.2;19.8;100.0;81.5;18.5;100.0;78.3;21.7;100.0;98.1;1.9;100.0;98.1;1.9;100.0;98.1;1.9
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2270;247;Municipio/TIOC;La Paz;Larecaja;Teoponte;Teoponte;100.0;77.2;22.8;100.0;78.2;21.8;100.0;75.9;24.1;100.0;98.5;1.5;100.0;98.6;1.4;100.0;98.5;1.5
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2271;248;Municipio/TIOC;La Paz;Larecaja;Teoponte;Urbana;;;;;;;;;;100.0;98.7;1.3;100.0;98.6;1.4;100.0;98.7;1.3
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2272;249;Municipio/TIOC;La Paz;Larecaja;Teoponte;Rural;100.0;77.2;22.8;100.0;78.2;21.8;100.0;75.9;24.1;100.0;98.5;1.5;100.0;98.6;1.4;100.0;98.4;1.6
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2273;250;Provincia;La Paz;Franz Tamayo;;Franz Tamayo;100.0;77.5;22.5;100.0;79.1;20.9;100.0;75.7;24.3;100.0;98.4;1.6;100.0;98.4;1.6;100.0;98.3;1.7
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2274;251;Provincia;La Paz;Franz Tamayo;;Urbana;100.0;81.6;18.4;100.0;81.8;18.2;100.0;81.2;18.8;100.0;98.9;1.1;100.0;99.0;1.0;100.0;98.8;1.2
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2275;252;Provincia;La Paz;Franz Tamayo;;Rural;100.0;76.3;23.7;100.0;78.2;21.8;100.0;73.9;26.1;100.0;98.2;1.8;100.0;98.3;1.7;100.0;98.2;1.8
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2276;253;Municipio/TIOC;La Paz;Franz Tamayo;Apolo;Apolo;100.0;75.2;24.8;100.0;76.5;23.5;100.0;73.5;26.5;100.0;98.3;1.7;100.0;98.4;1.6;100.0;98.2;1.8
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2277;254;Municipio/TIOC;La Paz;Franz Tamayo;Apolo;Urbana;100.0;81.6;18.4;100.0;81.8;18.2;100.0;81.2;18.8;100.0;98.9;1.1;100.0;99.0;1.0;100.0;98.8;1.2
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2278;255;Municipio/TIOC;La Paz;Franz Tamayo;Apolo;Rural;100.0;72.2;27.8;100.0;74.1;25.9;100.0;70.0;30.0;100.0;98.0;2.0;100.0;98.1;1.9;100.0;97.9;2.1
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2279;256;Municipio/TIOC;La Paz;Franz Tamayo;Pelechuco;Pelechuco;100.0;84.6;15.4;100.0;86.1;13.9;100.0;82.6;17.4;100.0;98.5;1.5;100.0;98.4;1.6;100.0;98.6;1.4
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2280;257;Municipio/TIOC;La Paz;Franz Tamayo;Pelechuco;Urbana;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2281;258;Municipio/TIOC;La Paz;Franz Tamayo;Pelechuco;Rural;100.0;84.6;15.4;100.0;86.1;13.9;100.0;82.6;17.4;100.0;98.5;1.5;100.0;98.4;1.6;100.0;98.6;1.4
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2282;259;Provincia;La Paz;Ingavi;;Ingavi;100.0;86.3;13.7;100.0;86.0;14.0;100.0;86.7;13.3;100.0;99.6;0.4;100.0;99.5;0.5;100.0;99.6;0.4
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2283;260;Provincia;La Paz;Ingavi;;Urbana;100.0;83.8;16.2;100.0;83.4;16.6;100.0;84.2;15.8;100.0;99.5;0.5;100.0;99.5;0.5;100.0;99.5;0.5
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2284;261;Provincia;La Paz;Ingavi;;Rural;100.0;89.0;11.0;100.0;88.8;11.2;100.0;89.3;10.7;100.0;99.6;0.4;100.0;99.5;0.5;100.0;99.6;0.4
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2285;262;Municipio/TIOC;La Paz;Ingavi;Viacha;Viacha;100.0;84.7;15.3;100.0;84.2;15.8;100.0;85.1;14.9;100.0;99.6;0.4;100.0;99.6;0.4;100.0;99.6;0.4
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2286;263;Municipio/TIOC;La Paz;Ingavi;Viacha;Urbana;100.0;83.5;16.5;100.0;83.1;16.9;100.0;83.9;16.1;100.0;99.6;0.4;100.0;99.6;0.4;100.0;99.6;0.4
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2287;264;Municipio/TIOC;La Paz;Ingavi;Viacha;Rural;100.0;88.8;11.2;100.0;88.4;11.6;100.0;89.2;10.8;100.0;99.7;0.3;100.0;99.6;0.4;100.0;99.7;0.3
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2288;265;Municipio/TIOC;La Paz;Ingavi;Puerto Mayor de Guaqui;Puerto Mayor de Guaqui;100.0;85.5;14.5;100.0;84.3;15.7;100.0;86.7;13.3;100.0;99.5;0.5;100.0;99.3;0.7;100.0;99.6;0.4
