cuadro;no;nivel;departamento;provincia;municipio_tioc;area_y_estado_civil;2001_total;2001_hombres;2001_mujeres;2001_grupo_de_dedad__15_a_17;2001_grupo_de_dedad__18_a_28;2001_grupo_de_dedad__29_a_39;2001_grupo_de_dedad__40_a_59;2001_grupo_de_dedad__60_o_mas;2012_total;2012_hombres;2012_mujeres;2012_grupo_de_dedad__15_a_17;2012_grupo_de_dedad__18_a_28;2012_grupo_de_dedad__29_a_39;2012_grupo_de_dedad__40_a_59;2012_grupo_de_dedad__60_o_mas;2024_total;2024_hombres;2024_mujeres;2024_grupo_de_dedad__15_a_17;2024_grupo_de_dedad__18_a_28;2024_grupo_de_dedad__29_a_39;2024_grupo_de_dedad__40_a_59;2024_grupo_de_dedad__60_o_mas
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  5587;3564;Municipio/TIOC;La Paz;Caranavi;Alto Beni;Conviviente o concubino;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  5588;3565;Municipio/TIOC;La Paz;Caranavi;Alto Beni;Separado;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  5589;3566;Municipio/TIOC;La Paz;Caranavi;Alto Beni;Divorciado;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  5590;3567;Municipio/TIOC;La Paz;Caranavi;Alto Beni;Viudo;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  5591;3568;Municipio/TIOC;La Paz;Caranavi;Alto Beni;Sin especificar;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  5592;3569;Municipio/TIOC;La Paz;Caranavi;Alto Beni;Rural;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  5593;3570;Municipio/TIOC;La Paz;Caranavi;Alto Beni;Soltero;32.9;22.2;39.9;93.4;51.7;17.8;8.2;4.0;41.0;33.5;46.6;93.8;58.2;28.6;17.7;14.7;42.1;37.3;45.9;95.2;68.7;33.6;24.6;13.7
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  5594;3571;Municipio/TIOC;La Paz;Caranavi;Alto Beni;Casado;41.1;46.8;37.3;0.8;15.5;51.5;71.9;64.1;26.5;28.2;25.3;1.2;6.9;27.0;50.8;54.2;22.8;22.9;22.7;0.2;2.7;17.2;37.4;51.4
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  5595;3572;Municipio/TIOC;La Paz;Caranavi;Alto Beni;Conviviente o concubino;19.6;24.5;16.4;5.6;31.5;26.6;9.3;3.5;26.2;31.6;22.2;4.9;33.7;40.9;21.2;6.1;25.3;28.5;22.8;3.1;25.4;42.6;25.9;8.5
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  5596;3573;Municipio/TIOC;La Paz;Caranavi;Alto Beni;Separado;2.0;1.8;2.1;0.2;0.8;2.2;3.2;4.5;2.1;2.0;2.1;0.1;0.9;2.1;4.1;2.7;3.1;3.8;2.5;0.2;1.2;3.2;5.1;4.0
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  5597;3574;Municipio/TIOC;La Paz;Caranavi;Alto Beni;Divorciado;0.5;0.2;0.7;0.0;0.2;0.6;0.9;0.5;0.4;0.3;0.5;0.0;0.1;0.6;0.8;0.8;0.9;1.1;0.7;0.0;0.2;0.7;1.8;1.3
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  5598;3575;Municipio/TIOC;La Paz;Caranavi;Alto Beni;Viudo;4.0;4.5;3.6;0.0;0.3;1.2;6.5;23.4;3.8;4.4;3.4;0.0;0.2;0.7;5.4;21.6;3.9;4.9;3.2;0.2;0.1;0.7;3.3;19.2
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  5599;3576;Municipio/TIOC;La Paz;Caranavi;Alto Beni;Sin especificar;;;;;;;;;;;;;;;;;1.9;1.5;2.2;1.2;1.9;2.0;1.9;2.1
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  5600;3577;Departamento;Cochabamba;;;Cochabamba;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  5601;3578;Departamento;Cochabamba;;;Soltero;36.1;33.4;38.9;96.3;58.5;17.0;9.5;9.1;39.8;37.0;42.7;95.7;64.5;25.3;14.2;10.8;40.4;37.9;43.0;97.0;71.4;32.0;17.3;11.0
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  5602;3579;Departamento;Cochabamba;;;Casado;45.9;45.6;46.4;1.2;23.9;66.1;73.6;54.5;39.3;39.2;39.4;1.0;14.5;51.0;66.5;56.3;32.9;32.9;33.0;0.2;6.1;33.9;55.9;54.6
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  5603;3580;Departamento;Cochabamba;;;Conviviente o concubino;9.6;9.7;9.5;2.4;16.5;12.5;5.0;1.6;13.0;13.3;12.7;3.2;20.0;19.4;8.4;2.4;15.6;15.8;15.4;1.6;19.1;27.5;13.0;3.2
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  5604;3581;Departamento;Cochabamba;;;Separado;1.3;1.7;0.8;0.1;0.6;1.7;2.3;1.4;1.5;1.9;1.1;0.1;0.6;1.8;2.9;1.8;2.4;2.9;1.9;0.2;1.1;2.8;3.9;2.7
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  5605;3582;Departamento;Cochabamba;;;Divorciado;1.5;1.8;1.1;0.0;0.3;1.6;3.1;2.8;1.7;2.0;1.4;0.0;0.2;1.4;3.5;3.5;2.7;3.1;2.3;0.0;0.2;1.7;5.3;5.5
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  5606;3583;Departamento;Cochabamba;;;Viudo;5.6;7.8;3.2;0.0;0.2;1.2;6.6;30.7;4.6;6.5;2.6;0.1;0.2;0.8;4.4;25.1;4.4;6.2;2.5;0.1;0.2;0.5;3.2;21.4
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  5607;3584;Departamento;Cochabamba;;;Sin especificar;;;;;;;;;0.2;0.2;0.2;0.0;0.1;0.2;0.2;0.2;1.6;1.3;2.0;0.9;2.0;1.5;1.5;1.7
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  5608;3585;Departamento;Cochabamba;;;Urbana;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  5609;3586;Departamento;Cochabamba;;;Soltero;40.3;37.9;43.0;97.3;64.7;19.7;10.2;9.5;41.6;39.2;44.4;96.7;67.7;26.9;14.7;10.9;42.1;39.8;44.6;97.9;75.1;33.2;17.4;11.0
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  5610;3587;Departamento;Cochabamba;;;Casado;42.5;41.8;43.3;0.8;20.1;63.2;71.9;52.9;38.0;37.7;38.4;0.7;13.7;50.5;65.0;55.0;32.0;31.8;32.3;0.1;5.6;34.7;54.7;52.4
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  5611;3588;Departamento;Cochabamba;;;Conviviente o concubino;8.8;8.7;8.8;1.7;14.0;11.8;4.7;1.2;12.1;12.2;12.0;2.5;17.6;17.9;8.2;2.1;14.3;14.3;14.3;1.0;16.1;25.4;12.7;3.1
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  5612;3589;Departamento;Cochabamba;;;Separado;1.6;2.2;1.0;0.1;0.7;2.1;3.1;1.9;1.7;2.2;1.2;0.0;0.6;2.0;3.5;2.2;2.7;3.2;2.1;0.2;1.1;2.9;4.4;3.2
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  5613;3590;Departamento;Cochabamba;;;Divorciado;2.1;2.5;1.5;0.0;0.3;2.2;4.6;4.0;2.2;2.5;1.7;0.0;0.2;1.8;4.6;4.7;3.4;3.9;2.8;0.0;0.2;2.1;6.6;7.1
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  5614;3591;Departamento;Cochabamba;;;Viudo;4.8;6.9;2.4;0.0;0.1;0.9;5.5;30.5;4.2;6.0;2.1;0.0;0.1;0.6;3.8;24.9;4.2;6.0;2.2;0.1;0.1;0.5;2.9;21.8
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  5615;3592;Departamento;Cochabamba;;;Sin especificar;;;;;;;;;0.2;0.1;0.2;0.0;0.1;0.2;0.2;0.2;1.3;1.0;1.6;0.6;1.7;1.2;1.1;1.4
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  5616;3593;Departamento;Cochabamba;;;Rural;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  5617;3594;Departamento;Cochabamba;;;Soltero;29.3;25.6;32.8;94.7;46.6;12.6;8.4;8.5;35.5;31.5;39.2;93.9;55.9;21.4;13.2;10.5;36.1;32.7;39.3;95.0;61.5;29.0;16.8;11.0
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  5618;3595;Departamento;Cochabamba;;;Casado;51.5;52.1;50.9;1.7;31.3;70.6;76.1;56.4;42.1;42.8;41.4;1.5;16.7;52.2;69.6;58.8;35.2;35.8;34.6;0.3;7.2;31.8;58.6;59.3
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  5619;3596;Departamento;Cochabamba;;;Conviviente o concubino;11.0;11.4;10.6;3.4;21.3;13.5;5.4;2.1;15.1;16.0;14.2;4.4;26.4;23.3;8.8;2.9;18.7;19.7;17.7;2.8;27.0;33.3;13.7;3.4
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  5620;3597;Departamento;Cochabamba;;;Separado;0.7;0.8;0.6;0.1;0.4;0.9;1.2;0.7;0.9;1.1;0.8;0.1;0.5;1.2;1.6;1.0;1.8;2.1;1.5;0.3;1.1;2.3;2.6;1.5
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  5621;3598;Departamento;Cochabamba;;;Divorciado;0.6;0.6;0.6;0.0;0.2;0.6;1.0;1.3;0.6;0.6;0.6;0.0;0.1;0.5;1.1;1.1;1.1;1.1;1.1;0.1;0.1;0.8;2.1;1.9
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  5622;3599;Departamento;Cochabamba;;;Viudo;6.9;9.4;4.5;0.1;0.3;1.7;8.0;31.0;5.6;7.8;3.6;0.1;0.4;1.2;5.5;25.4;4.9;6.8;3.1;0.1;0.2;0.7;3.9;20.6
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  5623;3600;Departamento;Cochabamba;;;Sin especificar;;;;;;;;;0.2;0.2;0.2;0.0;0.1;0.2;0.2;0.2;2.3;1.9;2.7;1.5;2.8;2.2;2.2;2.3
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  5624;3601;Provincia;Cochabamba;Cercado;;Cercado;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  5625;3602;Provincia;Cochabamba;Cercado;;Soltero;41.5;39.2;44.1;97.4;66.7;21.6;11.0;9.6;42.2;40.0;44.7;96.9;69.4;28.8;15.9;11.4;42.9;40.7;45.3;98.2;77.6;35.9;19.1;11.9
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  5626;3603;Provincia;Cochabamba;Cercado;;Casado;41.3;40.4;42.3;0.8;19.0;61.2;70.3;52.9;37.7;37.1;38.4;0.6;13.6;49.4;63.1;54.1;31.9;31.4;32.5;0.1;5.3;34.3;52.8;50.7
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  5627;3604;Provincia;Cochabamba;Cercado;;Conviviente o concubino;8.4;8.4;8.5;1.7;13.1;11.6;4.7;1.1;11.2;11.3;11.2;2.3;16.1;16.7;7.9;1.9;12.8;12.7;12.9;0.8;14.0;22.8;11.9;3.0
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  5628;3605;Provincia;Cochabamba;Cercado;;Separado;1.7;2.3;1.0;0.0;0.7;2.3;3.4;2.0;1.9;2.3;1.4;0.1;0.6;2.2;3.7;2.4;2.7;3.1;2.2;0.2;1.0;2.8;4.5;3.3
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  5629;3606;Provincia;Cochabamba;Cercado;;Divorciado;2.4;3.0;1.8;0.0;0.4;2.6;5.4;4.6;2.6;3.2;2.1;0.0;0.2;2.1;5.6;5.8;4.1;4.7;3.4;0.0;0.3;2.4;7.8;8.5
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  5630;3607;Provincia;Cochabamba;Cercado;;Viudo;4.7;6.7;2.2;0.0;0.1;0.8;5.2;29.8;4.2;6.0;2.1;0.0;0.1;0.6;3.6;24.4;4.3;6.3;2.1;0.1;0.1;0.5;2.8;21.1
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  5631;3608;Provincia;Cochabamba;Cercado;;Sin especificar;;;;;;;;;0.1;0.1;0.1;0.0;0.1;0.2;0.2;0.1;1.3;1.0;1.6;0.6;1.6;1.2;1.1;1.4
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  5632;3609;Provincia;Cochabamba;Cercado;;Urbana;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  5633;3610;Provincia;Cochabamba;Cercado;;Soltero;41.5;39.2;44.1;97.4;66.7;21.6;11.0;9.5;42.2;40.0;44.7;96.9;69.4;28.8;15.9;11.4;42.9;40.7;45.3;98.2;77.6;35.9;19.1;11.9
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  5634;3611;Provincia;Cochabamba;Cercado;;Casado;41.3;40.4;42.3;0.8;19.0;61.2;70.3;52.9;37.7;37.1;38.4;0.6;13.6;49.4;63.1;54.1;31.9;31.4;32.5;0.1;5.3;34.3;52.8;50.7
