cuadro;no;nivel;departamento;provincia;municipio_toc;area_y_grupo_de_edad;total;hombre;mujer;sin_especificar
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);1871;Municipio/TIOC;La Paz;Inquisivi;Cajuata;60 o más;29;21;8;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);1872;Municipio/TIOC;La Paz;Inquisivi;Cajuata;Sin especificar;1;0;1;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);1873;Municipio/TIOC;La Paz;Inquisivi;Colquiri;Colquiri;69;42;27;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);1874;Municipio/TIOC;La Paz;Inquisivi;Colquiri;0 a 17;4;2;2;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);1875;Municipio/TIOC;La Paz;Inquisivi;Colquiri;18 a 29;2;1;1;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);1876;Municipio/TIOC;La Paz;Inquisivi;Colquiri;30 a 59;18;17;1;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);1877;Municipio/TIOC;La Paz;Inquisivi;Colquiri;60 o más;37;19;18;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);1878;Municipio/TIOC;La Paz;Inquisivi;Colquiri;Sin especificar;8;3;5;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);1879;Municipio/TIOC;La Paz;Inquisivi;Colquiri;Urbana;21;15;6;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);1880;Municipio/TIOC;La Paz;Inquisivi;Colquiri;0 a 17;;;;
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);1881;Municipio/TIOC;La Paz;Inquisivi;Colquiri;18 a 29;1;0;1;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);1882;Municipio/TIOC;La Paz;Inquisivi;Colquiri;30 a 59;9;9;0;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);1883;Municipio/TIOC;La Paz;Inquisivi;Colquiri;60 o más;8;6;2;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);1884;Municipio/TIOC;La Paz;Inquisivi;Colquiri;Sin especificar;3;0;3;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);1885;Municipio/TIOC;La Paz;Inquisivi;Colquiri;Rural;48;27;21;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);1886;Municipio/TIOC;La Paz;Inquisivi;Colquiri;0 a 17;4;2;2;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);1887;Municipio/TIOC;La Paz;Inquisivi;Colquiri;18 a 29;1;1;0;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);1888;Municipio/TIOC;La Paz;Inquisivi;Colquiri;30 a 59;9;8;1;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);1889;Municipio/TIOC;La Paz;Inquisivi;Colquiri;60 o más;29;13;16;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);1890;Municipio/TIOC;La Paz;Inquisivi;Colquiri;Sin especificar;5;3;2;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);1891;Municipio/TIOC;La Paz;Inquisivi;Ichoca;Ichoca;47;30;17;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);1892;Municipio/TIOC;La Paz;Inquisivi;Ichoca;0 a 17;3;2;1;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);1893;Municipio/TIOC;La Paz;Inquisivi;Ichoca;18 a 29;2;1;1;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);1894;Municipio/TIOC;La Paz;Inquisivi;Ichoca;30 a 59;8;3;5;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);1895;Municipio/TIOC;La Paz;Inquisivi;Ichoca;60 o más;30;21;9;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);1896;Municipio/TIOC;La Paz;Inquisivi;Ichoca;Sin especificar;4;3;1;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);1897;Municipio/TIOC;La Paz;Inquisivi;Ichoca;Urbana;10;5;5;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);1898;Municipio/TIOC;La Paz;Inquisivi;Ichoca;0 a 17;;;;
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);1899;Municipio/TIOC;La Paz;Inquisivi;Ichoca;18 a 29;;;;
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);1900;Municipio/TIOC;La Paz;Inquisivi;Ichoca;30 a 59;1;0;1;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);1901;Municipio/TIOC;La Paz;Inquisivi;Ichoca;60 o más;7;4;3;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);1902;Municipio/TIOC;La Paz;Inquisivi;Ichoca;Sin especificar;2;1;1;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);1903;Municipio/TIOC;La Paz;Inquisivi;Ichoca;Rural;37;25;12;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);1904;Municipio/TIOC;La Paz;Inquisivi;Ichoca;0 a 17;3;2;1;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);1905;Municipio/TIOC;La Paz;Inquisivi;Ichoca;18 a 29;2;1;1;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);1906;Municipio/TIOC;La Paz;Inquisivi;Ichoca;30 a 59;7;3;4;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);1907;Municipio/TIOC;La Paz;Inquisivi;Ichoca;60 o más;23;17;6;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);1908;Municipio/TIOC;La Paz;Inquisivi;Ichoca;Sin especificar;2;2;0;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);1909;Municipio/TIOC;La Paz;Inquisivi;Villa Libertad Licoma;Villa Libertad Licoma;17;10;7;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);1910;Municipio/TIOC;La Paz;Inquisivi;Villa Libertad Licoma;0 a 17;4;2;2;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);1911;Municipio/TIOC;La Paz;Inquisivi;Villa Libertad Licoma;18 a 29;;;;
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);1912;Municipio/TIOC;La Paz;Inquisivi;Villa Libertad Licoma;30 a 59;3;2;1;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);1913;Municipio/TIOC;La Paz;Inquisivi;Villa Libertad Licoma;60 o más;10;6;4;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);1914;Municipio/TIOC;La Paz;Inquisivi;Villa Libertad Licoma;Sin especificar;;;;
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);1915;Municipio/TIOC;La Paz;Inquisivi;Villa Libertad Licoma;Urbana;10;7;3;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);1916;Municipio/TIOC;La Paz;Inquisivi;Villa Libertad Licoma;0 a 17;3;2;1;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);1917;Municipio/TIOC;La Paz;Inquisivi;Villa Libertad Licoma;18 a 29;;;;
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);1918;Municipio/TIOC;La Paz;Inquisivi;Villa Libertad Licoma;30 a 59;2;1;1;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);1919;Municipio/TIOC;La Paz;Inquisivi;Villa Libertad Licoma;60 o más;5;4;1;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);1920;Municipio/TIOC;La Paz;Inquisivi;Villa Libertad Licoma;Sin especificar;;;;
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);1921;Municipio/TIOC;La Paz;Inquisivi;Villa Libertad Licoma;Rural;7;3;4;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);1922;Municipio/TIOC;La Paz;Inquisivi;Villa Libertad Licoma;0 a 17;1;0;1;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);1923;Municipio/TIOC;La Paz;Inquisivi;Villa Libertad Licoma;18 a 29;;;;
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);1924;Municipio/TIOC;La Paz;Inquisivi;Villa Libertad Licoma;30 a 59;1;1;0;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);1925;Municipio/TIOC;La Paz;Inquisivi;Villa Libertad Licoma;60 o más;5;2;3;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);1926;Municipio/TIOC;La Paz;Inquisivi;Villa Libertad Licoma;Sin especificar;;;;
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);1927;Provincia;La Paz;Sur Yungas;Villa Libertad Licoma;Sur Yungas;463;311;151;1
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);1928;Provincia;La Paz;Sur Yungas;Villa Libertad Licoma;0 a 17;40;24;16;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);1929;Provincia;La Paz;Sur Yungas;Villa Libertad Licoma;18 a 29;21;15;6;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);1930;Provincia;La Paz;Sur Yungas;Villa Libertad Licoma;30 a 59;113;73;40;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);1931;Provincia;La Paz;Sur Yungas;Villa Libertad Licoma;60 o más;268;185;83;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);1932;Provincia;La Paz;Sur Yungas;Villa Libertad Licoma;Sin especificar;21;14;6;1
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);1933;Provincia;La Paz;Sur Yungas;Villa Libertad Licoma;Urbana;97;66;31;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);1934;Provincia;La Paz;Sur Yungas;Villa Libertad Licoma;0 a 17;4;2;2;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);1935;Provincia;La Paz;Sur Yungas;Villa Libertad Licoma;18 a 29;1;1;0;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);1936;Provincia;La Paz;Sur Yungas;Villa Libertad Licoma;30 a 59;23;13;10;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);1937;Provincia;La Paz;Sur Yungas;Villa Libertad Licoma;60 o más;63;45;18;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);1938;Provincia;La Paz;Sur Yungas;Villa Libertad Licoma;Sin especificar;6;5;1;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);1939;Provincia;La Paz;Sur Yungas;Villa Libertad Licoma;Rural;366;245;120;1
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);1940;Provincia;La Paz;Sur Yungas;Villa Libertad Licoma;0 a 17;36;22;14;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);1941;Provincia;La Paz;Sur Yungas;Villa Libertad Licoma;18 a 29;20;14;6;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);1942;Provincia;La Paz;Sur Yungas;Villa Libertad Licoma;30 a 59;90;60;30;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);1943;Provincia;La Paz;Sur Yungas;Villa Libertad Licoma;60 o más;205;140;65;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);1944;Provincia;La Paz;Sur Yungas;Villa Libertad Licoma;Sin especificar;15;9;5;1
