cuadro;no;nivel;departamento;provincia;municipio_tioc;area;poblacion_con_cobertura_de_salud;hombres_con_cobertura_de_salud;mujeres_con_cobertura_de_salud;total_cobertura_de_salud;hombres_cobertura_de_salud;mujeres_cobertura_de_salud
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;378;Municipio;La Paz;Aroma;Collana;Rural;1,320;633;687;74.9;70.5;79.4
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;379;Provincia;La Paz;Nor Yungas;;Nor Yungas;41,298;20,714;20,584;83.0;81.0;85.0
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;380;Provincia;La Paz;Nor Yungas;;Urbana;4,836;2,356;2,480;84.9;83.8;86.0
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;381;Provincia;La Paz;Nor Yungas;;Rural;36,462;18,358;18,104;82.7;80.7;84.9
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;382;Municipio;La Paz;Nor Yungas;Coroico;Coroico;22,794;11,488;11,306;84.7;82.9;86.6
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;383;Municipio;La Paz;Nor Yungas;Coroico;Urbana;2,301;1,100;1,201;85.5;84.2;86.8
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;384;Municipio;La Paz;Nor Yungas;Coroico;Rural;20,493;10,388;10,105;84.6;82.8;86.6
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;385;Municipio;La Paz;Nor Yungas;Coripata;Coripata;18,504;9,226;9,278;81.0;78.9;83.2
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;386;Municipio;La Paz;Nor Yungas;Coripata;Urbana;2,535;1,256;1,279;84.4;83.5;85.3
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;387;Municipio;La Paz;Nor Yungas;Coripata;Rural;15,969;7,970;7,999;80.4;78.2;82.8
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;388;Provincia;La Paz;Abel Iturralde;;Abel Iturralde;17,979;9,455;8,524;82.0;79.4;85.0
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;389;Provincia;La Paz;Abel Iturralde;;Urbana;7,739;3,879;3,860;85.7;82.5;89.2
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;390;Provincia;La Paz;Abel Iturralde;;Rural;10,240;5,576;4,664;79.3;77.4;81.8
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;391;Municipio;La Paz;Abel Iturralde;Ixiamas;Ixiamas;9,502;5,241;4,261;78.5;76.9;80.6
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;392;Municipio;La Paz;Abel Iturralde;Ixiamas;Urbana;3,917;2,040;1,877;83.9;80.7;87.7
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;393;Municipio;La Paz;Abel Iturralde;Ixiamas;Rural;5,585;3,201;2,384;75.1;74.6;75.8
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;394;Municipio;La Paz;Abel Iturralde;San Buenaventura;San Buenaventura;8,477;4,214;4,263;86.2;82.8;89.9
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;395;Municipio;La Paz;Abel Iturralde;San Buenaventura;Urbana;3,822;1,839;1,983;87.7;84.6;90.8
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;396;Municipio;La Paz;Abel Iturralde;San Buenaventura;Rural;4,655;2,375;2,280;85.1;81.5;89.1
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;397;Provincia;La Paz;Bautista Saavedra;;Bautista Saavedra;16,970;8,901;8,069;79.1;77.9;80.4
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;398;Provincia;La Paz;Bautista Saavedra;;Urbana;2,013;1,066;947;76.0;75.2;76.9
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;399;Provincia;La Paz;Bautista Saavedra;;Rural;14,957;7,835;7,122;79.5;78.3;80.8
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;400;Municipio;La Paz;Bautista Saavedra;Charazani;Charazani;12,631;6,601;6,030;83.1;82.0;84.3
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;401;Municipio;La Paz;Bautista Saavedra;Charazani;Urbana;2,013;1,066;947;76.0;75.2;76.9
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;402;Municipio;La Paz;Bautista Saavedra;Charazani;Rural;10,618;5,535;5,083;84.6;83.4;85.9
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;403;Municipio;La Paz;Bautista Saavedra;Curva;Curva;4,339;2,300;2,039;69.3;68.4;70.5
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;404;Municipio;La Paz;Bautista Saavedra;Curva;Urbana;;;;;;
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;405;Municipio;La Paz;Bautista Saavedra;Curva;Rural;4,339;2,300;2,039;69.3;68.4;70.5
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;406;Provincia;La Paz;Manco Kapac;;Manco Kapac;25,336;12,449;12,887;76.3;74.9;77.6
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;407;Provincia;La Paz;Manco Kapac;;Urbana;7,348;3,647;3,701;78.3;77.3;79.4
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;408;Provincia;La Paz;Manco Kapac;;Rural;17,988;8,802;9,186;75.5;74.0;76.9
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;409;Municipio;La Paz;Manco Kapac;Copacabana;Copacabana;12,905;6,103;6,802;75.5;73.5;77.4
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;410;Municipio;La Paz;Manco Kapac;Copacabana;Urbana;4,636;2,217;2,419;78.3;76.8;79.7
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;411;Municipio;La Paz;Manco Kapac;Copacabana;Rural;8,269;3,886;4,383;74.0;71.8;76.2
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;412;Municipio;La Paz;Manco Kapac;San Pedro de Tiquina;San Pedro de Tiquina;7,216;3,603;3,613;81.1;80.3;81.9
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;413;Municipio;La Paz;Manco Kapac;San Pedro de Tiquina;Urbana;;;;;;
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;414;Municipio;La Paz;Manco Kapac;San Pedro de Tiquina;Rural;7,216;3,603;3,613;81.1;80.3;81.9
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;415;Municipio;La Paz;Manco Kapac;Tito Yupanqui;Tito Yupanqui;5,215;2,743;2,472;72.1;71.7;72.6
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;416;Municipio;La Paz;Manco Kapac;Tito Yupanqui;Urbana;2,712;1,430;1,282;78.4;78.0;78.7
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;417;Municipio;La Paz;Manco Kapac;Tito Yupanqui;Rural;2,503;1,313;1,190;66.4;66.0;67.0
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;418;Provincia;La Paz;Gualberto Villarroel;;Gualberto Villarroel;14,631;7,680;6,951;85.6;84.2;87.1
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;419;Provincia;La Paz;Gualberto Villarroel;;Urbana;;;;;;
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;420;Provincia;La Paz;Gualberto Villarroel;;Rural;14,631;7,680;6,951;85.6;84.2;87.1
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;421;Municipio;La Paz;Gualberto Villarroel;San Pedro de Curahuara;San Pedro de Curahuara;7,262;3,799;3,463;83.5;82.0;85.3
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;422;Municipio;La Paz;Gualberto Villarroel;San Pedro de Curahuara;Urbana;;;;;;
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;423;Municipio;La Paz;Gualberto Villarroel;San Pedro de Curahuara;Rural;7,262;3,799;3,463;83.5;82.0;85.3
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;424;Municipio;La Paz;Gualberto Villarroel;Papel Pampa;Papel Pampa;5,712;3,004;2,708;89.1;87.7;90.8
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;425;Municipio;La Paz;Gualberto Villarroel;Papel Pampa;Urbana;;;;;;
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;426;Municipio;La Paz;Gualberto Villarroel;Papel Pampa;Rural;5,712;3,004;2,708;89.1;87.7;90.8
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;427;Municipio;La Paz;Gualberto Villarroel;Chacarilla;Chacarilla;1,657;877;780;83.1;82.7;83.6
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;428;Municipio;La Paz;Gualberto Villarroel;Chacarilla;Urbana;;;;;;
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;429;Municipio;La Paz;Gualberto Villarroel;Chacarilla;Rural;1,657;877;780;83.1;82.7;83.6
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;430;Provincia;La Paz;General José Manuel Pando;;General José Manuel Pando;9,519;4,765;4,754;81.3;80.1;82.6
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;431;Provincia;La Paz;General José Manuel Pando;;Urbana;;;;;;
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;432;Provincia;La Paz;General José Manuel Pando;;Rural;9,519;4,765;4,754;81.3;80.1;82.6
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;433;Municipio;La Paz;General José Manuel Pando;Santiago de Machaca;Santiago de Machaca;5,451;2,687;2,764;82.7;81.4;84.0
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;434;Municipio;La Paz;General José Manuel Pando;Santiago de Machaca;Urbana;;;;;;
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;435;Municipio;La Paz;General José Manuel Pando;Santiago de Machaca;Rural;5,451;2,687;2,764;82.7;81.4;84.0
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;436;Municipio;La Paz;General José Manuel Pando;Catacora;Catacora;4,068;2,078;1,990;79.4;78.3;80.6
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;437;Municipio;La Paz;General José Manuel Pando;Catacora;Urbana;;;;;;
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;438;Municipio;La Paz;General José Manuel Pando;Catacora;Rural;4,068;2,078;1,990;79.4;78.3;80.6
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;439;Provincia;La Paz;Caranavi;;Caranavi;58,939;30,123;28,816;86.2;84.2;88.5
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;440;Provincia;La Paz;Caranavi;;Urbana;16,932;8,254;8,678;83.2;80.6;86.0
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;441;Provincia;La Paz;Caranavi;;Rural;42,007;21,869;20,138;87.5;85.6;89.7
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;442;Municipio;La Paz;Caranavi;Caranavi;Caranavi;49,402;25,036;24,366;85.2;83.0;87.6
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;443;Municipio;La Paz;Caranavi;Caranavi;Urbana;16,932;8,254;8,678;83.2;80.6;86.0
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;444;Municipio;La Paz;Caranavi;Caranavi;Rural;32,470;16,782;15,688;86.3;84.3;88.6
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;445;Municipio;La Paz;Caranavi;Alto Beni;Alto Beni;9,537;5,087;4,450;91.8;90.3;93.7
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;446;Municipio;La Paz;Caranavi;Alto Beni;Urbana;;;;;;
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;447;Municipio;La Paz;Caranavi;Alto Beni;Rural;9,537;5,087;4,450;91.8;90.3;93.7
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;448;Departamento;Cochabamba;;;Cochabamba;1,681,649;809,054;872,595;84.9;83.0;86.8
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;449;Departamento;Cochabamba;;;Urbana;1,165,691;546,430;619,261;83.1;80.9;85.1
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;450;Departamento;Cochabamba;;;Rural;515,958;262,624;253,334;89.4;87.7;91.1
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;451;Provincia;Cochabamba;Cercado;;Cercado;528,212;246,710;281,502;80.4;78.3;82.3
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;452;Provincia;Cochabamba;Cercado;;Urbana;528,195;246,700;281,495;80.4;78.3;82.3
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;453;Provincia;Cochabamba;Cercado;;Rural;17;10;7;73.9;66.7;87.5
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;454;Municipio;Cochabamba;Cercado;Cochabamba;Cochabamba;528,212;246,710;281,502;80.4;78.3;82.3
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;455;Municipio;Cochabamba;Cercado;Cochabamba;Urbana;528,195;246,700;281,495;80.4;78.3;82.3
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;456;Municipio;Cochabamba;Cercado;Cochabamba;Rural;17;10;7;73.9;66.7;87.5
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;457;Provincia;Cochabamba;Campero;;Campero;31,341;15,652;15,689;88.8;87.2;90.3
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;458;Provincia;Cochabamba;Campero;;Urbana;10,292;4,866;5,426;89.4;87.8;90.9
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;459;Provincia;Cochabamba;Campero;;Rural;21,049;10,786;10,263;88.4;87.0;90.1
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;460;Municipio;Cochabamba;Campero;Aiquile;Aiquile;20,092;9,869;10,223;89.6;88.3;90.8
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;461;Municipio;Cochabamba;Campero;Aiquile;Urbana;7,870;3,611;4,259;90.2;88.7;91.4
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;462;Municipio;Cochabamba;Campero;Aiquile;Rural;12,222;6,258;5,964;89.2;88.0;90.4
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;463;Municipio;Cochabamba;Campero;Pasorapa;Pasorapa;5,596;2,992;2,604;88.7;87.5;90.1
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;464;Municipio;Cochabamba;Campero;Pasorapa;Urbana;2,422;1,255;1,167;87.1;85.3;89.2
