cuadro;no;nivel;departamento;provincia;municipio_tioc;area;2012_poblacion_total;2012_salud_publica;2012_caja de salud;2012_salud_privada;2012_seguro_salud_privado;2012_medico_tradicional;2012_automedicacion_farmacia;2012_soluciones_caseras;2024_poblacion_total;2024_salud_publica;2024_caja de salud;2024_salud_privada;2024_seguro_atencion_a_domicilio;2024_medico_tradicional;2024_automedicacion_farmacia;2024_soluciones_caseras
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2339;316;Municipio;La Paz;Inquisivi;Ichoca;Ichoca;7,913;4,554;682;342;334;2,014;1,462;5,136;9,552;6,848;658;408;477;2,515;2,250;6,295
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2340;317;Municipio;La Paz;Inquisivi;Ichoca;Urbana;;;;;;;;;2,072;1,681;152;117;82;491;558;1,320
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2341;318;Municipio;La Paz;Inquisivi;Ichoca;Rural;7,913;4,554;682;342;334;2,014;1,462;5,136;7,480;5,167;506;291;395;2,024;1,692;4,975
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2342;319;Municipio;La Paz;Inquisivi;Villa Libertad Licoma;Villa Libertad Licoma;5,488;4,848;137;99;76;1,156;911;3,103;7,877;7,263;396;630;433;2,555;3,447;5,267
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2343;320;Municipio;La Paz;Inquisivi;Villa Libertad Licoma;Urbana;2,340;2,132;99;47;32;388;252;1,167;3,526;3,267;188;344;137;1,160;1,842;2,346
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2344;321;Municipio;La Paz;Inquisivi;Villa Libertad Licoma;Rural;3,148;2,716;38;52;44;768;659;1,936;4,351;3,996;208;286;296;1,395;1,605;2,921
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2345;322;Provincia;La Paz;Sur Yungas;;Sur Yungas;106,428;79,465;9,118;7,550;3,894;21,457;53,081;52,429;121,921;104,281;9,428;17,966;8,605;41,489;57,573;80,216
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2346;323;Provincia;La Paz;Sur Yungas;;Urbana;9,908;7,317;1,277;901;553;1,394;6,522;4,090;15,871;12,786;2,129;3,360;1,029;5,368;9,599;10,454
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2347;324;Provincia;La Paz;Sur Yungas;;Rural;96,520;72,148;7,841;6,649;3,341;20,063;46,559;48,339;106,050;91,495;7,299;14,606;7,576;36,121;47,974;69,762
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2348;325;Municipio;La Paz;Sur Yungas;Chulumani;Chulumani;17,823;13,865;2,075;1,607;861;3,737;10,563;9,324;18,303;15,764;1,425;3,644;1,409;6,482;9,147;13,095
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2349;326;Municipio;La Paz;Sur Yungas;Chulumani;Urbana;2,066;1,530;357;394;198;297;1,445;961;2,597;2,025;414;903;210;826;1,462;1,689
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2350;327;Municipio;La Paz;Sur Yungas;Chulumani;Rural;15,757;12,335;1,718;1,213;663;3,440;9,118;8,363;15,706;13,739;1,011;2,741;1,199;5,656;7,685;11,406
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2351;328;Municipio;La Paz;Sur Yungas;Irupana;Irupana;17,276;12,838;1,574;1,553;748;4,182;9,385;10,597;23,279;19,718;2,244;3,288;1,900;7,953;10,329;16,028
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2352;329;Municipio;La Paz;Sur Yungas;Irupana;Urbana;;;;;;;;;2,748;2,338;398;548;173;798;1,437;1,898
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2353;330;Municipio;La Paz;Sur Yungas;Irupana;Rural;17,276;12,838;1,574;1,553;748;4,182;9,385;10,597;20,531;17,380;1,846;2,740;1,727;7,155;8,892;14,130
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2354;331;Municipio;La Paz;Sur Yungas;Yanacachi;Yanacachi;6,420;4,720;1,078;589;425;785;2,516;2,362;7,615;6,503;1,136;1,279;480;2,318;3,200;5,416
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2355;332;Municipio;La Paz;Sur Yungas;Yanacachi;Urbana;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2356;333;Municipio;La Paz;Sur Yungas;Yanacachi;Rural;6,420;4,720;1,078;589;425;785;2,516;2,362;7,615;6,503;1,136;1,279;480;2,318;3,200;5,416
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2357;334;Municipio;La Paz;Sur Yungas;Palos Blancos;Palos Blancos;24,731;20,310;2,062;1,242;788;5,772;13,051;12,025;27,137;23,512;1,992;2,944;1,927;9,628;13,408;16,972
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2358;335;Municipio;La Paz;Sur Yungas;Palos Blancos;Urbana;5,478;4,077;661;333;232;875;3,670;2,223;7,636;6,021;935;1,237;414;2,789;4,958;5,030
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2359;336;Municipio;La Paz;Sur Yungas;Palos Blancos;Rural;19,253;16,233;1,401;909;556;4,897;9,381;9,802;19,501;17,491;1,057;1,707;1,513;6,839;8,450;11,942
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2360;337;Municipio;La Paz;Sur Yungas;La Asunta;La Asunta;40,178;27,732;2,329;2,559;1,072;6,981;17,566;18,121;45,587;38,784;2,631;6,811;2,889;15,108;21,489;28,705
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2361;338;Municipio;La Paz;Sur Yungas;La Asunta;Urbana;2,364;1,710;259;174;123;222;1,407;906;2,890;2,402;382;672;232;955;1,742;1,837
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2362;339;Municipio;La Paz;Sur Yungas;La Asunta;Rural;37,814;26,022;2,070;2,385;949;6,759;16,159;17,215;42,697;36,382;2,249;6,139;2,657;14,153;19,747;26,868
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2363;340;Provincia;La Paz;Los Andes;;Los Andes;78,579;39,627;7,546;4,722;3,998;27,356;31,267;38,691;117,009;82,357;12,443;14,828;9,120;49,495;56,535;78,914
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2364;341;Provincia;La Paz;Los Andes;;Urbana;2,257;1,339;297;181;172;560;1,426;988;29,744;20,258;4,220;5,454;2,230;12,892;17,951;20,730
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2365;342;Provincia;La Paz;Los Andes;;Rural;76,322;38,288;7,249;4,541;3,826;26,796;29,841;37,703;87,265;62,099;8,223;9,374;6,890;36,603;38,584;58,184
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2366;343;Municipio;La Paz;Los Andes;Pucarani;Pucarani;30,124;15,484;2,889;2,072;1,610;9,977;12,996;15,389;49,850;35,538;5,038;6,109;4,205;20,866;24,285;33,603
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2367;344;Municipio;La Paz;Los Andes;Pucarani;Urbana;;;;;;;;;15,895;10,715;1,889;2,483;1,251;6,951;9,205;10,878
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2368;345;Municipio;La Paz;Los Andes;Pucarani;Rural;30,124;15,484;2,889;2,072;1,610;9,977;12,996;15,389;33,955;24,823;3,149;3,626;2,954;13,915;15,080;22,725
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2369;346;Municipio;La Paz;Los Andes;Laja;Laja;24,531;11,661;2,162;1,177;1,013;8,294;8,579;10,844;38,652;26,387;4,159;5,452;2,390;15,653;18,588;25,987
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2370;347;Municipio;La Paz;Los Andes;Laja;Urbana;;;;;;;;;10,955;7,420;1,815;2,355;732;4,623;6,907;7,954
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2371;348;Municipio;La Paz;Los Andes;Laja;Rural;24,531;11,661;2,162;1,177;1,013;8,294;8,579;10,844;27,697;18,967;2,344;3,097;1,658;11,030;11,681;18,033
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2372;349;Municipio;La Paz;Los Andes;Batallas;Batallas;17,426;8,362;1,884;1,141;1,128;7,018;7,405;9,504;20,607;14,281;2,549;2,499;1,459;9,682;10,222;14,109
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2373;350;Municipio;La Paz;Los Andes;Batallas;Urbana;2,257;1,339;297;181;172;560;1,426;988;2,894;2,123;516;616;247;1,318;1,839;1,898
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2374;351;Municipio;La Paz;Los Andes;Batallas;Rural;15,169;7,023;1,587;960;956;6,458;5,979;8,516;17,713;12,158;2,033;1,883;1,212;8,364;8,383;12,211
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2375;352;Municipio;La Paz;Los Andes;Puerto Pérez;Puerto Pérez;6,498;4,120;611;332;247;2,067;2,287;2,954;7,900;6,151;697;768;1,066;3,294;3,440;5,215
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2376;353;Municipio;La Paz;Los Andes;Puerto Pérez;Urbana;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2377;354;Municipio;La Paz;Los Andes;Puerto Pérez;Rural;6,498;4,120;611;332;247;2,067;2,287;2,954;7,900;6,151;697;768;1,066;3,294;3,440;5,215
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2378;355;Provincia;La Paz;Aroma;;Aroma;98,205;59,068;9,100;5,589;4,435;27,011;35,722;47,186;112,736;88,656;10,075;12,809;9,786;43,884;45,787;73,402
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2379;356;Provincia;La Paz;Aroma;;Urbana;28,274;18,969;3,213;2,462;1,462;7,062;13,200;13,901;34,269;27,067;3,706;5,394;2,920;14,869;17,506;24,212
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2380;357;Provincia;La Paz;Aroma;;Rural;69,931;40,099;5,887;3,127;2,973;19,949;22,522;33,285;78,467;61,589;6,369;7,415;6,866;29,015;28,281;49,190
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2381;358;Municipio;La Paz;Aroma;Sicasica;Sicasica;31,312;19,816;2,256;1,683;1,023;9,847;11,956;17,329;33,885;27,549;2,686;3,559;2,654;14,356;14,733;23,197
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2382;359;Municipio;La Paz;Aroma;Sicasica;Urbana;11,098;7,741;959;872;465;3,603;5,008;6,082;9,664;7,949;1,034;1,538;832;4,707;5,421;7,155
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2383;360;Municipio;La Paz;Aroma;Sicasica;Rural;20,214;12,075;1,297;811;558;6,244;6,948;11,247;24,221;19,600;1,652;2,021;1,822;9,649;9,312;16,042
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2384;361;Municipio;La Paz;Aroma;Umala;Umala;8,903;4,862;654;497;322;2,694;2,394;4,704;9,102;6,963;798;1,064;911;3,072;3,123;5,717
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2385;362;Municipio;La Paz;Aroma;Umala;Urbana;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2386;363;Municipio;La Paz;Aroma;Umala;Rural;8,903;4,862;654;497;322;2,694;2,394;4,704;9,102;6,963;798;1,064;911;3,072;3,123;5,717
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2387;364;Municipio;La Paz;Aroma;Ayo Ayo;Ayo Ayo;7,798;4,266;918;363;534;1,595;2,223;2,998;11,258;8,840;897;1,099;1,144;4,113;3,851;6,903
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2388;365;Municipio;La Paz;Aroma;Ayo Ayo;Urbana;;;;;;;;;;;;;;;;
