cuadro;no;nivel;departamento;provincia;municipio_tioc_tioc;sexo_y_grupo_de_edad;2012_argentina;2012_brasil;2012_peru;2012_espanha;2012_chile;2012_mexico;2012_otros_paises;2012_sin_especificar;2012_total;2024_argentina;2024_brasil;2024_peru;2024_espanha;2024_chile;2024_mexico;2024_otros_paises;2024_sin_especificar;2024_total
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3590;1567;Municipio/TIOC;La Paz;Inquisivi;Colquiri;0 a 17;;1.00;;;;;;;1.00;6.00;2.00;;;2.00;;;;10.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3591;1568;Municipio/TIOC;La Paz;Inquisivi;Colquiri;18 a 29;;;;;;;;;;;1.00;;;;;;;1.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3592;1569;Municipio/TIOC;La Paz;Inquisivi;Colquiri;30 a 59;;;1.00;;;;;;1.00;1.00;;2.00;;;;;;3.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3593;1570;Municipio/TIOC;La Paz;Inquisivi;Colquiri;60 o más;;;;;;;;;;;;;;;;1.00;;1.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3594;1571;Municipio/TIOC;La Paz;Inquisivi;Colquiri;Mujeres;4.00;1.00;1.00;1.00;;;;;7.00;7.00;10.00;2.00;1.00;;;2.00;;22.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3595;1572;Municipio/TIOC;La Paz;Inquisivi;Colquiri;0 a 17;2.00;1.00;;1.00;;;;;4.00;5.00;7.00;;1.00;;;2.00;;15.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3596;1573;Municipio/TIOC;La Paz;Inquisivi;Colquiri;18 a 29;2.00;;1.00;;;;;;3.00;;2.00;;;;;;;2.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3597;1574;Municipio/TIOC;La Paz;Inquisivi;Colquiri;30 a 59;;;;;;;;;;2.00;1.00;2.00;;;;;;5.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3598;1575;Municipio/TIOC;La Paz;Inquisivi;Colquiri;60 o más;;;;;;;;;;;;;;;;;;
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3599;1576;Municipio/TIOC;La Paz;Inquisivi;Ichoca;Ichoca;;2.00;;;;;1.00;;3.00;3.00;4.00;;1.00;;;1.00;;9.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3600;1577;Municipio/TIOC;La Paz;Inquisivi;Ichoca;0 a 17;;2.00;;;;;1.00;;3.00;2.00;3.00;;1.00;;;;;6.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3601;1578;Municipio/TIOC;La Paz;Inquisivi;Ichoca;18 a 29;;;;;;;;;;1.00;;;;;;;;1.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3602;1579;Municipio/TIOC;La Paz;Inquisivi;Ichoca;30 a 59;;;;;;;;;;;1.00;;;;;;;1.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3603;1580;Municipio/TIOC;La Paz;Inquisivi;Ichoca;60 o más;;;;;;;;;;;;;;;;1.00;;1.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3604;1581;Municipio/TIOC;La Paz;Inquisivi;Ichoca;Hombres;;1.00;;;;;;;1.00;1.00;1.00;;;;;1.00;;3.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3605;1582;Municipio/TIOC;La Paz;Inquisivi;Ichoca;0 a 17;;1.00;;;;;;;1.00;1.00;1.00;;;;;;;2.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3606;1583;Municipio/TIOC;La Paz;Inquisivi;Ichoca;18 a 29;;;;;;;;;;;;;;;;;;
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3607;1584;Municipio/TIOC;La Paz;Inquisivi;Ichoca;30 a 59;;;;;;;;;;;;;;;;;;
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3608;1585;Municipio/TIOC;La Paz;Inquisivi;Ichoca;60 o más;;;;;;;;;;;;;;;;1.00;;1.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3609;1586;Municipio/TIOC;La Paz;Inquisivi;Ichoca;Mujeres;;1.00;;;;;1.00;;2.00;2.00;3.00;;1.00;;;;;6.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3610;1587;Municipio/TIOC;La Paz;Inquisivi;Ichoca;0 a 17;;1.00;;;;;1.00;;2.00;1.00;2.00;;1.00;;;;;4.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3611;1588;Municipio/TIOC;La Paz;Inquisivi;Ichoca;18 a 29;;;;;;;;;;1.00;;;;;;;;1.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3612;1589;Municipio/TIOC;La Paz;Inquisivi;Ichoca;30 a 59;;;;;;;;;;;1.00;;;;;;;1.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3613;1590;Municipio/TIOC;La Paz;Inquisivi;Ichoca;60 o más;;;;;;;;;;;;;;;;;;
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3614;1591;Municipio/TIOC;La Paz;Inquisivi;Villa Libertad Licoma;Villa Libertad Licoma;5.00;2.00;1.00;1.00;;;;;9.00;22.00;12.00;6.00;2.00;6.00;;1.00;1.00;50.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3615;1592;Municipio/TIOC;La Paz;Inquisivi;Villa Libertad Licoma;0 a 17;5.00;1.00;;1.00;;;;;7.00;20.00;11.00;1.00;1.00;3.00;;;1.00;37.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3616;1593;Municipio/TIOC;La Paz;Inquisivi;Villa Libertad Licoma;18 a 29;;;;;;;;;;2.00;1.00;2.00;;;;1.00;;6.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3617;1594;Municipio/TIOC;La Paz;Inquisivi;Villa Libertad Licoma;30 a 59;;1.00;1.00;;;;;;2.00;;;3.00;1.00;1.00;;;;5.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3618;1595;Municipio/TIOC;La Paz;Inquisivi;Villa Libertad Licoma;60 o más;;;;;;;;;;;;;;2.00;;;;2.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3619;1596;Municipio/TIOC;La Paz;Inquisivi;Villa Libertad Licoma;Hombres;4.00;;;1.00;;;;;5.00;12.00;7.00;3.00;2.00;2.00;;1.00;1.00;28.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3620;1597;Municipio/TIOC;La Paz;Inquisivi;Villa Libertad Licoma;0 a 17;4.00;;;1.00;;;;;5.00;11.00;6.00;1.00;1.00;1.00;;;1.00;21.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3621;1598;Municipio/TIOC;La Paz;Inquisivi;Villa Libertad Licoma;18 a 29;;;;;;;;;;1.00;1.00;1.00;;;;1.00;;4.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3622;1599;Municipio/TIOC;La Paz;Inquisivi;Villa Libertad Licoma;30 a 59;;;;;;;;;;;;1.00;1.00;;;;;2.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3623;1600;Municipio/TIOC;La Paz;Inquisivi;Villa Libertad Licoma;60 o más;;;;;;;;;;;;;;1.00;;;;1.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3624;1601;Municipio/TIOC;La Paz;Inquisivi;Villa Libertad Licoma;Mujeres;1.00;2.00;1.00;;;;;;4.00;10.00;5.00;3.00;;4.00;;;;22.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3625;1602;Municipio/TIOC;La Paz;Inquisivi;Villa Libertad Licoma;0 a 17;1.00;1.00;;;;;;;2.00;9.00;5.00;;;2.00;;;;16.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3626;1603;Municipio/TIOC;La Paz;Inquisivi;Villa Libertad Licoma;18 a 29;;;;;;;;;;1.00;;1.00;;;;;;2.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3627;1604;Municipio/TIOC;La Paz;Inquisivi;Villa Libertad Licoma;30 a 59;;1.00;1.00;;;;;;2.00;;;2.00;;1.00;;;;3.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3628;1605;Municipio/TIOC;La Paz;Inquisivi;Villa Libertad Licoma;60 o más;;;;;;;;;;;;;;1.00;;;;1.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3629;1606;Provincia;La Paz;Sur Yungas;;Sur Yungas;50.00;44.00;35.00;17.00;7.00;1.00;39.00;12.00;205.00;185.00;176.00;66.00;15.00;29.00;3.00;75.00;20.00;569.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3630;1607;Provincia;La Paz;Sur Yungas;;0 a 17;38.00;37.00;8.00;12.00;3.00;;9.00;3.00;110.00;152.00;164.00;10.00;12.00;22.00;2.00;19.00;12.00;393.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3631;1608;Provincia;La Paz;Sur Yungas;;18 a 29;7.00;2.00;10.00;2.00;;;6.00;4.00;31.00;19.00;4.00;20.00;2.00;2.00;1.00;16.00;3.00;67.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3632;1609;Provincia;La Paz;Sur Yungas;;30 a 59;5.00;4.00;11.00;3.00;3.00;1.00;17.00;5.00;49.00;14.00;7.00;32.00;1.00;5.00;;28.00;5.00;92.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3633;1610;Provincia;La Paz;Sur Yungas;;60 o más;;1.00;6.00;;1.00;;7.00;;15.00;;1.00;4.00;;;;12.00;;17.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3634;1611;Provincia;La Paz;Sur Yungas;;Hombres;24.00;23.00;20.00;9.00;2.00;;19.00;5.00;102.00;95.00;78.00;34.00;8.00;16.00;2.00;48.00;11.00;292.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3635;1612;Provincia;La Paz;Sur Yungas;;0 a 17;17.00;20.00;5.00;7.00;;;2.00;2.00;53.00;74.00;72.00;3.00;6.00;12.00;1.00;12.00;5.00;185.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3636;1613;Provincia;La Paz;Sur Yungas;;18 a 29;3.00;1.00;6.00;;;;4.00;1.00;15.00;14.00;3.00;8.00;1.00;1.00;1.00;9.00;2.00;39.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3637;1614;Provincia;La Paz;Sur Yungas;;30 a 59;4.00;2.00;8.00;2.00;1.00;;9.00;2.00;28.00;7.00;3.00;21.00;1.00;3.00;;18.00;4.00;57.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3638;1615;Provincia;La Paz;Sur Yungas;;60 o más;;;1.00;;1.00;;4.00;;6.00;;;2.00;;;;9.00;;11.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3639;1616;Provincia;La Paz;Sur Yungas;;Mujeres;26.00;21.00;15.00;8.00;5.00;1.00;20.00;7.00;103.00;90.00;98.00;32.00;7.00;13.00;1.00;27.00;9.00;277.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3640;1617;Provincia;La Paz;Sur Yungas;;0 a 17;21.00;17.00;3.00;5.00;3.00;;7.00;1.00;57.00;78.00;92.00;7.00;6.00;10.00;1.00;7.00;7.00;208.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3641;1618;Provincia;La Paz;Sur Yungas;;18 a 29;4.00;1.00;4.00;2.00;;;2.00;3.00;16.00;5.00;1.00;12.00;1.00;1.00;;7.00;1.00;28.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3642;1619;Provincia;La Paz;Sur Yungas;;30 a 59;1.00;2.00;3.00;1.00;2.00;1.00;8.00;3.00;21.00;7.00;4.00;11.00;;2.00;;10.00;1.00;35.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3643;1620;Provincia;La Paz;Sur Yungas;;60 o más;;1.00;5.00;;;;3.00;;9.00;;1.00;2.00;;;;3.00;;6.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3644;1621;Municipio/TIOC;La Paz;Sur Yungas;Chulumani;Chulumani;15.00;7.00;12.00;5.00;1.00;;10.00;1.00;51.00;29.00;30.00;11.00;8.00;1.00;;10.00;1.00;90.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3645;1622;Municipio/TIOC;La Paz;Sur Yungas;Chulumani;0 a 17;12.00;5.00;2.00;4.00;;;2.00;;25.00;24.00;27.00;3.00;6.00;;;4.00;1.00;65.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3646;1623;Municipio/TIOC;La Paz;Sur Yungas;Chulumani;18 a 29;1.00;1.00;3.00;1.00;;;;1.00;7.00;3.00;1.00;2.00;2.00;;;;;8.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3647;1624;Municipio/TIOC;La Paz;Sur Yungas;Chulumani;30 a 59;2.00;1.00;4.00;;1.00;;4.00;;12.00;2.00;1.00;4.00;;1.00;;4.00;;12.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3648;1625;Municipio/TIOC;La Paz;Sur Yungas;Chulumani;60 o más;;;3.00;;;;4.00;;7.00;;1.00;2.00;;;;2.00;;5.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 3649;1626;Municipio/TIOC;La Paz;Sur Yungas;Chulumani;Hombres;9.00;3.00;4.00;2.00;;;2.00;;20.00;15.00;9.00;7.00;3.00;;;6.00;1.00;41.00
