cuadro;no;nivel;departamento;provincia;municipio_tioc_tioc;sexo;2001_poblacion_2001;2001_poblacion_antigua;2001_no_migrantes;2001_porcentaje_de_no_migrantes_;2001_inmigrantes;2001_porcentaje_de_inmigrantes_de_toda_la_vida;2001_emigrantes;2001_porcentaje_de_emigrantes_de_toda_la_vida;2001_migracion_neta;2001_migracion_bruta;2012_poblacion_2012;2012_poblacion_antigua;2012_no_migrantes;2012_porcentaje_de_no_migrantes_;2012_inmigrantes;2012_porcentaje_de_inmigrantes_de_toda_la_vida;2012_emigrantes;2012_porcentaje_de_emigrantes_de_toda_la_vida;2012_migracion_neta;2012_migracion_bruta;2024_poblacion_2024;2024_poblacion_antigua;2024_no_migrantes;2024_porcentaje_de_no_migrantes_;2024_inmigrantes;2024_porcentaje_de_inmigrantes_de_toda_la_vida;2024_emigrantes;2024_porcentaje_de_emigrantes_de_toda_la_vida;2024_migracion_neta;2024_migracion_bruta
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2222;199;Municipio/TIOC;La Paz;Camacho;Mocomoco;Mocomoco;17291.00;25981.00;16805.00;0.30;486.00;0.00;9176.00;0.40;-8690.00;9662.00;15493.00;22940.00;14995.00;0.20;498.00;0.00;7945.00;0.40;-7447.00;8443.00;15708.00;20724.00;14818.00;0.20;890.00;0.00;5906.00;0.20;-5016.00;6796.00
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2223;200;Municipio/TIOC;La Paz;Camacho;Mocomoco;Hombres;8821.00;13297.00;8584.00;0.30;237.00;0.00;4713.00;0.40;-4476.00;4950.00;8099.00;11947.00;7890.00;0.20;209.00;0.00;4057.00;0.40;-3848.00;4266.00;8301.00;10835.00;7901.00;0.20;400.00;0.00;2934.00;0.20;-2534.00;3334.00
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2224;201;Municipio/TIOC;La Paz;Camacho;Mocomoco;Mujeres;8470.00;12684.00;8221.00;0.30;249.00;0.00;4463.00;0.40;-4214.00;4712.00;7394.00;10993.00;7105.00;0.20;289.00;0.00;3888.00;0.40;-3599.00;4177.00;7407.00;9889.00;6917.00;0.20;490.00;0.00;2972.00;0.20;-2482.00;3462.00
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2225;202;Municipio/TIOC;La Paz;Camacho;Puerto Mayor de Carabuco;Puerto Mayor de Carabuco;14695.00;21942.00;13748.00;0.20;947.00;0.00;8194.00;0.40;-7247.00;9141.00;14413.00;19216.00;13440.00;0.20;973.00;0.00;5776.00;0.30;-4803.00;6749.00;15026.00;18453.00;13676.00;0.20;1350.00;0.10;4777.00;0.20;-3427.00;6127.00
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2226;203;Municipio/TIOC;La Paz;Camacho;Puerto Mayor de Carabuco;Hombres;7560.00;11027.00;7012.00;0.20;548.00;0.10;4015.00;0.40;-3467.00;4563.00;7462.00;9857.00;6922.00;0.20;540.00;0.00;2935.00;0.30;-2395.00;3475.00;7842.00;9504.00;7177.00;0.20;665.00;0.10;2327.00;0.20;-1662.00;2992.00
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2227;204;Municipio/TIOC;La Paz;Camacho;Puerto Mayor de Carabuco;Mujeres;7135.00;10915.00;6736.00;0.20;399.00;0.00;4179.00;0.40;-3780.00;4578.00;6951.00;9359.00;6518.00;0.20;433.00;0.00;2841.00;0.30;-2408.00;3274.00;7184.00;8949.00;6499.00;0.20;685.00;0.10;2450.00;0.20;-1765.00;3135.00
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2228;205;Municipio/TIOC;La Paz;Camacho;Humanata;Humanata;5525.00;5318.00;5293.00;0.10;232.00;0.00;25.00;0.00;207.00;257.00;5300.00;7197.00;5191.00;0.10;109.00;0.00;2006.00;0.10;-1897.00;2115.00;5159.00;6988.00;4907.00;0.10;252.00;0.00;2081.00;0.10;-1829.00;2333.00
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2229;206;Municipio/TIOC;La Paz;Camacho;Humanata;Hombres;2605.00;2563.00;2548.00;0.10;57.00;0.00;15.00;0.00;42.00;72.00;2678.00;3650.00;2628.00;0.10;50.00;0.00;1022.00;0.10;-972.00;1072.00;2686.00;3622.00;2589.00;0.10;97.00;0.00;1033.00;0.10;-936.00;1130.00
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2230;207;Municipio/TIOC;La Paz;Camacho;Humanata;Mujeres;2920.00;2755.00;2745.00;0.10;175.00;0.00;10.00;0.00;165.00;185.00;2622.00;3547.00;2563.00;0.10;59.00;0.00;984.00;0.10;-925.00;1043.00;2473.00;3366.00;2318.00;0.10;155.00;0.00;1048.00;0.10;-893.00;1203.00
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2231;208;Municipio/TIOC;La Paz;Camacho;Escoma;Escoma;6943.00;6386.00;6271.00;0.10;672.00;0.00;115.00;0.00;557.00;787.00;7008.00;9459.00;6571.00;0.10;437.00;0.00;2888.00;0.10;-2451.00;3325.00;7497.00;10288.00;6777.00;0.10;720.00;0.00;3511.00;0.10;-2791.00;4231.00
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2232;209;Municipio/TIOC;La Paz;Camacho;Escoma;Hombres;3373.00;3192.00;3121.00;0.10;252.00;0.00;71.00;0.00;181.00;323.00;3461.00;4725.00;3277.00;0.10;184.00;0.00;1448.00;0.10;-1264.00;1632.00;3807.00;5215.00;3509.00;0.10;298.00;0.00;1706.00;0.10;-1408.00;2004.00
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2233;210;Municipio/TIOC;La Paz;Camacho;Escoma;Mujeres;3570.00;3194.00;3150.00;0.10;420.00;0.00;44.00;0.00;376.00;464.00;3547.00;4734.00;3294.00;0.10;253.00;0.00;1440.00;0.10;-1187.00;1693.00;3690.00;5073.00;3268.00;0.10;422.00;0.00;1805.00;0.10;-1383.00;2227.00
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2234;211;Provincia;La Paz;Muñecas;;Muñecas;25606.00;33932.00;24703.00;0.40;903.00;0.00;9229.00;0.40;-8326.00;10132.00;25125.00;32284.00;23542.00;0.30;1583.00;0.10;8742.00;0.40;-7159.00;10325.00;30760.00;39919.00;27297.00;0.40;3463.00;0.10;12622.00;0.50;-9159.00;16085.00
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2235;212;Provincia;La Paz;Muñecas;;Hombres;13214.00;17285.00;12770.00;0.40;444.00;0.00;4515.00;0.40;-4071.00;4959.00;13148.00;16681.00;12345.00;0.30;803.00;0.10;4336.00;0.40;-3533.00;5139.00;16269.00;20477.00;14565.00;0.40;1704.00;0.10;5912.00;0.40;-4208.00;7616.00
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2236;213;Provincia;La Paz;Muñecas;;Mujeres;12392.00;16647.00;11933.00;0.40;459.00;0.00;4714.00;0.40;-4255.00;5173.00;11977.00;15603.00;11197.00;0.30;780.00;0.10;4406.00;0.40;-3626.00;5186.00;14491.00;19442.00;12732.00;0.30;1759.00;0.10;6710.00;0.50;-4951.00;8469.00
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2237;214;Municipio/TIOC;La Paz;Muñecas;Chuma;Chuma;13014.00;16547.00;12481.00;0.20;533.00;0.00;4066.00;0.20;-3533.00;4599.00;11345.00;14791.00;10678.00;0.10;667.00;0.00;4113.00;0.20;-3446.00;4780.00;15811.00;17977.00;14816.00;0.20;995.00;0.00;3161.00;0.10;-2166.00;4156.00
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2238;215;Municipio/TIOC;La Paz;Muñecas;Chuma;Hombres;6810.00;8565.00;6578.00;0.20;232.00;0.00;1987.00;0.20;-1755.00;2219.00;5887.00;7641.00;5578.00;0.10;309.00;0.00;2063.00;0.20;-1754.00;2372.00;8308.00;9402.00;7857.00;0.20;451.00;0.00;1545.00;0.10;-1094.00;1996.00
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2239;216;Municipio/TIOC;La Paz;Muñecas;Chuma;Mujeres;6204.00;7982.00;5903.00;0.20;301.00;0.00;2079.00;0.20;-1778.00;2380.00;5458.00;7150.00;5100.00;0.10;358.00;0.00;2050.00;0.20;-1692.00;2408.00;7503.00;8575.00;6959.00;0.20;544.00;0.00;1616.00;0.10;-1072.00;2160.00
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2240;217;Municipio/TIOC;La Paz;Muñecas;Ayata;Ayata;8220.00;10381.00;7989.00;0.10;231.00;0.00;2392.00;0.10;-2161.00;2623.00;8353.00;10282.00;7873.00;0.10;480.00;0.00;2409.00;0.10;-1929.00;2889.00;8002.00;9699.00;7319.00;0.10;683.00;0.00;2380.00;0.10;-1697.00;3063.00
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2241;218;Municipio/TIOC;La Paz;Muñecas;Ayata;Hombres;4112.00;5166.00;4002.00;0.10;110.00;0.00;1164.00;0.10;-1054.00;1274.00;4352.00;5328.00;4106.00;0.10;246.00;0.00;1222.00;0.10;-976.00;1468.00;4246.00;5065.00;3896.00;0.10;350.00;0.00;1169.00;0.10;-819.00;1519.00
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2242;219;Municipio/TIOC;La Paz;Muñecas;Ayata;Mujeres;4108.00;5215.00;3987.00;0.10;121.00;0.00;1228.00;0.10;-1107.00;1349.00;4001.00;4954.00;3767.00;0.10;234.00;0.00;1187.00;0.10;-953.00;1421.00;3756.00;4634.00;3423.00;0.10;333.00;0.00;1211.00;0.10;-878.00;1544.00
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2243;220;Municipio/TIOC;La Paz;Muñecas;Aucapata;Aucapata;4164.00;5345.00;3965.00;0.10;199.00;0.00;1380.00;0.10;-1181.00;1579.00;5402.00;6622.00;4624.00;0.10;778.00;0.00;1998.00;0.10;-1220.00;2776.00;5764.00;5866.00;4876.00;0.10;888.00;0.00;990.00;0.00;-102.00;1878.00
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2244;221;Municipio/TIOC;La Paz;Muñecas;Aucapata;Hombres;2171.00;2741.00;2070.00;0.10;101.00;0.00;671.00;0.10;-570.00;772.00;2896.00;3458.00;2480.00;0.10;416.00;0.00;978.00;0.10;-562.00;1394.00;3158.00;3135.00;2685.00;0.10;473.00;0.00;450.00;0.00;23.00;923.00
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2245;222;Municipio/TIOC;La Paz;Muñecas;Aucapata;Mujeres;1993.00;2604.00;1895.00;0.10;98.00;0.00;709.00;0.10;-611.00;807.00;2506.00;3164.00;2144.00;0.10;362.00;0.00;1020.00;0.10;-658.00;1382.00;2606.00;2731.00;2191.00;0.10;415.00;0.00;540.00;0.00;-125.00;955.00
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2246;223;Provincia;La Paz;Larecaja;;Larecaja;67925.00;74995.00;52862.00;0.90;15063.00;0.70;22133.00;1.00;-7070.00;37196.00;84456.00;81468.00;65599.00;0.80;18857.00;0.90;15869.00;0.80;2988.00;34726.00;94657.00;91499.00;65514.00;0.90;29143.00;1.00;25985.00;0.90;3158.00;55128.00
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2247;224;Provincia;La Paz;Larecaja;;Hombres;36003.00;38029.00;27583.00;0.90;8420.00;0.80;10446.00;1.00;-2026.00;18866.00;45118.00;42385.00;34662.00;0.90;10456.00;1.00;7723.00;0.70;2733.00;18179.00;50049.00;46475.00;34137.00;0.90;15912.00;1.20;12338.00;0.90;3574.00;28250.00
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2248;225;Provincia;La Paz;Larecaja;;Mujeres;31922.00;36966.00;25279.00;0.80;6643.00;0.60;11687.00;1.10;-5044.00;18330.00;39338.00;39083.00;30937.00;0.80;8401.00;0.80;8146.00;0.80;255.00;16547.00;44608.00;45024.00;31377.00;0.80;13231.00;0.90;13647.00;1.00;-416.00;26878.00
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2249;226;Municipio/TIOC;La Paz;Larecaja;Sorata;Sorata;18950.00;27199.00;17215.00;0.30;1735.00;0.10;9984.00;0.50;-8249.00;11719.00;23227.00;27297.00;20516.00;0.30;2711.00;0.10;6781.00;0.30;-4070.00;9492.00;25353.00;29757.00;21581.00;0.30;3772.00;0.10;8176.00;0.30;-4404.00;11948.00
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2250;227;Municipio/TIOC;La Paz;Larecaja;Sorata;Hombres;9666.00;13496.00;8748.00;0.30;918.00;0.10;4748.00;0.40;-3830.00;5666.00;12033.00;13961.00;10559.00;0.30;1474.00;0.10;3402.00;0.30;-1928.00;4876.00;12897.00;14816.00;10930.00;0.30;1967.00;0.20;3886.00;0.30;-1919.00;5853.00
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2251;228;Municipio/TIOC;La Paz;Larecaja;Sorata;Mujeres;9284.00;13703.00;8467.00;0.30;817.00;0.10;5236.00;0.50;-4419.00;6053.00;11194.00;13336.00;9957.00;0.30;1237.00;0.10;3379.00;0.30;-2142.00;4616.00;12456.00;14941.00;10651.00;0.30;1805.00;0.10;4290.00;0.30;-2485.00;6095.00
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2252;229;Municipio/TIOC;La Paz;Larecaja;Guanay;Guanay;11856.00;16290.00;8470.00;0.10;3386.00;0.20;7820.00;0.40;-4434.00;11206.00;14321.00;12931.00;9844.00;0.10;4477.00;0.20;3087.00;0.10;1390.00;7564.00;13906.00;12804.00;8731.00;0.10;5175.00;0.20;4073.00;0.20;1102.00;9248.00
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2253;230;Municipio/TIOC;La Paz;Larecaja;Guanay;Hombres;6399.00;8307.00;4461.00;0.20;1938.00;0.20;3846.00;0.40;-1908.00;5784.00;7806.00;6863.00;5283.00;0.10;2523.00;0.20;1580.00;0.10;943.00;4103.00;7366.00;6614.00;4593.00;0.10;2773.00;0.20;2021.00;0.20;752.00;4794.00
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2254;231;Municipio/TIOC;La Paz;Larecaja;Guanay;Mujeres;5457.00;7983.00;4009.00;0.10;1448.00;0.10;3974.00;0.40;-2526.00;5422.00;6515.00;6068.00;4561.00;0.10;1954.00;0.20;1507.00;0.10;447.00;3461.00;6540.00;6190.00;4138.00;0.10;2402.00;0.20;2052.00;0.20;350.00;4454.00
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2255;232;Municipio/TIOC;La Paz;Larecaja;Tacacoma;Tacacoma;6170.00;6697.00;5133.00;0.10;1037.00;0.00;1564.00;0.10;-527.00;2601.00;8057.00;7468.00;6188.00;0.10;1869.00;0.10;1280.00;0.10;589.00;3149.00;8305.00;7255.00;6024.00;0.10;2281.00;0.10;1231.00;0.00;1050.00;3512.00
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2256;233;Municipio/TIOC;La Paz;Larecaja;Tacacoma;Hombres;3328.00;3515.00;2732.00;0.10;596.00;0.10;783.00;0.10;-187.00;1379.00;4391.00;3995.00;3347.00;0.10;1044.00;0.10;648.00;0.10;396.00;1692.00;4352.00;3749.00;3128.00;0.10;1224.00;0.10;621.00;0.00;603.00;1845.00
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2257;234;Municipio/TIOC;La Paz;Larecaja;Tacacoma;Mujeres;2842.00;3182.00;2401.00;0.10;441.00;0.00;781.00;0.10;-340.00;1222.00;3666.00;3473.00;2841.00;0.10;825.00;0.10;632.00;0.10;193.00;1457.00;3953.00;3506.00;2896.00;0.10;1057.00;0.10;610.00;0.00;447.00;1667.00
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2258;235;Municipio/TIOC;La Paz;Larecaja;Quiabaya;Quiabaya;2584.00;3339.00;2380.00;0.00;204.00;0.00;959.00;0.00;-755.00;1163.00;2569.00;3045.00;2298.00;0.00;271.00;0.00;747.00;0.00;-476.00;1018.00;3730.00;4095.00;3337.00;0.00;393.00;0.00;758.00;0.00;-365.00;1151.00
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2259;236;Municipio/TIOC;La Paz;Larecaja;Quiabaya;Hombres;1362.00;1729.00;1261.00;0.00;101.00;0.00;468.00;0.00;-367.00;569.00;1341.00;1613.00;1221.00;0.00;120.00;0.00;392.00;0.00;-272.00;512.00;1931.00;2118.00;1763.00;0.10;168.00;0.00;355.00;0.00;-187.00;523.00
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2260;237;Municipio/TIOC;La Paz;Larecaja;Quiabaya;Mujeres;1222.00;1610.00;1119.00;0.00;103.00;0.00;491.00;0.00;-388.00;594.00;1228.00;1432.00;1077.00;0.00;151.00;0.00;355.00;0.00;-204.00;506.00;1799.00;1977.00;1574.00;0.00;225.00;0.00;403.00;0.00;-178.00;628.00
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2261;238;Municipio/TIOC;La Paz;Larecaja;Combaya;Combaya;2693.00;3569.00;2587.00;0.00;106.00;0.00;982.00;0.00;-876.00;1088.00;3742.00;4114.00;3546.00;0.00;196.00;0.00;568.00;0.00;-372.00;764.00;3074.00;3448.00;2835.00;0.00;239.00;0.00;613.00;0.00;-374.00;852.00
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2262;239;Municipio/TIOC;La Paz;Larecaja;Combaya;Hombres;1374.00;1840.00;1322.00;0.00;52.00;0.00;518.00;0.00;-466.00;570.00;1937.00;2159.00;1837.00;0.00;100.00;0.00;322.00;0.00;-222.00;422.00;1638.00;1845.00;1529.00;0.00;109.00;0.00;316.00;0.00;-207.00;425.00
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2263;240;Municipio/TIOC;La Paz;Larecaja;Combaya;Mujeres;1319.00;1729.00;1265.00;0.00;54.00;0.00;464.00;0.00;-410.00;518.00;1805.00;1955.00;1709.00;0.00;96.00;0.00;246.00;0.00;-150.00;342.00;1436.00;1603.00;1306.00;0.00;130.00;0.00;297.00;0.00;-167.00;427.00
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2264;241;Municipio/TIOC;La Paz;Larecaja;Tipuani;Tipuani;8828.00;7220.00;4188.00;0.10;4640.00;0.20;3032.00;0.10;1608.00;7672.00;9567.00;7080.00;5452.00;0.10;4115.00;0.20;1628.00;0.10;2487.00;5743.00;6148.00;6198.00;3314.00;0.00;2834.00;0.10;2884.00;0.10;-50.00;5718.00
