cuadro;no;nivel;departamento;provincia;municipio_tioc_tioc;sexo;2001_poblacion_2001;2001_poblacion_antigua;2001_no_migrantes;2001_porcentaje_de_no_migrantes_;2001_inmigrantes;2001_porcentaje_de_inmigrantes_de_toda_la_vida;2001_emigrantes;2001_porcentaje_de_emigrantes_de_toda_la_vida;2001_migracion_neta;2001_migracion_bruta;2012_poblacion_2012;2012_poblacion_antigua;2012_no_migrantes;2012_porcentaje_de_no_migrantes_;2012_inmigrantes;2012_porcentaje_de_inmigrantes_de_toda_la_vida;2012_emigrantes;2012_porcentaje_de_emigrantes_de_toda_la_vida;2012_migracion_neta;2012_migracion_bruta;2024_poblacion_2024;2024_poblacion_antigua;2024_no_migrantes;2024_porcentaje_de_no_migrantes_;2024_inmigrantes;2024_porcentaje_de_inmigrantes_de_toda_la_vida;2024_emigrantes;2024_porcentaje_de_emigrantes_de_toda_la_vida;2024_migracion_neta;2024_migracion_bruta
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2197;174;Municipio/TIOC;La Paz;Pacajes;Caquiaviri;Mujeres;5971;9270;5774;0;197;0;3496;0;-3299;3693;7060;8810;6474;0;586;0;2336;0;-1750;2922;6190;6979;5194;0;996;0;1785;0;-789;2781
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2198;175;Municipio/TIOC;La Paz;Pacajes;Calacoto;Calacoto;8927;14973;8337;0;590;0;6636;0;-6046;7226;9719;11808;9209;0;510;0;2599;0;-2089;3109;10314;11198;8715;0;1599;0;2483;0;-884;4082
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2199;176;Municipio/TIOC;La Paz;Pacajes;Calacoto;Hombres;4570;7543;4327;0;243;0;3216;0;-2973;3459;5116;6245;4922;0;194;0;1323;0;-1129;1517;5360;5775;4616;0;744;0;1159;0;-415;1903
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2200;177;Municipio/TIOC;La Paz;Pacajes;Calacoto;Mujeres;4357;7430;4010;0;347;0;3420;0;-3073;3767;4603;5563;4287;0;316;0;1276;0;-960;1592;4954;5423;4099;0;855;0;1324;0;-469;2179
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2201;178;Municipio/TIOC;La Paz;Pacajes;Comanche;Comanche;3827;6328;3452;0;375;0;2876;0;-2501;3251;3819;5168;3551;0;268;0;1617;0;-1349;1885;4603;5312;3942;0;661;0;1370;0;-709;2031
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2202;179;Municipio/TIOC;La Paz;Pacajes;Comanche;Hombres;1853;3101;1686;0;167;0;1415;0;-1248;1582;1926;2554;1802;0;124;0;752;0;-628;876;2253;2675;1971;0;282;0;704;0;-422;986
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2203;180;Municipio/TIOC;La Paz;Pacajes;Comanche;Mujeres;1974;3227;1766;0;208;0;1461;0;-1253;1669;1893;2614;1749;0;144;0;865;0;-721;1009;2350;2637;1971;0;379;0;666;0;-287;1045
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2204;181;Municipio/TIOC;La Paz;Pacajes;Charaña;Charaña;2692;3805;2168;0;524;0;1637;0;-1113;2161;3194;3394;2684;0;510;0;710;0;-200;1220;3467;3768;2896;0;571;0;872;0;-301;1443
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2205;182;Municipio/TIOC;La Paz;Pacajes;Charaña;Hombres;1383;1931;1137;0;246;0;794;0;-548;1040;1610;1725;1389;0;221;0;336;0;-115;557;1790;1881;1491;0;299;0;390;0;-91;689
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2206;183;Municipio/TIOC;La Paz;Pacajes;Charaña;Mujeres;1309;1874;1031;0;278;0;843;0;-565;1121;1584;1669;1295;0;289;0;374;0;-85;663;1677;1887;1405;0;272;0;482;0;-210;754
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2207;184;Municipio/TIOC;La Paz;Pacajes;Waldo Ballivián;Waldo Ballivián;1678;2046;1626;0;52;0;420;0;-368;472;4971;5054;4434;0;537;0;620;0;-83;1157;5500;5105;4699;0;801;0;406;0;395;1207
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2208;185;Municipio/TIOC;La Paz;Pacajes;Waldo Ballivián;Hombres;867;1061;845;0;22;0;216;0;-194;238;2558;2591;2289;0;269;0;302;0;-33;571;3012;2769;2564;0;448;0;205;0;243;653
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2209;186;Municipio/TIOC;La Paz;Pacajes;Waldo Ballivián;Mujeres;811;985;781;0;30;0;204;0;-174;234;2413;2463;2145;0;268;0;318;0;-50;586;2488;2336;2135;0;353;0;201;0;152;554
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2210;187;Municipio/TIOC;La Paz;Pacajes;Nazacara de Pacajes;Nazacara de Pacajes;274;264;220;0;54;0;44;0;10;98;607;1001;566;0;41;0;435;0;-394;476;3229;3032;2724;0;505;0;308;0;197;813
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2211;188;Municipio/TIOC;La Paz;Pacajes;Nazacara de Pacajes;Hombres;140;133;107;0;33;0;26;0;7;59;328;513;302;0;26;0;211;0;-185;237;1673;1554;1424;0;249;0;130;0;119;379
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2212;189;Municipio/TIOC;La Paz;Pacajes;Nazacara de Pacajes;Mujeres;134;131;113;0;21;0;18;0;3;39;279;488;264;0;15;0;224;0;-209;239;1556;1478;1300;0;256;0;178;0;78;434
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2213;190;Municipio/TIOC;La Paz;Pacajes;Santiago de Callapa;Santiago de Callapa;8124;12131;7664;0;460;0;4467;0;-4007;4927;6924;8879;6365;0;559;0;2514;0;-1955;3073;6550;7381;5725;0;825;0;1656;0;-831;2481
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2214;191;Municipio/TIOC;La Paz;Pacajes;Santiago de Callapa;Hombres;4284;6307;4118;0;166;0;2189;0;-2023;2355;3713;4786;3507;0;206;0;1279;0;-1073;1485;3431;3920;3084;0;347;0;836;0;-489;1183
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2215;192;Municipio/TIOC;La Paz;Pacajes;Santiago de Callapa;Mujeres;3840;5824;3546;0;294;0;2278;0;-1984;2572;3211;4093;2858;0;353;0;1235;0;-882;1588;3119;3461;2641;0;478;0;820;0;-342;1298
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2216;193;Provincia;La Paz;Camacho;;Camacho;58326;93969;55820;1;2506;0;38149;2;-35643;40655;53300;80029;50878;1;2422;0;29151;1;-26729;31573;57199;91112;51798;1;5401;0;39314;1;-33913;44715
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2217;194;Provincia;La Paz;Camacho;;Hombres;29254;47279;27952;1;1302;0;19327;2;-18025;20629;27206;40732;26006;1;1200;0;14726;1;-13526;15926;29612;46246;27119;1;2493;0;19127;1;-16634;21620
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2218;195;Provincia;La Paz;Camacho;;Mujeres;29072;46690;27868;1;1204;0;18822;2;-17618;20026;26094;39297;24872;1;1222;0;14425;1;-13203;15647;27587;44866;24679;1;2908;0;20187;1;-17279;23095
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2219;196;Municipio/TIOC;La Paz;Camacho;Puerto Acosta;Puerto Acosta;13434;28866;12790;0;644;0;16076;1;-15432;16720;11022;17656;10317;0;705;0;7339;0;-6634;8044;12032;16837;10945;0;1087;0;5892;0;-4805;6979
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2220;197;Municipio/TIOC;La Paz;Camacho;Puerto Acosta;Hombres;6667;14519;6358;0;309;0;8161;1;-7852;8470;5473;8903;5139;0;334;0;3764;0;-3430;4098;6151;8668;5678;0;473;0;2990;0;-2517;3463
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2221;198;Municipio/TIOC;La Paz;Camacho;Puerto Acosta;Mujeres;6767;14347;6432;0;335;0;7915;1;-7580;8250;5549;8753;5178;0;371;0;3575;0;-3204;3946;5881;8169;5267;0;614;0;2902;0;-2288;3516
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2222;199;Municipio/TIOC;La Paz;Camacho;Mocomoco;Mocomoco;17291;25981;16805;0;486;0;9176;0;-8690;9662;15493;22940;14995;0;498;0;7945;0;-7447;8443;15708;20724;14818;0;890;0;5906;0;-5016;6796
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2223;200;Municipio/TIOC;La Paz;Camacho;Mocomoco;Hombres;8821;13297;8584;0;237;0;4713;0;-4476;4950;8099;11947;7890;0;209;0;4057;0;-3848;4266;8301;10835;7901;0;400;0;2934;0;-2534;3334
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2224;201;Municipio/TIOC;La Paz;Camacho;Mocomoco;Mujeres;8470;12684;8221;0;249;0;4463;0;-4214;4712;7394;10993;7105;0;289;0;3888;0;-3599;4177;7407;9889;6917;0;490;0;2972;0;-2482;3462
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2225;202;Municipio/TIOC;La Paz;Camacho;Puerto Mayor de Carabuco;Puerto Mayor de Carabuco;14695;21942;13748;0;947;0;8194;0;-7247;9141;14413;19216;13440;0;973;0;5776;0;-4803;6749;15026;18453;13676;0;1350;0;4777;0;-3427;6127
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2226;203;Municipio/TIOC;La Paz;Camacho;Puerto Mayor de Carabuco;Hombres;7560;11027;7012;0;548;0;4015;0;-3467;4563;7462;9857;6922;0;540;0;2935;0;-2395;3475;7842;9504;7177;0;665;0;2327;0;-1662;2992
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2227;204;Municipio/TIOC;La Paz;Camacho;Puerto Mayor de Carabuco;Mujeres;7135;10915;6736;0;399;0;4179;0;-3780;4578;6951;9359;6518;0;433;0;2841;0;-2408;3274;7184;8949;6499;0;685;0;2450;0;-1765;3135
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2228;205;Municipio/TIOC;La Paz;Camacho;Humanata;Humanata;5525;5318;5293;0;232;0;25;0;207;257;5300;7197;5191;0;109;0;2006;0;-1897;2115;5159;6988;4907;0;252;0;2081;0;-1829;2333
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2229;206;Municipio/TIOC;La Paz;Camacho;Humanata;Hombres;2605;2563;2548;0;57;0;15;0;42;72;2678;3650;2628;0;50;0;1022;0;-972;1072;2686;3622;2589;0;97;0;1033;0;-936;1130
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2230;207;Municipio/TIOC;La Paz;Camacho;Humanata;Mujeres;2920;2755;2745;0;175;0;10;0;165;185;2622;3547;2563;0;59;0;984;0;-925;1043;2473;3366;2318;0;155;0;1048;0;-893;1203
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2231;208;Municipio/TIOC;La Paz;Camacho;Escoma;Escoma;6943;6386;6271;0;672;0;115;0;557;787;7008;9459;6571;0;437;0;2888;0;-2451;3325;7497;10288;6777;0;720;0;3511;0;-2791;4231
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2232;209;Municipio/TIOC;La Paz;Camacho;Escoma;Hombres;3373;3192;3121;0;252;0;71;0;181;323;3461;4725;3277;0;184;0;1448;0;-1264;1632;3807;5215;3509;0;298;0;1706;0;-1408;2004
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2233;210;Municipio/TIOC;La Paz;Camacho;Escoma;Mujeres;3570;3194;3150;0;420;0;44;0;376;464;3547;4734;3294;0;253;0;1440;0;-1187;1693;3690;5073;3268;0;422;0;1805;0;-1383;2227
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2234;211;Provincia;La Paz;Muñecas;;Muñecas;25606;33932;24703;0;903;0;9229;0;-8326;10132;25125;32284;23542;0;1583;0;8742;0;-7159;10325;30760;39919;27297;0;3463;0;12622;1;-9159;16085
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2235;212;Provincia;La Paz;Muñecas;;Hombres;13214;17285;12770;0;444;0;4515;0;-4071;4959;13148;16681;12345;0;803;0;4336;0;-3533;5139;16269;20477;14565;0;1704;0;5912;0;-4208;7616
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2236;213;Provincia;La Paz;Muñecas;;Mujeres;12392;16647;11933;0;459;0;4714;0;-4255;5173;11977;15603;11197;0;780;0;4406;0;-3626;5186;14491;19442;12732;0;1759;0;6710;1;-4951;8469
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2237;214;Municipio/TIOC;La Paz;Muñecas;Chuma;Chuma;13014;16547;12481;0;533;0;4066;0;-3533;4599;11345;14791;10678;0;667;0;4113;0;-3446;4780;15811;17977;14816;0;995;0;3161;0;-2166;4156
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2238;215;Municipio/TIOC;La Paz;Muñecas;Chuma;Hombres;6810;8565;6578;0;232;0;1987;0;-1755;2219;5887;7641;5578;0;309;0;2063;0;-1754;2372;8308;9402;7857;0;451;0;1545;0;-1094;1996
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2239;216;Municipio/TIOC;La Paz;Muñecas;Chuma;Mujeres;6204;7982;5903;0;301;0;2079;0;-1778;2380;5458;7150;5100;0;358;0;2050;0;-1692;2408;7503;8575;6959;0;544;0;1616;0;-1072;2160
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2240;217;Municipio/TIOC;La Paz;Muñecas;Ayata;Ayata;8220;10381;7989;0;231;0;2392;0;-2161;2623;8353;10282;7873;0;480;0;2409;0;-1929;2889;8002;9699;7319;0;683;0;2380;0;-1697;3063
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2241;218;Municipio/TIOC;La Paz;Muñecas;Ayata;Hombres;4112;5166;4002;0;110;0;1164;0;-1054;1274;4352;5328;4106;0;246;0;1222;0;-976;1468;4246;5065;3896;0;350;0;1169;0;-819;1519
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2242;219;Municipio/TIOC;La Paz;Muñecas;Ayata;Mujeres;4108;5215;3987;0;121;0;1228;0;-1107;1349;4001;4954;3767;0;234;0;1187;0;-953;1421;3756;4634;3423;0;333;0;1211;0;-878;1544
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2243;220;Municipio/TIOC;La Paz;Muñecas;Aucapata;Aucapata;4164;5345;3965;0;199;0;1380;0;-1181;1579;5402;6622;4624;0;778;0;1998;0;-1220;2776;5764;5866;4876;0;888;0;990;0;-102;1878
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2244;221;Municipio/TIOC;La Paz;Muñecas;Aucapata;Hombres;2171;2741;2070;0;101;0;671;0;-570;772;2896;3458;2480;0;416;0;978;0;-562;1394;3158;3135;2685;0;473;0;450;0;23;923
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2245;222;Municipio/TIOC;La Paz;Muñecas;Aucapata;Mujeres;1993;2604;1895;0;98;0;709;0;-611;807;2506;3164;2144;0;362;0;1020;0;-658;1382;2606;2731;2191;0;415;0;540;0;-125;955
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2246;223;Provincia;La Paz;Larecaja;;Larecaja;67925;74995;52862;1;15063;1;22133;1;-7070;37196;84456;81468;65599;1;18857;1;15869;1;2988;34726;94657;91499;65514;1;29143;1;25985;1;3158;55128
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2247;224;Provincia;La Paz;Larecaja;;Hombres;36003;38029;27583;1;8420;1;10446;1;-2026;18866;45118;42385;34662;1;10456;1;7723;1;2733;18179;50049;46475;34137;1;15912;1;12338;1;3574;28250
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2248;225;Provincia;La Paz;Larecaja;;Mujeres;31922;36966;25279;1;6643;1;11687;1;-5044;18330;39338;39083;30937;1;8401;1;8146;1;255;16547;44608;45024;31377;1;13231;1;13647;1;-416;26878
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2249;226;Municipio/TIOC;La Paz;Larecaja;Sorata;Sorata;18950;27199;17215;0;1735;0;9984;1;-8249;11719;23227;27297;20516;0;2711;0;6781;0;-4070;9492;25353;29757;21581;0;3772;0;8176;0;-4404;11948
