cuadro;no;nivel;departamento;provincia;municipio_tioc_tioc;sexo;2001_poblacion_2001;2001_poblacion_1996;2001_no_migrantes;2001_porcentaje_de_no_migrantes_;2001_inmigrantes_1996-2001;2001_porcentaje_de_inmigrantes_recientes;2001_emigrantes_1996-2001;2001_porcentaje_de_emigrantes_recientes;2001_migracion_neta;2001_migracion_bruta;2001_tasa_de_inmigracion;2001_tasa_de_emigracion;2001_tasa_de_migracion_neta;2001_indice_de_eficacia_migratoria;2012_poblacion_2012;2012_poblacion_2007;2012_no_migrantes;2012_porcentaje_de_no_migrantes_;2012_inmigrantes_2012-2007;2012_porcentaje_de_inmigrantes_recientes;2012_emigrantes_2012-2007;2012_porcentaje_de_emigrantes_recientes;2012_migracion_neta;2012_migracion_bruta;2012_tasa_de_inmigracion;2012_tasa_de_emigracion;2012_tasa_de_migracion_neta;2012_indice_de_eficacia_migratoria;2024_poblacion_2024;2024_poblacion_2019;2024_no_migrantes;2024_porcentaje_de_no_migrantes_;2024_inmigrantes_2024-2019;2024_porcentaje_de_inmigrantes_recientes;2024_emigrantes_2024-2019;2024_porcentaje_de_emigrantes_recientes;2024_migracion_neta;2024_migracion_bruta;2024_tasa_de_inmigracion;2024_tasa_de_emigracion;2024_tasa_de_migracion_neta;2024_indice_de_eficacia_migratoria
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 18 A 29 AÑOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2460;437;Municipio/TIOC;La Paz;General José Manuel Pando;Catacora;Hombres;151;155;146;0.0;5;0.0;9;0.0;-4;14;6.5;11.8;-5.2;-0.3;354;356;345;0.0;9;0.0;11;0.0;-2;20;5.1;6.2;-1.1;-0.1;544;515;507;0.1;37;0.0;8;0.0;29;45;14.0;3.0;11.0;0.6
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 18 A 29 AÑOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2461;438;Municipio/TIOC;La Paz;General José Manuel Pando;Catacora;Mujeres;148;157;146;0.0;2;0.0;11;0.0;-9;13;2.6;14.4;-11.8;-0.7;304;307;299;0.0;5;0.0;8;0.0;-3;13;3.3;5.2;-2.0;-0.2;516;474;467;0.0;49;0.0;7;0.0;42;56;19.8;2.8;17.0;0.8
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 18 A 29 AÑOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2462;439;Provincia;La Paz;Caranavi;;Caranavi;10,124;10,001;7,429;0.5;2,695;1.0;2,572;1.0;123;5,267;53.6;51.1;2.4;0.0;13,670;14,122;12,258;0.6;1,412;0.6;1,864;0.8;-452;3,276;20.3;26.8;-6.5;-0.1;14,641;14,752;12,634;0.6;2,007;0.9;2,118;1.0;-111;4,125;27.3;28.8;-1.5;0.0
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 18 A 29 AÑOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2463;440;Provincia;La Paz;Caranavi;;Hombres;4,739;4,748;3,576;0.5;1,163;0.9;1,172;0.9;-9;2,335;49.0;49.4;-0.4;0.0;7,298;7,565;6,530;0.7;768;0.6;1,035;0.9;-267;1,803;20.7;27.9;-7.2;-0.1;7,485;7,603;6,457;0.6;1,028;0.9;1,146;1.0;-118;2,174;27.3;30.4;-3.1;-0.1
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 18 A 29 AÑOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2464;441;Provincia;La Paz;Caranavi;;Mujeres;5,385;5,253;3,853;0.6;1,532;1.1;1,400;1.0;132;2,932;57.6;52.6;5.0;0.0;6,372;6,557;5,728;0.6;644;0.6;829;0.8;-185;1,473;19.9;25.6;-5.7;-0.1;7,156;7,149;6,177;0.6;979;0.9;972;0.9;7;1,951;27.4;27.2;0.2;0.0
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 18 A 29 AÑOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2465;442;Municipio/TIOC;La Paz;Caranavi;Caranavi;Caranavi;8,401;8,523;6,222;0.4;2,179;0.8;2,301;0.8;-122;4,480;51.5;54.4;-2.9;0.0;11,136;11,479;9,876;0.5;1,260;0.5;1,603;0.6;-343;2,863;22.3;28.4;-6.1;-0.1;12,250;12,608;10,781;0.5;1,469;0.7;1,827;0.8;-358;3,296;23.6;29.4;-5.8;-0.1
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 18 A 29 AÑOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2466;443;Municipio/TIOC;La Paz;Caranavi;Caranavi;Hombres;4,403;4,444;3,184;0.5;1,219;0.9;1,260;0.9;-41;2,479;55.1;57.0;-1.9;0.0;5,890;6,087;5,205;0.5;685;0.5;882;0.7;-197;1,567;22.9;29.5;-6.6;-0.1;6,200;6,443;5,451;0.5;749;0.7;992;0.9;-243;1,741;23.7;31.4;-7.7;-0.1
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 18 A 29 AÑOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2467;444;Municipio/TIOC;La Paz;Caranavi;Caranavi;Mujeres;3,998;4,079;3,038;0.4;960;0.7;1,041;0.8;-81;2,001;47.5;51.6;-4.0;0.0;5,246;5,392;4,671;0.5;575;0.5;721;0.6;-146;1,296;21.6;27.1;-5.5;-0.1;6,050;6,165;5,330;0.5;720;0.7;835;0.8;-115;1,555;23.6;27.3;-3.8;-0.1
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 18 A 29 AÑOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2468;445;Municipio/TIOC;La Paz;Caranavi;Alto Beni;Alto Beni;1,541;1,116;1,103;0.1;438;0.2;13;0.0;425;451;65.9;2.0;64.0;0.9;2,534;2,643;2,325;0.1;209;0.1;318;0.1;-109;527;16.1;24.6;-8.4;-0.2;2,029;2,087;1,801;0.1;228;0.1;286;0.1;-58;514;22.2;27.8;-5.6;-0.1
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 18 A 29 AÑOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2469;446;Municipio/TIOC;La Paz;Caranavi;Alto Beni;Hombres;890;625;618;0.1;272;0.2;7;0.0;265;279;71.8;1.8;70.0;0.9;1,408;1,478;1,292;0.1;116;0.1;186;0.1;-70;302;16.1;25.8;-9.7;-0.2;1,103;1,129;976;0.1;127;0.1;153;0.1;-26;280;22.8;27.4;-4.7;-0.1
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 18 A 29 AÑOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2470;447;Municipio/TIOC;La Paz;Caranavi;Alto Beni;Mujeres;651;491;485;0.1;166;0.1;6;0.0;160;172;58.1;2.1;56.0;0.9;1,126;1,165;1,033;0.1;93;0.1;132;0.1;-39;225;16.2;23.0;-6.8;-0.2;926;958;825;0.1;101;0.1;133;0.1;-32;234;21.4;28.2;-6.8;-0.1
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 18 A 29 AÑOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2471;448;Departamento;Cochabamba;;;Cochabamba;305,657;298,395;269,841;17.5;35,816;21.4;28,554;17.1;7,262;64,370;23.7;18.9;4.8;0.1;389,276;383,781;361,334;17.6;27,942;19.9;22,447;15.9;5,495;50,389;14.5;11.6;2.8;0.1;424,367;421,661;397,692;18.2;26,675;19.3;23,969;17.3;2,706;50,644;12.6;11.3;1.3;0.1
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 18 A 29 AÑOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2472;449;Departamento;Cochabamba;;;Hombres;149,997;146,661;131,835;17.6;18,162;21.1;14,826;17.2;3,336;32,988;24.5;20.0;4.5;0.1;195,120;192,732;180,639;17.6;14,481;19.4;12,093;16.2;2,388;26,574;14.9;12.5;2.5;0.1;211,086;210,446;197,256;18.0;13,830;18.7;13,190;17.8;640;27,020;13.1;12.5;0.6;0.0
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 18 A 29 AÑOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2473;450;Departamento;Cochabamba;;;Mujeres;155,660;151,734;138,006;17.5;17,654;21.7;13,728;16.9;3,926;31,382;23.0;17.9;5.1;0.1;194,156;191,049;180,695;17.7;13,461;20.4;10,354;15.7;3,107;23,815;14.0;10.8;3.2;0.1;213,281;211,215;200,436;18.3;12,845;20.0;10,779;16.8;2,066;23,624;12.1;10.2;1.9;0.1
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 18 A 29 AÑOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2474;451;Provincia;Cochabamba;Cercado;;Cercado;126,259;123,343;101,129;7.1;25,130;9.3;22,214;8.2;2,916;47,344;40.3;35.6;4.7;0.1;150,824;150,956;132,474;6.8;18,350;8.0;18,482;8.1;-132;36,832;24.3;24.5;-0.2;0.0;140,796;142,354;125,942;6.2;14,854;6.8;16,412;7.5;-1,558;31,266;21.0;23.2;-2.2;0.0
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 18 A 29 AÑOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2475;452;Provincia;Cochabamba;Cercado;;Hombres;65,495;63,533;52,885;7.2;12,610;9.5;10,648;8.1;1,962;23,258;39.1;33.0;6.1;0.1;73,592;74,073;64,393;6.6;9,199;7.7;9,680;8.1;-481;18,879;24.9;26.2;-1.3;0.0;68,599;69,861;61,443;6.0;7,156;6.3;8,418;7.4;-1,262;15,574;20.7;24.3;-3.6;-0.1
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 18 A 29 AÑOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2476;453;Provincia;Cochabamba;Cercado;;Mujeres;60,764;59,810;48,244;7.0;12,520;9.1;11,566;8.4;954;24,086;41.5;38.4;3.2;0.0;77,232;76,883;68,081;7.0;9,151;8.3;8,802;8.0;349;17,953;23.8;22.8;0.9;0.0;72,197;72,493;64,499;6.4;7,698;7.2;7,994;7.5;-296;15,692;21.3;22.1;-0.8;0.0
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 18 A 29 AÑOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2477;454;Municipio/TIOC;Cochabamba;Cercado;Cochabamba;Cochabamba;124,338;122,332;101,029;7.2;23,309;8.5;21,303;7.7;2,006;44,612;37.8;34.5;3.3;0.0;150,824;150,956;132,474;6.8;18,350;7.4;18,482;7.5;-132;36,832;24.3;24.5;-0.2;0.0;138,450;142,197;125,926;6.3;12,524;5.7;16,271;7.4;-3,747;28,795;17.9;23.2;-5.3;-0.1
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 18 A 29 AÑOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2478;455;Municipio/TIOC;Cochabamba;Cercado;Cochabamba;Hombres;59,831;59,227;48,169;7.1;11,662;8.3;11,058;7.9;604;22,720;39.2;37.2;2.0;0.0;73,592;74,073;64,393;6.7;9,199;7.2;9,680;7.5;-481;18,879;24.9;26.2;-1.3;0.0;67,399;69,781;61,437;6.2;5,962;5.4;8,344;7.5;-2,382;14,306;17.4;24.3;-6.9;-0.2
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 18 A 29 AÑOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2479;456;Municipio/TIOC;Cochabamba;Cercado;Cochabamba;Mujeres;64,507;63,105;52,860;7.4;11,647;8.6;10,245;7.6;1,402;21,892;36.5;32.1;4.4;0.1;77,232;76,883;68,081;7.0;9,151;7.7;8,802;7.4;349;17,953;23.8;22.8;0.9;0.0;71,051;72,416;64,489;6.5;6,562;6.1;7,927;7.4;-1,365;14,489;18.3;22.1;-3.8;-0.1
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 18 A 29 AÑOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2480;457;Provincia;Cochabamba;Campero;;Campero;5,505;6,673;4,904;0.3;601;0.2;1,769;0.7;-1,168;2,370;19.7;58.1;-38.4;-0.5;6,280;8,124;5,137;0.3;1,143;0.5;2,987;1.3;-1,844;4,130;31.7;82.9;-51.2;-0.4;6,045;6,717;5,531;0.3;514;0.2;1,186;0.5;-672;1,700;16.1;37.2;-21.1;-0.4
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 18 A 29 AÑOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2481;458;Provincia;Cochabamba;Campero;;Hombres;2,679;3,319;2,399;0.3;280;0.2;920;0.7;-640;1,200;18.7;61.4;-42.7;-0.5;3,402;4,370;2,814;0.3;588;0.5;1,556;1.3;-968;2,144;30.3;80.1;-49.8;-0.5;3,107;3,477;2,881;0.3;226;0.2;596;0.5;-370;822;13.7;36.2;-22.5;-0.5
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 18 A 29 AÑOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2482;459;Provincia;Cochabamba;Campero;;Mujeres;2,826;3,354;2,505;0.4;321;0.2;849;0.6;-528;1,170;20.8;55.0;-34.2;-0.5;2,878;3,754;2,323;0.2;555;0.5;1,431;1.3;-876;1,986;33.5;86.3;-52.8;-0.4;2,938;3,240;2,650;0.3;288;0.3;590;0.6;-302;878;18.6;38.2;-19.6;-0.3
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 18 A 29 AÑOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2483;460;Municipio/TIOC;Cochabamba;Campero;Aiquile;Aiquile;3,661;4,653;3,257;0.2;404;0.1;1,396;0.5;-992;1,800;19.4;67.2;-47.7;-0.6;3,894;5,601;2,931;0.2;963;0.4;2,670;1.1;-1,707;3,633;40.6;112.5;-71.9;-0.5;3,563;4,181;3,287;0.2;276;0.1;894;0.4;-618;1,170;14.3;46.2;-31.9;-0.5
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 18 A 29 AÑOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2484;461;Municipio/TIOC;Cochabamba;Campero;Aiquile;Hombres;1,837;2,284;1,631;0.2;206;0.1;653;0.5;-447;859;20.0;63.4;-43.4;-0.5;2,066;2,956;1,572;0.2;494;0.4;1,384;1.1;-890;1,878;39.3;110.2;-70.9;-0.5;1,772;2,096;1,658;0.2;114;0.1;438;0.4;-324;552;11.8;45.3;-33.5;-0.6
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 18 A 29 AÑOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2485;462;Municipio/TIOC;Cochabamba;Campero;Aiquile;Mujeres;1,824;2,369;1,626;0.2;198;0.1;743;0.5;-545;941;18.9;70.9;-52.0;-0.6;1,828;2,645;1,359;0.1;469;0.4;1,286;1.1;-817;1,755;41.9;115.0;-73.1;-0.5;1,791;2,085;1,629;0.2;162;0.2;456;0.4;-294;618;16.7;47.1;-30.3;-0.5
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 18 A 29 AÑOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2486;463;Municipio/TIOC;Cochabamba;Campero;Pasorapa;Pasorapa;733;855;646;0.0;87;0.0;209;0.1;-122;296;21.9;52.6;-30.7;-0.4;1,294;1,399;1,189;0.1;105;0.0;210;0.1;-105;315;15.6;31.2;-15.6;-0.3;1,146;1,179;1,065;0.1;81;0.0;114;0.1;-33;195;13.9;19.6;-5.7;-0.2
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 18 A 29 AÑOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2487;464;Municipio/TIOC;Cochabamba;Campero;Pasorapa;Hombres;391;454;346;0.1;45;0.0;108;0.1;-63;153;21.3;51.1;-29.8;-0.4;707;757;648;0.1;59;0.0;109;0.1;-50;168;16.1;29.8;-13.7;-0.3;645;660;605;0.1;40;0.0;55;0.0;-15;95;12.3;16.9;-4.6;-0.2
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 18 A 29 AÑOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2488;465;Municipio/TIOC;Cochabamba;Campero;Pasorapa;Mujeres;342;401;300;0.0;42;0.0;101;0.1;-59;143;22.6;54.4;-31.8;-0.4;587;642;541;0.1;46;0.0;101;0.1;-55;147;15.0;32.9;-17.9;-0.4;501;519;460;0.0;41;0.0;59;0.1;-18;100;16.1;23.1;-7.1;-0.2
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 18 A 29 AÑOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2489;466;Municipio/TIOC;Cochabamba;Campero;Omereque;Omereque;1,066;1,058;901;0.1;165;0.1;157;0.1;8;322;31.1;29.6;1.5;0.0;1,092;1,124;971;0.1;121;0.0;153;0.1;-32;274;21.8;27.6;-5.8;-0.1;1,279;1,278;1,140;0.1;139;0.1;138;0.1;1;277;21.7;21.6;0.2;0.0
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 18 A 29 AÑOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2490;467;Municipio/TIOC;Cochabamba;Campero;Omereque;Hombres;574;563;484;0.1;90;0.1;79;0.1;11;169;31.7;27.8;3.9;0.1;629;657;575;0.1;54;0.0;82;0.1;-28;136;16.8;25.5;-8.7;-0.2;662;671;599;0.1;63;0.1;72;0.1;-9;135;18.9;21.6;-2.7;-0.1
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 18 A 29 AÑOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2491;468;Municipio/TIOC;Cochabamba;Campero;Omereque;Mujeres;492;495;417;0.1;75;0.1;78;0.1;-3;153;30.4;31.6;-1.2;0.0;463;467;396;0.0;67;0.1;71;0.1;-4;138;28.8;30.5;-1.7;0.0;617;607;541;0.1;76;0.1;66;0.1;10;142;24.8;21.6;3.3;0.1
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 18 A 29 AÑOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2492;469;Provincia;Cochabamba;Ayopaya;;Ayopaya;10,013;10,916;9,240;0.6;773;0.3;1,676;0.6;-903;2,449;14.8;32.0;-17.3;-0.4;8,701;9,723;8,013;0.4;688;0.3;1,710;0.7;-1,022;2,398;14.9;37.1;-22.2;-0.4;9,181;9,504;8,369;0.4;812;0.4;1,135;0.5;-323;1,947;17.4;24.3;-6.9;-0.2
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 18 A 29 AÑOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2493;470;Provincia;Cochabamba;Ayopaya;;Hombres;5,039;5,526;4,672;0.6;367;0.3;854;0.6;-487;1,221;13.9;32.3;-18.4;-0.4;4,754;5,249;4,370;0.4;384;0.3;879;0.7;-495;1,263;15.4;35.1;-19.8;-0.4;5,000;5,122;4,595;0.5;405;0.4;527;0.5;-122;932;16.0;20.8;-4.8;-0.1
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 18 A 29 AÑOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2494;471;Provincia;Cochabamba;Ayopaya;;Mujeres;4,974;5,390;4,568;0.7;406;0.3;822;0.6;-416;1,228;15.7;31.7;-16.1;-0.3;3,947;4,474;3,643;0.4;304;0.3;831;0.8;-527;1,135;14.4;39.5;-25.0;-0.5;4,181;4,382;3,774;0.4;407;0.4;608;0.6;-201;1,015;19.0;28.4;-9.4;-0.2
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 18 A 29 AÑOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2495;472;Municipio/TIOC;Cochabamba;Ayopaya;Ayopaya;Ayopaya;4,001;4,345;3,469;0.2;532;0.2;876;0.3;-344;1,408;25.5;42.0;-16.5;-0.2;3,602;4,047;3,201;0.2;401;0.2;846;0.3;-445;1,247;21.0;44.2;-23.3;-0.4;3,169;3,422;2,859;0.1;310;0.1;563;0.3;-253;873;18.8;34.2;-15.4;-0.3
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 18 A 29 AÑOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2496;473;Municipio/TIOC;Cochabamba;Ayopaya;Ayopaya;Hombres;1,984;2,135;1,708;0.3;276;0.2;427;0.3;-151;703;26.8;41.5;-14.7;-0.2;1,934;2,134;1,717;0.2;217;0.2;417;0.3;-200;634;21.3;41.0;-19.7;-0.3;1,735;1,828;1,573;0.2;162;0.1;255;0.2;-93;417;18.2;28.6;-10.4;-0.2
