cuadro;descripcion;nivel;departamento;provincia;municipio_tioc;area;total;afroboliviano;_akarapis;_andamarca;_araona;_aroma;_ayllu_jila;_ayllu_jukumani;_ayllu_kacachaca;_ayllu_kharacha;_ayllu_porco;_ayllu_yura;_aymara;_ayoreo;_baure;_belen;_besiro;_calcha;canichana;_cavinenho;_cayubaba;_chacobo;challapata;_chane;_chaqui;charagua;charazani;_charka;_charka_qhara_qhara;_chayanta;_chichas;chiquitano;chiriguano;_choquecota;_chullpas;_chuwi;_condo;_coroma;_corque;_curahuara_de_carangas;_ese_ejja;_guarani;_guarasuwe;_gwarayu;_huachacalla;_huari;_huaylla_marka;_itonama;_jacha_carangas;_jalqa;_jatun_killacas;_javeriano;_jesus_de_machaca;_joaquiniano;_kallawaya;_killacas;_lagunillas;_larecaja;_layme;_leco;_lipez;_loretano;_lupaca;_machineri;_maropa;_mataco;_mojenho;_mojenho_ignaciano;_mojenho_trinitario;_mojocoya;_mollo;_monkox;_more;_moro_moro;_moseten;_movima;_murato;_orinoca;_pacahuara;_pakajaqi;_pampa_aullagas;_pati_pati;_paunaca;_pojos;_pojpo;_poroma;_pucara;_puquina;_qhara_qhara;_quechua;_quila_quila;_qullas;_raqaypampa;_reyesano;_sabaya;_salinas;_san_juan;_siriono;_sora;_suyu_sura;_tacana;_tapiete;_tinquipaya;_tobas;_toromona;_totora_marka;_trinitario;_tsimane;_turco;_uchupiamonas;_ucumasi;_urmiri_de_quillacas;_uru;_uru-chipaya;_uru-ito;_weenhayek;_yaminawa;_yampara;_yapacani;_yuqui;_yurakare;_yurakare_-_mojenho;_quechua_-_aymara;_otros_pueblos_indigenas_extranjeros;_mas_de_una_descripcion;_nacion;_pueblo;_indigena;_originario;_campesino;_combinacion_de_conceptos_de_npioc;_otros_ayllus,_marcas_y_organizaciones_territoriales;interculturales_y_otras_organizaciones_indigenas;sin_especificar
BOLIVIA: POBLACIÓN POR DECLARACIÓN DE AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2274;DECLARACIONES DE AUTOIDENTIFICACIÓN CENSO 2274;Provincia; La Paz;Franz Tamayo;;Urbana;2,271;8;0;0;0;0;0;0;0;0;0;0;362;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;1;0;4;0;0;0;0;168;0;0;0;0;1;0;1;0;0;0;0;0;0;0;3;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1,306;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;4;0;0;0;9;33;12;258;5;0;11;74
BOLIVIA: POBLACIÓN POR DECLARACIÓN DE AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2275;DECLARACIONES DE AUTOIDENTIFICACIÓN CENSO 2275;Provincia; La Paz;Franz Tamayo;;Rural;17,803;23;0;0;0;0;0;0;0;0;0;0;2,306;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4;0;2;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;3,069;0;0;0;0;0;0;1;1;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;1,845;0;5,767;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;1;193;0;1;0;0;1;2;0;0;0;0;0;0;0;0;5;0;26;9;0;372;535;2,825;359;4;187;218
BOLIVIA: POBLACIÓN POR DECLARACIÓN DE AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2276;DECLARACIONES DE AUTOIDENTIFICACIÓN CENSO 2276;Municipio/TIOC; La Paz;Franz Tamayo;Apolo;Apolo;12,991;20;0;0;0;0;0;0;0;0;0;0;744;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;8;0;2;0;0;0;0;0;0;0;0;1;0;6;0;0;0;0;3,232;0;0;0;0;1;0;2;1;0;0;0;0;0;0;20;1;0;0;0;1;0;0;0;0;0;0;0;0;0;5,526;0;0;0;0;0;0;1;0;0;0;13;0;0;0;0;0;1;193;0;1;0;0;1;2;0;1;0;0;0;0;0;0;4;0;25;0;9;305;31;2,360;127;0;174;176
BOLIVIA: POBLACIÓN POR DECLARACIÓN DE AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2277;DECLARACIONES DE AUTOIDENTIFICACIÓN CENSO 2277;Municipio/TIOC; La Paz;Franz Tamayo;Apolo;Urbana;2,271;8;0;0;0;0;0;0;0;0;0;0;362;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;1;0;4;0;0;0;0;168;0;0;0;0;1;0;1;0;0;0;0;0;0;0;3;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1,306;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;4;0;0;0;9;33;12;258;5;0;11;74
BOLIVIA: POBLACIÓN POR DECLARACIÓN DE AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2278;DECLARACIONES DE AUTOIDENTIFICACIÓN CENSO 2278;Municipio/TIOC; La Paz;Franz Tamayo;Apolo;Rural;10,720;12;0;0;0;0;0;0;0;0;0;0;382;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;3,064;0;0;0;0;0;0;1;1;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,220;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;1;193;0;1;0;0;1;2;0;0;0;0;0;0;0;0;0;0;25;0;0;272;19;2,102;122;0;163;102
BOLIVIA: POBLACIÓN POR DECLARACIÓN DE AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2279;DECLARACIONES DE AUTOIDENTIFICACIÓN CENSO 2279;Municipio/TIOC; La Paz;Franz Tamayo;Pelechuco;Pelechuco;7,083;11;0;0;0;0;0;0;0;0;0;0;1,924;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1,845;0;1,547;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;1;9;0;100;516;723;237;4;24;116
BOLIVIA: POBLACIÓN POR DECLARACIÓN DE AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2280;DECLARACIONES DE AUTOIDENTIFICACIÓN CENSO 2280;Municipio/TIOC; La Paz;Franz Tamayo;Pelechuco;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN POR DECLARACIÓN DE AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2281;DECLARACIONES DE AUTOIDENTIFICACIÓN CENSO 2281;Municipio/TIOC; La Paz;Franz Tamayo;Pelechuco;Rural;7,083;11;0;0;0;0;0;0;0;0;0;0;1,924;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1,845;0;1,547;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;1;9;0;100;516;723;237;4;24;116
BOLIVIA: POBLACIÓN POR DECLARACIÓN DE AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2282;DECLARACIONES DE AUTOIDENTIFICACIÓN CENSO 2282;Provincia; La Paz;Ingavi;;Ingavi;122,145;267;0;0;0;23;0;0;0;0;0;0;108,807;0;0;1;0;0;0;1;0;2;2;0;1;0;5;0;6;0;14;4;1;0;0;0;0;0;0;0;0;68;0;4;0;2;0;0;0;0;0;0;17;0;6;0;0;4;0;37;0;0;0;0;1;0;8;0;6;0;1;0;0;0;6;3;0;0;0;93;0;0;0;0;0;0;0;2;0;1,716;0;0;0;1;0;0;1;0;0;0;7;1;1;0;0;2;2;3;0;0;0;0;5;3;92;2;0;0;1;0;1;0;37;1;46;10;69;1,643;1,212;5,603;1,083;1;8;1,202
BOLIVIA: POBLACIÓN POR DECLARACIÓN DE AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2283;DECLARACIONES DE AUTOIDENTIFICACIÓN CENSO 2283;Provincia; La Paz;Ingavi;;Urbana;54,016;205;0;0;0;21;0;0;0;0;0;0;48,768;0;0;1;0;0;0;1;0;2;2;0;1;0;5;0;1;0;14;2;1;0;0;0;0;0;0;0;0;58;0;2;0;2;0;0;0;0;0;0;11;0;4;0;0;4;0;32;0;0;0;0;1;0;5;0;4;0;1;0;0;0;5;2;0;0;0;87;0;0;0;0;0;0;0;0;0;1,418;0;0;0;1;0;0;1;0;0;0;7;1;1;0;0;2;1;0;0;0;0;0;1;0;0;2;0;0;1;0;1;0;31;0;39;1;31;635;150;1,916;89;1;7;437
BOLIVIA: POBLACIÓN POR DECLARACIÓN DE AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2284;DECLARACIONES DE AUTOIDENTIFICACIÓN CENSO 2284;Provincia; La Paz;Ingavi;;Rural;68,129;62;0;0;0;2;0;0;0;0;0;0;60,039;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;2;0;0;0;0;0;0;0;0;0;10;0;2;0;0;0;0;0;0;0;0;6;0;2;0;0;0;0;5;0;0;0;0;0;0;3;0;2;0;0;0;0;0;1;1;0;0;0;6;0;0;0;0;0;0;0;2;0;298;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;4;3;92;0;0;0;0;0;0;0;6;1;7;9;38;1,008;1,062;3,687;994;0;1;765
BOLIVIA: POBLACIÓN POR DECLARACIÓN DE AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2285;DECLARACIONES DE AUTOIDENTIFICACIÓN CENSO 2285;Municipio/TIOC; La Paz;Ingavi;Viacha;Viacha;68,699;238;0;0;0;23;0;0;0;0;0;0;60,422;0;0;1;0;0;0;1;0;2;2;0;1;0;5;0;1;0;14;4;1;0;0;0;0;0;0;0;0;63;0;3;0;2;0;0;0;0;0;0;11;0;4;0;0;4;0;35;0;0;0;0;1;0;6;0;6;0;1;0;0;0;6;3;0;0;0;89;0;0;0;0;0;0;0;1;0;1,518;0;0;0;1;0;0;1;0;0;0;7;1;1;0;0;2;2;1;0;0;0;0;2;0;0;2;0;0;1;0;1;0;34;1;44;3;52;1,132;303;3,675;353;1;7;604
BOLIVIA: POBLACIÓN POR DECLARACIÓN DE AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2286;DECLARACIONES DE AUTOIDENTIFICACIÓN CENSO 2286;Municipio/TIOC; La Paz;Ingavi;Viacha;Urbana;50,693;199;0;0;0;21;0;0;0;0;0;0;45,832;0;0;1;0;0;0;1;0;2;2;0;1;0;5;0;1;0;14;2;1;0;0;0;0;0;0;0;0;57;0;2;0;2;0;0;0;0;0;0;11;0;4;0;0;4;0;32;0;0;0;0;1;0;5;0;4;0;1;0;0;0;5;2;0;0;0;87;0;0;0;0;0;0;0;0;0;1,368;0;0;0;1;0;0;1;0;0;0;7;1;1;0;0;2;1;0;0;0;0;0;1;0;0;2;0;0;1;0;1;0;29;0;39;1;28;597;97;1,721;70;1;7;417
BOLIVIA: POBLACIÓN POR DECLARACIÓN DE AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2287;DECLARACIONES DE AUTOIDENTIFICACIÓN CENSO 2287;Municipio/TIOC; La Paz;Ingavi;Viacha;Rural;18,006;39;0;0;0;2;0;0;0;0;0;0;14,590;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;6;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;2;0;0;0;0;0;1;1;0;0;0;2;0;0;0;0;0;0;0;1;0;150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;5;1;5;2;24;535;206;1,954;283;0;0;187
BOLIVIA: POBLACIÓN POR DECLARACIÓN DE AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2288;DECLARACIONES DE AUTOIDENTIFICACIÓN CENSO 2288;Municipio/TIOC; La Paz;Ingavi;Puerto Mayor de Guaqui;Puerto Mayor de Guaqui;6,917;13;0;0;0;0;0;0;0;0;0;0;6,135;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;51;139;268;128;0;1;127
BOLIVIA: POBLACIÓN POR DECLARACIÓN DE AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2289;DECLARACIONES DE AUTOIDENTIFICACIÓN CENSO 2289;Municipio/TIOC; La Paz;Ingavi;Puerto Mayor de Guaqui;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN POR DECLARACIÓN DE AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2290;DECLARACIONES DE AUTOIDENTIFICACIÓN CENSO 2290;Municipio/TIOC; La Paz;Ingavi;Puerto Mayor de Guaqui;Rural;6,917;13;0;0;0;0;0;0;0;0;0;0;6,135;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;51;139;268;128;0;1;127
BOLIVIA: POBLACIÓN POR DECLARACIÓN DE AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2291;DECLARACIONES DE AUTOIDENTIFICACIÓN CENSO 2291;Municipio/TIOC; La Paz;Ingavi;Tiahuanacu;Tiahuanacu;11,718;4;0;0;0;0;0;0;0;0;0;0;10,912;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;81;81;444;96;0;0;74
BOLIVIA: POBLACIÓN POR DECLARACIÓN DE AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2292;DECLARACIONES DE AUTOIDENTIFICACIÓN CENSO 2292;Municipio/TIOC; La Paz;Ingavi;Tiahuanacu;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN POR DECLARACIÓN DE AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2293;DECLARACIONES DE AUTOIDENTIFICACIÓN CENSO 2293;Municipio/TIOC; La Paz;Ingavi;Tiahuanacu;Rural;11,718;4;0;0;0;0;0;0;0;0;0;0;10,912;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;81;81;444;96;0;0;74
BOLIVIA: POBLACIÓN POR DECLARACIÓN DE AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2294;DECLARACIONES DE AUTOIDENTIFICACIÓN CENSO 2294;Municipio/TIOC; La Paz;Ingavi;Desaguadero;Desaguadero;5,976;6;0;0;0;0;0;0;0;0;0;0;5,250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;7;92;109;382;26;0;0;45
BOLIVIA: POBLACIÓN POR DECLARACIÓN DE AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2295;DECLARACIONES DE AUTOIDENTIFICACIÓN CENSO 2295;Municipio/TIOC; La Paz;Ingavi;Desaguadero;Urbana;3,323;6;0;0;0;0;0;0;0;0;0;0;2,936;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;3;38;53;195;19;0;0;20
BOLIVIA: POBLACIÓN POR DECLARACIÓN DE AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2296;DECLARACIONES DE AUTOIDENTIFICACIÓN CENSO 2296;Municipio/TIOC; La Paz;Ingavi;Desaguadero;Rural;2,653;0;0;0;0;0;0;0;0;0;0;0;2,314;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;54;56;187;7;0;0;25
BOLIVIA: POBLACIÓN POR DECLARACIÓN DE AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2297;DECLARACIONES DE AUTOIDENTIFICACIÓN CENSO 2297;Municipio/TIOC; La Paz;Ingavi;La (Marka) San Andrés de Machaca;La (Marka) San Andrés de Machaca;7,093;3;0;0;0;0;0;0;0;0;0;0;6,384;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;103;54;326;132;0;0;58
BOLIVIA: POBLACIÓN POR DECLARACIÓN DE AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2298;DECLARACIONES DE AUTOIDENTIFICACIÓN CENSO 2298;Municipio/TIOC; La Paz;Ingavi;La (Marka) San Andrés de Machaca;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
