cuadro;pregunta;no.;nivel;departamento;provincia;municipio_tioc;area_y_grupo_de_edad;2001_poblacion_total;2001_poblacion_hombres;2001_poblacion_mujeres;2001_tasa_de_alfabetismo_total;2001_tasa_de_alfabetismo_hombres;2001_tasa_de_alfabetismo_mujeres;2001_brecha_hombres-mujeres;2012_poblacion_total;2012_poblacion_hombres;2012_poblacion_mujeres;2012_tasa_de_alfabetismo_total;2012_tasa_de_alfabetismo_hombres;2012_tasa_de_alfabetismo_mujeres;2012_brecha_hombres-mujeres;2024_poblacion_total;2024_poblacion_hombres;2024_poblacion_mujeres;2024_tasa_de_alfabetismo_total;2024_tasa_de_alfabetismo_hombres;2024_tasa_de_alfabetismo_mujeres;2024_brecha_hombres-mujeres
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3456;tasa de alfabetismo;1433;Municipio/TIOC;La Paz;Loayza;Luribay;25 a 39 ;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3457;tasa de alfabetismo;1434;Municipio/TIOC;La Paz;Loayza;Luribay;40 a 59 ;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3458;tasa de alfabetismo;1435;Municipio/TIOC;La Paz;Loayza;Luribay;60 o más ;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3459;tasa de alfabetismo;1436;Municipio/TIOC;La Paz;Loayza;Luribay;Rural;5,581;2,832;2,749;80.9;90.3;71.3;19.0;8,200;4,193;4,007;91.8;96.3;87.1;9.1;8,046;4,133;3,913;93.4;97.4;89.2;8.2
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3460;tasa de alfabetismo;1437;Municipio/TIOC;La Paz;Loayza;Luribay;15 a 24 ;1,325;667;658;98.6;98.7;98.6;0.0;1,909;991;918;99.2;99.5;98.8;0.7;1,373;704;669;99.1;99.0;99.1;-0.1
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3461;tasa de alfabetismo;1438;Municipio/TIOC;La Paz;Loayza;Luribay;25 a 39 ;1,576;788;788;94.2;96.8;91.5;5.3;2,224;1,126;1,098;98.4;98.7;98.2;0.5;2,179;1,114;1,065;99.2;99.4;99.0;0.4
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3462;tasa de alfabetismo;1439;Municipio/TIOC;La Paz;Loayza;Luribay;40 a 59 ;1,744;896;848;78.3;93.1;62.6;30.5;2,519;1,291;1,228;94.0;98.0;89.9;8.1;2,491;1,265;1,226;97.4;98.9;95.8;3.1
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3463;tasa de alfabetismo;1440;Municipio/TIOC;La Paz;Loayza;Luribay;60 o más ;936;481;455;38.5;62.8;12.7;50.0;1,548;785;763;69.6;86.0;52.8;33.2;2,003;1,050;953;78.3;92.3;62.9;29.4
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3464;tasa de alfabetismo;1441;Municipio/TIOC;La Paz;Loayza;Sapahaqui;Sapahaqui;7,295;3,665;3,630;78.4;86.4;70.2;16.1;8,904;4,434;4,470;90.7;95.2;86.3;8.8;12,235;6,152;6,083;94.1;97.4;90.8;6.6
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3465;tasa de alfabetismo;1442;Municipio/TIOC;La Paz;Loayza;Sapahaqui;15 a 24 ;1,810;876;934;97.9;99.2;96.7;2.5;1,971;1,011;960;98.8;99.3;98.3;1.0;2,389;1,190;1,199;99.7;99.7;99.7;-0.1
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3466;tasa de alfabetismo;1443;Municipio/TIOC;La Paz;Loayza;Sapahaqui;25 a 39 ;2,015;1,009;1,006;93.5;97.0;90.0;7.1;2,271;1,070;1,201;97.5;97.8;97.3;0.5;3,438;1,722;1,716;99.4;99.5;99.4;0.1
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3467;tasa de alfabetismo;1444;Municipio/TIOC;La Paz;Loayza;Sapahaqui;40 a 59 ;2,250;1,160;1,090;74.3;87.2;60.6;26.6;2,814;1,439;1,375;94.1;97.9;90.1;7.8;3,719;1,870;1,849;97.1;98.2;96.0;2.2
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3468;tasa de alfabetismo;1445;Municipio/TIOC;La Paz;Loayza;Sapahaqui;60 o más ;1,220;620;600;31.9;49.5;13.7;35.8;1,848;914;934;68.7;83.3;54.4;28.9;2,689;1,370;1,319;78.3;91.7;64.4;27.3
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3469;tasa de alfabetismo;1446;Municipio/TIOC;La Paz;Loayza;Sapahaqui;Urbana;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3470;tasa de alfabetismo;1447;Municipio/TIOC;La Paz;Loayza;Sapahaqui;15 a 24 ;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3471;tasa de alfabetismo;1448;Municipio/TIOC;La Paz;Loayza;Sapahaqui;25 a 39 ;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3472;tasa de alfabetismo;1449;Municipio/TIOC;La Paz;Loayza;Sapahaqui;40 a 59 ;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3473;tasa de alfabetismo;1450;Municipio/TIOC;La Paz;Loayza;Sapahaqui;60 o más ;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3474;tasa de alfabetismo;1451;Municipio/TIOC;La Paz;Loayza;Sapahaqui;Rural;7,295;3,665;3,630;78.4;86.4;70.2;16.1;8,904;4,434;4,470;90.7;95.2;86.3;8.8;12,235;6,152;6,083;94.1;97.4;90.8;6.6
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3475;tasa de alfabetismo;1452;Municipio/TIOC;La Paz;Loayza;Sapahaqui;15 a 24 ;1,810;876;934;97.9;99.2;96.7;2.5;1,971;1,011;960;98.8;99.3;98.3;1.0;2,389;1,190;1,199;99.7;99.7;99.7;-0.1
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3476;tasa de alfabetismo;1453;Municipio/TIOC;La Paz;Loayza;Sapahaqui;25 a 39 ;2,015;1,009;1,006;93.5;97.0;90.0;7.1;2,271;1,070;1,201;97.5;97.8;97.3;0.5;3,438;1,722;1,716;99.4;99.5;99.4;0.1
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3477;tasa de alfabetismo;1454;Municipio/TIOC;La Paz;Loayza;Sapahaqui;40 a 59 ;2,250;1,160;1,090;74.3;87.2;60.6;26.6;2,814;1,439;1,375;94.1;97.9;90.1;7.8;3,719;1,870;1,849;97.1;98.2;96.0;2.2
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3478;tasa de alfabetismo;1455;Municipio/TIOC;La Paz;Loayza;Sapahaqui;60 o más ;1,220;620;600;31.9;49.5;13.7;35.8;1,848;914;934;68.7;83.3;54.4;28.9;2,689;1,370;1,319;78.3;91.7;64.4;27.3
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3479;tasa de alfabetismo;1456;Municipio/TIOC;La Paz;Loayza;Yaco;Yaco;4,686;2,377;2,309;84.0;94.4;73.3;21.0;4,936;2,588;2,348;92.4;97.4;86.9;10.5;8,869;4,826;4,043;95.9;98.7;92.6;6.1
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3480;tasa de alfabetismo;1457;Municipio/TIOC;La Paz;Loayza;Yaco;15 a 24 ;1,189;599;590;99.5;99.7;99.3;0.3;1,278;683;595;99.1;99.4;98.8;0.6;2,139;1,180;959;99.7;99.9;99.5;0.4
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3481;tasa de alfabetismo;1458;Municipio/TIOC;La Paz;Loayza;Yaco;25 a 39 ;1,228;619;609;96.7;98.9;94.6;4.3;1,124;592;532;97.7;98.6;96.6;2.0;2,584;1,442;1,142;99.5;99.9;98.9;0.9
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3482;tasa de alfabetismo;1459;Municipio/TIOC;La Paz;Loayza;Yaco;40 a 59 ;1,386;739;647;83.4;96.6;68.3;28.3;1,456;745;711;95.6;98.5;92.5;6.0;2,493;1,347;1,146;97.3;99.0;95.4;3.6
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3483;tasa de alfabetismo;1460;Municipio/TIOC;La Paz;Loayza;Yaco;60 o más ;883;420;463;46.3;76.2;19.2;57.0;1,078;568;510;74.8;92.4;55.1;37.3;1,653;857;796;83.3;94.6;71.1;23.5
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3484;tasa de alfabetismo;1461;Municipio/TIOC;La Paz;Loayza;Yaco;Urbana;;;;;;;;;;;;;;;1,748;1,058;690;96.1;97.8;93.3;4.5
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3485;tasa de alfabetismo;1462;Municipio/TIOC;La Paz;Loayza;Yaco;15 a 24 ;;;;;;;;;;;;;;;439;278;161;99.5;100.0;98.8;1.2
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3486;tasa de alfabetismo;1463;Municipio/TIOC;La Paz;Loayza;Yaco;25 a 39 ;;;;;;;;;;;;;;;539;344;195;99.8;99.7;100.0;-0.3
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3487;tasa de alfabetismo;1464;Municipio/TIOC;La Paz;Loayza;Yaco;40 a 59 ;;;;;;;;;;;;;;;459;269;190;96.5;97.4;95.3;2.1
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3488;tasa de alfabetismo;1465;Municipio/TIOC;La Paz;Loayza;Yaco;60 o más ;;;;;;;;;;;;;;;311;167;144;83.9;91.0;75.7;15.3
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3489;tasa de alfabetismo;1466;Municipio/TIOC;La Paz;Loayza;Yaco;Rural;4,686;2,377;2,309;84.0;94.4;73.3;21.0;4,936;2,588;2,348;92.4;97.4;86.9;10.5;7,121;3,768;3,353;95.9;98.9;92.4;6.5
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3490;tasa de alfabetismo;1467;Municipio/TIOC;La Paz;Loayza;Yaco;15 a 24 ;1,189;599;590;99.5;99.7;99.3;0.3;1,278;683;595;99.1;99.4;98.8;0.6;1,700;902;798;99.8;99.9;99.6;0.3
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3491;tasa de alfabetismo;1468;Municipio/TIOC;La Paz;Loayza;Yaco;25 a 39 ;1,228;619;609;96.7;98.9;94.6;4.3;1,124;592;532;97.7;98.6;96.6;2.0;2,045;1,098;947;99.4;99.9;98.7;1.2
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3492;tasa de alfabetismo;1469;Municipio/TIOC;La Paz;Loayza;Yaco;40 a 59 ;1,386;739;647;83.4;96.6;68.3;28.3;1,456;745;711;95.6;98.5;92.5;6.0;2,034;1,078;956;97.5;99.4;95.4;4.0
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3493;tasa de alfabetismo;1470;Municipio/TIOC;La Paz;Loayza;Yaco;60 o más ;883;420;463;46.3;76.2;19.2;57.0;1,078;568;510;74.8;92.4;55.1;37.3;1,342;690;652;83.2;95.5;70.1;25.4
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3494;tasa de alfabetismo;1471;Municipio/TIOC;La Paz;Loayza;Malla;Malla;2,135;1,103;1,032;76.8;87.7;65.1;22.6;3,619;1,903;1,716;92.1;95.7;88.1;7.6;3,660;1,980;1,680;94.6;96.8;92.0;4.8
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3495;tasa de alfabetismo;1472;Municipio/TIOC;La Paz;Loayza;Malla;15 a 24 ;595;312;283;96.1;96.2;96.1;0.0;1,021;518;503;98.7;98.6;98.8;-0.2;988;525;463;99.2;99.2;99.1;0.1
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3496;tasa de alfabetismo;1473;Municipio/TIOC;La Paz;Loayza;Malla;25 a 39 ;627;333;294;94.3;96.4;91.8;4.6;1,059;580;479;98.4;98.8;97.9;0.9;1,290;694;596;98.9;99.0;98.8;0.2
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3497;tasa de alfabetismo;1474;Municipio/TIOC;La Paz;Loayza;Malla;40 a 59 ;496;261;235;72.2;92.3;49.8;42.5;969;533;436;93.8;97.0;89.9;7.1;901;499;402;96.9;98.4;95.0;3.4
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3498;tasa de alfabetismo;1475;Municipio/TIOC;La Paz;Loayza;Malla;60 o más ;417;197;220;28.3;53.3;5.9;47.4;570;272;298;65.6;80.9;51.7;29.2;481;262;219;69.0;82.8;52.5;30.3
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3499;tasa de alfabetismo;1476;Municipio/TIOC;La Paz;Loayza;Malla;Urbana;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3500;tasa de alfabetismo;1477;Municipio/TIOC;La Paz;Loayza;Malla;15 a 24 ;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3501;tasa de alfabetismo;1478;Municipio/TIOC;La Paz;Loayza;Malla;25 a 39 ;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3502;tasa de alfabetismo;1479;Municipio/TIOC;La Paz;Loayza;Malla;40 a 59 ;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3503;tasa de alfabetismo;1480;Municipio/TIOC;La Paz;Loayza;Malla;60 o más ;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3504;tasa de alfabetismo;1481;Municipio/TIOC;La Paz;Loayza;Malla;Rural;2,135;1,103;1,032;76.8;87.7;65.1;22.6;3,619;1,903;1,716;92.1;95.7;88.1;7.6;3,660;1,980;1,680;94.6;96.8;92.0;4.8
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 3505;tasa de alfabetismo;1482;Municipio/TIOC;La Paz;Loayza;Malla;15 a 24 ;595;312;283;96.1;96.2;96.1;0.0;1,021;518;503;98.7;98.6;98.8;-0.2;988;525;463;99.2;99.2;99.1;0.1
