cuadro;no;nivel;departamento;provincia;municipio_tioc;area_y_grupo_de_edad;2001_poblacion_total;2001_poblacion_hombres;2001_poblacion_mujeres;2001_promedio_anhos_estudio_total;2001_promedio_anhos_estudio_hombres;2001_promedio_anhos_estudio_mujeres;2012_poblacion_total;2012_poblacion_hombres;2012_poblacion_mujeres;2012_promedio_anhos_estudio_total;2012_promedio_anhos_estudio_hombres;2012_promedio_anhos_estudio_mujeres;2024_poblacion_total;2024_poblacion_hombres;2024_poblacion_mujeres;2024_promedio_anhos_estudio_total;2024_promedio_anhos_estudio_hombres;2024_promedio_anhos_estudio_mujeres
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2204;181;Municipio/TIOC;Chuquisaca;Zud ¤ez;Mojocoya;Mojocoya;3,643;1,774;1,869;3.4;4.2;2.7;4,323;2,098;2,225;5.2;5.8;4.6;5,856;2,922;2,934;7.8;8.2;7.4
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2205;182;Municipio/TIOC;Chuquisaca;Zud ¤ez;Mojocoya;19 a 24 ;580;284;296;6.1;6.7;5.6;639;327;312;8.7;8.7;8.7;901;450;451;11.6;11.5;11.7
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2206;183;Municipio/TIOC;Chuquisaca;Zud ¤ez;Mojocoya;25 a 39 ;1,209;579;630;4.9;5.6;4.2;1,326;646;680;6.8;7.4;6.2;2,169;1,099;1,070;10.2;10.4;10.0
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2207;184;Municipio/TIOC;Chuquisaca;Zud ¤ez;Mojocoya;40 a 59 ;1,188;593;595;2.3;3.4;1.2;1,408;688;720;4.1;4.8;3.4;1,611;798;813;6.3;6.8;5.7
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2208;185;Municipio/TIOC;Chuquisaca;Zud ¤ez;Mojocoya;60 o m s ;666;318;348;0.6;0.9;0.4;950;437;513;2.2;2.7;1.7;1,175;575;600;2.5;3.5;1.6
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2209;186;Municipio/TIOC;Chuquisaca;Zud ¤ez;Mojocoya;Urbana;;;;;;;;;;;;;1,672;783;889;8.7;9.5;8.1
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2210;187;Municipio/TIOC;Chuquisaca;Zud ¤ez;Mojocoya;19 a 24 ;;;;;;;;;;;;;247;117;130;11.9;11.8;12.0
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2211;188;Municipio/TIOC;Chuquisaca;Zud ¤ez;Mojocoya;25 a 39 ;;;;;;;;;;;;;645;319;326;11.1;11.2;11.0
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2212;189;Municipio/TIOC;Chuquisaca;Zud ¤ez;Mojocoya;40 a 59 ;;;;;;;;;;;;;484;222;262;7.6;8.5;6.8
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2213;190;Municipio/TIOC;Chuquisaca;Zud ¤ez;Mojocoya;60 o m s ;;;;;;;;;;;;;296;125;171;2.8;4.5;1.5
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2214;191;Municipio/TIOC;Chuquisaca;Zud ¤ez;Mojocoya;Rural;3,643;1,774;1,869;3.4;4.2;2.7;4,323;2,098;2,225;5.2;5.8;4.6;4,184;2,139;2,045;7.4;7.8;7.0
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2215;192;Municipio/TIOC;Chuquisaca;Zud ¤ez;Mojocoya;19 a 24 ;580;284;296;6.1;6.7;5.6;639;327;312;8.7;8.7;8.7;654;333;321;11.4;11.3;11.5
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2216;193;Municipio/TIOC;Chuquisaca;Zud ¤ez;Mojocoya;25 a 39 ;1,209;579;630;4.9;5.6;4.2;1,326;646;680;6.8;7.4;6.2;1,524;780;744;9.8;10.0;9.6
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2217;194;Municipio/TIOC;Chuquisaca;Zud ¤ez;Mojocoya;40 a 59 ;1,188;593;595;2.3;3.4;1.2;1,408;688;720;4.1;4.8;3.4;1,127;576;551;5.7;6.2;5.1
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2218;195;Municipio/TIOC;Chuquisaca;Zud ¤ez;Mojocoya;60 o m s ;666;318;348;0.6;0.9;0.4;950;437;513;2.2;2.7;1.7;879;450;429;2.4;3.2;1.6
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2219;196;Municipio/TIOC;Chuquisaca;Zud ¤ez;Icla;Icla;3,683;1,715;1,968;2.1;2.7;1.6;4,050;1,989;2,061;4.0;4.7;3.4;5,959;3,025;2,934;6.4;6.9;5.8
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2220;197;Municipio/TIOC;Chuquisaca;Zud ¤ez;Icla;19 a 24 ;559;255;304;4.2;4.6;3.9;532;278;254;8.5;9.0;8.0;1,038;559;479;10.1;10.0;10.3
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2221;198;Municipio/TIOC;Chuquisaca;Zud ¤ez;Icla;25 a 39 ;1,221;583;638;3.1;3.9;2.4;1,201;617;584;5.6;6.1;5.1;1,876;984;892;9.4;9.5;9.2
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2222;199;Municipio/TIOC;Chuquisaca;Zud ¤ez;Icla;40 a 59 ;1,185;571;614;1.2;1.8;0.7;1,288;646;642;2.7;3.5;2.0;1,760;909;851;4.5;5.2;3.7
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2223;200;Municipio/TIOC;Chuquisaca;Zud ¤ez;Icla;60 o m s ;718;306;412;0.2;0.3;0.1;1,029;448;581;1.5;1.8;1.2;1,285;573;712;1.5;2.1;1.0
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2224;201;Municipio/TIOC;Chuquisaca;Zud ¤ez;Icla;Urbana;;;;;;;;;;;;;;;;;;
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2225;202;Municipio/TIOC;Chuquisaca;Zud ¤ez;Icla;19 a 24 ;;;;;;;;;;;;;;;;;;
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2226;203;Municipio/TIOC;Chuquisaca;Zud ¤ez;Icla;25 a 39 ;;;;;;;;;;;;;;;;;;
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2227;204;Municipio/TIOC;Chuquisaca;Zud ¤ez;Icla;40 a 59 ;;;;;;;;;;;;;;;;;;
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2228;205;Municipio/TIOC;Chuquisaca;Zud ¤ez;Icla;60 o m s ;;;;;;;;;;;;;;;;;;
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2229;206;Municipio/TIOC;Chuquisaca;Zud ¤ez;Icla;Rural;3,683;1,715;1,968;2.1;2.7;1.6;4,050;1,989;2,061;4.0;4.7;3.4;5,959;3,025;2,934;6.4;6.9;5.8
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2230;207;Municipio/TIOC;Chuquisaca;Zud ¤ez;Icla;19 a 24 ;559;255;304;4.2;4.6;3.9;532;278;254;8.5;9.0;8.0;1,038;559;479;10.1;10.0;10.3
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2231;208;Municipio/TIOC;Chuquisaca;Zud ¤ez;Icla;25 a 39 ;1,221;583;638;3.1;3.9;2.4;1,201;617;584;5.6;6.1;5.1;1,876;984;892;9.4;9.5;9.2
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2232;209;Municipio/TIOC;Chuquisaca;Zud ¤ez;Icla;40 a 59 ;1,185;571;614;1.2;1.8;0.7;1,288;646;642;2.7;3.5;2.0;1,760;909;851;4.5;5.2;3.7
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2233;210;Municipio/TIOC;Chuquisaca;Zud ¤ez;Icla;60 o m s ;718;306;412;0.2;0.3;0.1;1,029;448;581;1.5;1.8;1.2;1,285;573;712;1.5;2.1;1.0
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2234;211;Provincia;Chuquisaca;Tomina;;Tomina;17,284;8,558;8,726;3.0;3.5;2.5;20,418;10,357;10,061;5.3;5.8;4.9;22,688;11,473;11,215;7.3;7.5;7.0
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2235;212;Provincia;Chuquisaca;Tomina;;19 a 24 ;2,853;1,434;1,419;4.7;5.0;4.3;3,185;1,719;1,466;8.6;8.6;8.7;3,382;1,711;1,671;10.7;10.5;11.0
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2236;213;Provincia;Chuquisaca;Tomina;;25 a 39 ;5,958;2,985;2,973;4.0;4.5;3.6;6,669;3,420;3,249;6.8;7.1;6.4;7,137;3,690;3,447;10.1;9.9;10.3
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2237;214;Provincia;Chuquisaca;Tomina;;40 a 59 ;5,405;2,698;2,707;2.2;2.9;1.4;6,365;3,238;3,127;4.2;4.7;3.6;7,186;3,665;3,521;5.9;6.3;5.5
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2238;215;Provincia;Chuquisaca;Tomina;;60 o m s ;3,068;1,441;1,627;0.9;1.2;0.6;4,199;1,980;2,219;2.4;2.8;2.0;4,983;2,407;2,576;3.0;3.7;2.2
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2239;216;Provincia;Chuquisaca;Tomina;;Urbana;1,344;598;746;7.2;8.1;6.5;3,143;1,446;1,697;8.2;9.0;7.4;4,097;1,952;2,145;10.0;10.3;9.7
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2240;217;Provincia;Chuquisaca;Tomina;;19 a 24 ;226;101;125;8.9;9.3;8.6;510;262;248;10.5;10.7;10.3;660;316;344;12.7;12.2;13.1
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2241;218;Provincia;Chuquisaca;Tomina;;25 a 39 ;490;221;269;8.9;9.4;8.5;1,154;558;596;9.9;10.4;9.4;1,385;676;709;11.9;11.5;12.2
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2242;219;Provincia;Chuquisaca;Tomina;;40 a 59 ;377;178;199;6.8;8.1;5.7;857;387;470;7.1;7.8;6.5;1,267;597;670;9.1;9.7;8.6
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2243;220;Provincia;Chuquisaca;Tomina;;60 o m s ;251;98;153;3.0;4.1;2.3;622;239;383;4.5;5.9;3.6;785;363;422;5.8;7.0;4.7
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2244;221;Provincia;Chuquisaca;Tomina;;Rural;15,940;7,960;7,980;2.6;3.2;2.1;17,275;8,911;8,364;4.8;5.2;4.4;18,591;9,521;9,070;6.7;7.0;6.4
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2245;222;Provincia;Chuquisaca;Tomina;;19 a 24 ;2,627;1,333;1,294;4.3;4.7;3.9;2,675;1,457;1,218;8.3;8.2;8.4;2,722;1,395;1,327;10.3;10.1;10.4
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2246;223;Provincia;Chuquisaca;Tomina;;25 a 39 ;5,468;2,764;2,704;3.6;4.1;3.1;5,515;2,862;2,653;6.1;6.4;5.8;5,752;3,014;2,738;9.7;9.5;9.8
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2247;224;Provincia;Chuquisaca;Tomina;;40 a 59 ;5,028;2,520;2,508;1.8;2.5;1.1;5,508;2,851;2,657;3.7;4.3;3.1;5,919;3,068;2,851;5.2;5.7;4.8
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2248;225;Provincia;Chuquisaca;Tomina;;60 o m s ;2,817;1,343;1,474;0.7;1.0;0.4;3,577;1,741;1,836;2.0;2.4;1.7;4,198;2,044;2,154;2.4;3.2;1.8
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2249;226;Municipio/TIOC;Chuquisaca;Tomina;Padilla;Padilla;5,942;2,957;2,985;3.6;4.2;3.1;6,080;3,101;2,979;5.5;5.8;5.2;6,296;3,217;3,079;7.6;7.6;7.5
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2250;227;Municipio/TIOC;Chuquisaca;Tomina;Padilla;19 a 24 ;1,005;525;480;5.3;5.6;5.1;862;454;408;8.3;8.1;8.5;830;400;430;11.4;10.9;11.9
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2251;228;Municipio/TIOC;Chuquisaca;Tomina;Padilla;25 a 39 ;2,014;1,010;1,004;4.8;5.2;4.5;1,957;1,030;927;7.0;7.1;6.8;1,812;954;858;10.2;9.8;10.6
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2252;229;Municipio/TIOC;Chuquisaca;Tomina;Padilla;40 a 59 ;1,902;961;941;2.8;3.5;2.2;1,930;992;938;4.7;5.1;4.3;2,112;1,094;1,018;6.5;6.7;6.3
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2253;230;Municipio/TIOC;Chuquisaca;Tomina;Padilla;60 o m s ;1,021;461;560;1.2;1.7;0.7;1,331;625;706;2.8;3.2;2.4;1,542;769;773;3.8;4.5;3.2
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2254;231;Municipio/TIOC;Chuquisaca;Tomina;Padilla;Urbana;1,344;598;746;7.2;8.1;6.5;1,933;895;1,038;8.5;9.3;7.8;2,824;1,345;1,479;10.1;10.2;10.0
