cuadro;no;nivel;departamento;provincia;municipio_tioc;area;numero_de_personas_2001_total;numero_de_personas_2001_tiene;numero_de_personas_2001_no_tiene;numero_de_personas_2001_total;numero_de_personas_2001_tiene;numero_de_personas_2001_no_tiene;numero_de_personas_2001_total;numero_de_personas_2001_tiene;numero_de_personas_2001_no_tiene
BOLIVIA: POBLACIÓN CON ACCESO A SANEAMIENTO MEJORADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2349;326;Municipio/TIOC;La Paz;Sur Yungas;Chulumani;Urbana;2,406;1,302;1,104;1,898;1,466;432;2,513;1,997;516
BOLIVIA: POBLACIÓN CON ACCESO A SANEAMIENTO MEJORADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2350;327;Municipio/TIOC;La Paz;Sur Yungas;Chulumani;Rural;10,360;2,997;7,363;15,558;5,829;9,729;15,608;10,115;5,493
BOLIVIA: POBLACIÓN CON ACCESO A SANEAMIENTO MEJORADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2351;328;Municipio/TIOC;La Paz;Sur Yungas;Irupana;Irupana;11,208;3,449;7,759;16,725;7,081;9,644;22,051;12,585;9,466
BOLIVIA: POBLACIÓN CON ACCESO A SANEAMIENTO MEJORADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2352;329;Municipio/TIOC;La Paz;Sur Yungas;Irupana;Urbana;;;;;;;2,720;1,671;1,049
BOLIVIA: POBLACIÓN CON ACCESO A SANEAMIENTO MEJORADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2353;330;Municipio/TIOC;La Paz;Sur Yungas;Irupana;Rural;11,208;3,449;7,759;16,725;7,081;9,644;19,331;10,914;8,417
BOLIVIA: POBLACIÓN CON ACCESO A SANEAMIENTO MEJORADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2354;331;Municipio/TIOC;La Paz;Sur Yungas;Yanacachi;Yanacachi;3,880;1,958;1,922;6,196;3,706;2,490;7,412;5,846;1,566
BOLIVIA: POBLACIÓN CON ACCESO A SANEAMIENTO MEJORADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2355;332;Municipio/TIOC;La Paz;Sur Yungas;Yanacachi;Urbana;;;;;;;;;
BOLIVIA: POBLACIÓN CON ACCESO A SANEAMIENTO MEJORADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2356;333;Municipio/TIOC;La Paz;Sur Yungas;Yanacachi;Rural;3,880;1,958;1,922;6,196;3,706;2,490;7,412;5,846;1,566
BOLIVIA: POBLACIÓN CON ACCESO A SANEAMIENTO MEJORADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2357;334;Municipio/TIOC;La Paz;Sur Yungas;Palos Blancos;Palos Blancos;16,152;8,175;7,977;24,009;11,503;12,506;27,002;14,545;12,457
BOLIVIA: POBLACIÓN CON ACCESO A SANEAMIENTO MEJORADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2358;335;Municipio/TIOC;La Paz;Sur Yungas;Palos Blancos;Urbana;2,900;61;2,839;5,394;1,709;3,685;7,572;2,414;5,158
BOLIVIA: POBLACIÓN CON ACCESO A SANEAMIENTO MEJORADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2359;336;Municipio/TIOC;La Paz;Sur Yungas;Palos Blancos;Rural;13,252;8,114;5,138;18,615;9,794;8,821;19,430;12,131;7,299
BOLIVIA: POBLACIÓN CON ACCESO A SANEAMIENTO MEJORADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2360;337;Municipio/TIOC;La Paz;Sur Yungas;La Asunta;La Asunta;17,806;4,886;12,920;39,583;11,433;28,150;45,262;22,587;22,675
BOLIVIA: POBLACIÓN CON ACCESO A SANEAMIENTO MEJORADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2361;338;Municipio/TIOC;La Paz;Sur Yungas;La Asunta;Urbana;;;;2,287;1,372;915;2,838;2,341;497
BOLIVIA: POBLACIÓN CON ACCESO A SANEAMIENTO MEJORADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2362;339;Municipio/TIOC;La Paz;Sur Yungas;La Asunta;Rural;17,806;4,886;12,920;37,296;10,061;27,235;42,424;20,246;22,178
BOLIVIA: POBLACIÓN CON ACCESO A SANEAMIENTO MEJORADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2363;340;Provincia;La Paz;Los Andes;;Los Andes;69,227;22,455;46,772;78,124;33,297;44,827;116,489;64,650;51,839
BOLIVIA: POBLACIÓN CON ACCESO A SANEAMIENTO MEJORADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2364;341;Provincia;La Paz;Los Andes;;Urbana;;;;2,249;1,689;560;29,627;12,262;17,365
BOLIVIA: POBLACIÓN CON ACCESO A SANEAMIENTO MEJORADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2365;342;Provincia;La Paz;Los Andes;;Rural;69,227;22,455;46,772;75,875;31,608;44,267;86,862;52,388;34,474
BOLIVIA: POBLACIÓN CON ACCESO A SANEAMIENTO MEJORADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2366;343;Municipio/TIOC;La Paz;Los Andes;Pucarani;Pucarani;24,433;8,616;15,817;29,868;13,186;16,682;49,615;23,356;26,259
BOLIVIA: POBLACIÓN CON ACCESO A SANEAMIENTO MEJORADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2367;344;Municipio/TIOC;La Paz;Los Andes;Pucarani;Urbana;;;;;;;15,803;2,680;13,123
BOLIVIA: POBLACIÓN CON ACCESO A SANEAMIENTO MEJORADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2368;345;Municipio/TIOC;La Paz;Los Andes;Pucarani;Rural;24,433;8,616;15,817;29,868;13,186;16,682;33,812;20,676;13,136
BOLIVIA: POBLACIÓN CON ACCESO A SANEAMIENTO MEJORADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2369;346;Municipio/TIOC;La Paz;Los Andes;Laja;Laja;16,251;4,816;11,435;24,433;9,000;15,433;38,520;23,146;15,374
BOLIVIA: POBLACIÓN CON ACCESO A SANEAMIENTO MEJORADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2370;347;Municipio/TIOC;La Paz;Los Andes;Laja;Urbana;;;;;;;10,934;7,079;3,855
BOLIVIA: POBLACIÓN CON ACCESO A SANEAMIENTO MEJORADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2371;348;Municipio/TIOC;La Paz;Los Andes;Laja;Rural;16,251;4,816;11,435;24,433;9,000;15,433;27,586;16,067;11,519
BOLIVIA: POBLACIÓN CON ACCESO A SANEAMIENTO MEJORADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2372;349;Municipio/TIOC;La Paz;Los Andes;Batallas;Batallas;20,799;7,032;13,767;17,366;9,294;8,072;20,533;14,474;6,059
BOLIVIA: POBLACIÓN CON ACCESO A SANEAMIENTO MEJORADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2373;350;Municipio/TIOC;La Paz;Los Andes;Batallas;Urbana;;;;2,249;1,689;560;2,890;2,503;387
BOLIVIA: POBLACIÓN CON ACCESO A SANEAMIENTO MEJORADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2374;351;Municipio/TIOC;La Paz;Los Andes;Batallas;Rural;20,799;7,032;13,767;15,117;7,605;7,512;17,643;11,971;5,672
BOLIVIA: POBLACIÓN CON ACCESO A SANEAMIENTO MEJORADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2375;352;Municipio/TIOC;La Paz;Los Andes;Puerto Pérez;Puerto Pérez;7,744;1,991;5,753;6,457;1,817;4,640;7,821;3,674;4,147
BOLIVIA: POBLACIÓN CON ACCESO A SANEAMIENTO MEJORADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2376;353;Municipio/TIOC;La Paz;Los Andes;Puerto Pérez;Urbana;;;;;;;;;
BOLIVIA: POBLACIÓN CON ACCESO A SANEAMIENTO MEJORADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2377;354;Municipio/TIOC;La Paz;Los Andes;Puerto Pérez;Rural;7,744;1,991;5,753;6,457;1,817;4,640;7,821;3,674;4,147
BOLIVIA: POBLACIÓN CON ACCESO A SANEAMIENTO MEJORADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2378;355;Provincia;La Paz;Aroma;;Aroma;85,578;23,842;61,736;97,295;28,332;68,963;111,788;50,402;61,386
BOLIVIA: POBLACIÓN CON ACCESO A SANEAMIENTO MEJORADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2379;356;Provincia;La Paz;Aroma;;Urbana;17,353;69;17,284;27,698;6,738;20,960;33,539;10,940;22,599
BOLIVIA: POBLACIÓN CON ACCESO A SANEAMIENTO MEJORADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2380;357;Provincia;La Paz;Aroma;;Rural;68,225;23,773;44,452;69,597;21,594;48,003;78,249;39,462;38,787
BOLIVIA: POBLACIÓN CON ACCESO A SANEAMIENTO MEJORADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2381;358;Municipio/TIOC;La Paz;Aroma;Sicasica;Sicasica;26,714;4,888;21,826;31,159;5,825;25,334;33,784;13,826;19,958
BOLIVIA: POBLACIÓN CON ACCESO A SANEAMIENTO MEJORADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2382;359;Municipio/TIOC;La Paz;Aroma;Sicasica;Urbana;6,781;31;6,750;11,048;2,122;8,926;9,608;3,645;5,963
BOLIVIA: POBLACIÓN CON ACCESO A SANEAMIENTO MEJORADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2383;360;Municipio/TIOC;La Paz;Aroma;Sicasica;Rural;19,933;4,857;15,076;20,111;3,703;16,408;24,176;10,181;13,995
BOLIVIA: POBLACIÓN CON ACCESO A SANEAMIENTO MEJORADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2384;361;Municipio/TIOC;La Paz;Aroma;Umala;Umala;9,551;4,295;5,256;8,868;3,233;5,635;9,076;5,071;4,005
BOLIVIA: POBLACIÓN CON ACCESO A SANEAMIENTO MEJORADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2385;362;Municipio/TIOC;La Paz;Aroma;Umala;Urbana;;;;;;;;;
BOLIVIA: POBLACIÓN CON ACCESO A SANEAMIENTO MEJORADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2386;363;Municipio/TIOC;La Paz;Aroma;Umala;Rural;9,551;4,295;5,256;8,868;3,233;5,635;9,076;5,071;4,005
BOLIVIA: POBLACIÓN CON ACCESO A SANEAMIENTO MEJORADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2387;364;Municipio/TIOC;La Paz;Aroma;Ayo Ayo;Ayo Ayo;6,959;2,293;4,666;7,768;1,598;6,170;11,242;4,025;7,217
BOLIVIA: POBLACIÓN CON ACCESO A SANEAMIENTO MEJORADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2388;365;Municipio/TIOC;La Paz;Aroma;Ayo Ayo;Urbana;;;;;;;;;
BOLIVIA: POBLACIÓN CON ACCESO A SANEAMIENTO MEJORADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2389;366;Municipio/TIOC;La Paz;Aroma;Ayo Ayo;Rural;6,959;2,293;4,666;7,768;1,598;6,170;11,242;4,025;7,217
BOLIVIA: POBLACIÓN CON ACCESO A SANEAMIENTO MEJORADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2390;367;Municipio/TIOC;La Paz;Aroma;Calamarca;Calamarca;12,079;3,485;8,594;12,344;3,528;8,816;15,249;8,610;6,639
BOLIVIA: POBLACIÓN CON ACCESO A SANEAMIENTO MEJORADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2391;368;Municipio/TIOC;La Paz;Aroma;Calamarca;Urbana;;;;;;;;;
BOLIVIA: POBLACIÓN CON ACCESO A SANEAMIENTO MEJORADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2392;369;Municipio/TIOC;La Paz;Aroma;Calamarca;Rural;12,079;3,485;8,594;12,344;3,528;8,816;15,249;8,610;6,639
BOLIVIA: POBLACIÓN CON ACCESO A SANEAMIENTO MEJORADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2393;370;Municipio/TIOC;La Paz;Aroma;Patacamaya;Patacamaya;19,413;5,333;14,080;22,315;10,764;11,551;24,462;13,466;10,996
BOLIVIA: POBLACIÓN CON ACCESO A SANEAMIENTO MEJORADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2394;371;Municipio/TIOC;La Paz;Aroma;Patacamaya;Urbana;8,222;38;8,184;10,779;4,562;6,217;12,801;6,250;6,551
BOLIVIA: POBLACIÓN CON ACCESO A SANEAMIENTO MEJORADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2395;372;Municipio/TIOC;La Paz;Aroma;Patacamaya;Rural;11,191;5,295;5,896;11,536;6,202;5,334;11,661;7,216;4,445
BOLIVIA: POBLACIÓN CON ACCESO A SANEAMIENTO MEJORADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2396;373;Municipio/TIOC;La Paz;Aroma;Colquencha;Colquencha;8,014;1,720;6,294;9,862;2,379;7,483;12,468;3,970;8,498
BOLIVIA: POBLACIÓN CON ACCESO A SANEAMIENTO MEJORADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2397;374;Municipio/TIOC;La Paz;Aroma;Colquencha;Urbana;2,350;0;2,350;3,074;13;3,061;7,447;692;6,755
BOLIVIA: POBLACIÓN CON ACCESO A SANEAMIENTO MEJORADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2398;375;Municipio/TIOC;La Paz;Aroma;Colquencha;Rural;5,664;1,720;3,944;6,788;2,366;4,422;5,021;3,278;1,743
BOLIVIA: POBLACIÓN CON ACCESO A SANEAMIENTO MEJORADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2399;376;Municipio/TIOC;La Paz;Aroma;Collana;Collana;2,848;1,828;1,020;4,979;1,005;3,974;5,507;1,434;4,073
BOLIVIA: POBLACIÓN CON ACCESO A SANEAMIENTO MEJORADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2400;377;Municipio/TIOC;La Paz;Aroma;Collana;Urbana;;;;2,797;41;2,756;3,683;353;3,330
BOLIVIA: POBLACIÓN CON ACCESO A SANEAMIENTO MEJORADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2401;378;Municipio/TIOC;La Paz;Aroma;Collana;Rural;2,848;1,828;1,020;2,182;964;1,218;1,824;1,081;743
BOLIVIA: POBLACIÓN CON ACCESO A SANEAMIENTO MEJORADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2402;379;Provincia;La Paz;Nor Yungas;;Nor Yungas;22,124;7,369;14,755;35,495;17,099;18,396;49,530;32,249;17,281
BOLIVIA: POBLACIÓN CON ACCESO A SANEAMIENTO MEJORADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2403;380;Provincia;La Paz;Nor Yungas;;Urbana;4,090;2,022;2,068;2,205;1,754;451;5,620;4,287;1,333
BOLIVIA: POBLACIÓN CON ACCESO A SANEAMIENTO MEJORADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2404;381;Provincia;La Paz;Nor Yungas;;Rural;18,034;5,347;12,687;33,290;15,345;17,945;43,910;27,962;15,948
BOLIVIA: POBLACIÓN CON ACCESO A SANEAMIENTO MEJORADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2405;382;Municipio/TIOC;La Paz;Nor Yungas;Coroico;Coroico;10,889;4,923;5,966;18,727;8,880;9,847;26,606;16,132;10,474
BOLIVIA: POBLACIÓN CON ACCESO A SANEAMIENTO MEJORADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2406;383;Municipio/TIOC;La Paz;Nor Yungas;Coroico;Urbana;1,977;1,391;586;2,205;1,754;451;2,638;1,678;960
BOLIVIA: POBLACIÓN CON ACCESO A SANEAMIENTO MEJORADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2407;384;Municipio/TIOC;La Paz;Nor Yungas;Coroico;Rural;8,912;3,532;5,380;16,522;7,126;9,396;23,968;14,454;9,514
BOLIVIA: POBLACIÓN CON ACCESO A SANEAMIENTO MEJORADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2408;385;Municipio/TIOC;La Paz;Nor Yungas;Coripata;Coripata;11,235;2,446;8,789;16,768;8,219;8,549;22,924;16,117;6,807
BOLIVIA: POBLACIÓN CON ACCESO A SANEAMIENTO MEJORADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2409;386;Municipio/TIOC;La Paz;Nor Yungas;Coripata;Urbana;2,113;631;1,482;;;;2,982;2,609;373
BOLIVIA: POBLACIÓN CON ACCESO A SANEAMIENTO MEJORADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2410;387;Municipio/TIOC;La Paz;Nor Yungas;Coripata;Rural;9,122;1,815;7,307;16,768;8,219;8,549;19,942;13,508;6,434
BOLIVIA: POBLACIÓN CON ACCESO A SANEAMIENTO MEJORADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2411;388;Provincia;La Paz;Abel Iturralde;;Abel Iturralde;11,193;5,894;5,299;16,552;8,304;8,248;20,974;12,501;8,473
BOLIVIA: POBLACIÓN CON ACCESO A SANEAMIENTO MEJORADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2412;389;Provincia;La Paz;Abel Iturralde;;Urbana;2,226;435;1,791;6,948;1,677;5,271;8,581;2,564;6,017
BOLIVIA: POBLACIÓN CON ACCESO A SANEAMIENTO MEJORADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2413;390;Provincia;La Paz;Abel Iturralde;;Rural;8,967;5,459;3,508;9,604;6,627;2,977;12,393;9,937;2,456
BOLIVIA: POBLACIÓN CON ACCESO A SANEAMIENTO MEJORADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2414;391;Municipio/TIOC;La Paz;Abel Iturralde;Ixiamas;Ixiamas;5,207;2,889;2,318;8,338;3,251;5,087;11,330;5,720;5,610
BOLIVIA: POBLACIÓN CON ACCESO A SANEAMIENTO MEJORADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2415;392;Municipio/TIOC;La Paz;Abel Iturralde;Ixiamas;Urbana;;;;3,580;39;3,541;4,263;399;3,864
BOLIVIA: POBLACIÓN CON ACCESO A SANEAMIENTO MEJORADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2416;393;Municipio/TIOC;La Paz;Abel Iturralde;Ixiamas;Rural;5,207;2,889;2,318;4,758;3,212;1,546;7,067;5,321;1,746
