cuadro;no;nivel;departamento;provincia;municipio_tioc;area;numero_de_viviendas_2001_total;numero_de_viviendas_2001_canheria_de_red;numero_de_viviendas_2001_pileta_publica;numero_de_viviendas_2001_carro_repartidor;numero_de_viviendas_2001_pozo_o_noria_con_bomba;numero_de_viviendas_2001_pozo_o_noria_sin_bomba;numero_de_viviendas_2001_rio,_vertiente,_acequia;numero_de_viviendas_2001_lago,_laguna,_curiche;numero_de_viviendas_2001_otra;numero_de_viviendas_2012_total;numero_de_viviendas_2012_canheria_de_red;numero_de_viviendas_2012_pileta_publica;numero_de_viviendas_2012_carro_repartidor_-aguatero-;numero_de_viviendas_2012_pozo_o_noria_con_bomba;numero_de_viviendas_2012_pozo_o_noria_sin_bomba;numero_de_viviendas_2012_lluvia,_rio,_vertiente,_acequia;numero_de_viviendas_2012_lago,_laguna,_curichi;numero_de_viviendas_2024_total;numero_de_viviendas_2024_canheria_de_red;numero_de_viviendas_2024_pileta_publica;numero_de_viviendas_2024_carro_repartidor_-aguatero-;numero_de_viviendas_2024_pozo_excavado_o_perforado_con_bomba;numero_de_viviendas_2024_pozo_no_protegido_o_sin_bomba;numero_de_viviendas_2024_cosecha_de_agua_de_lluvia;numero_de_viviendas_2024_manantial_o_vertiente_protegida;numero_de_viviendas_2024_rio,_acequia_o_vertiente_no_protegida;numero_de_viviendas_2024_otro
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2279;256;Municipio/TIOC;La Paz;Franz Tamayo;Pelechuco;Pelechuco;1,438;135;276;1;68;330;578;43;7;2,230;541;179;0;118;450;859;83;3,068;1,078;403;3;226;398;137;456;300;67
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2280;257;Municipio/TIOC;La Paz;Franz Tamayo;Pelechuco;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2281;258;Municipio/TIOC;La Paz;Franz Tamayo;Pelechuco;Rural;1,438;135;276;1;68;330;578;43;7;2,230;541;179;0;118;450;859;83;3,068;1,078;403;3;226;398;137;456;300;67
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2282;259;Provincia;La Paz;Ingavi;;Ingavi;27,626;9,095;1,296;54;2,266;11,871;2,320;220;504;44,000;21,489;5,899;123;3,130;11,137;2,025;197;64,052;43,529;5,830;194;4,086;4,819;2,054;583;779;2,178
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2283;260;Provincia;La Paz;Ingavi;;Urbana;7,813;5,489;289;40;186;1,564;33;2;210;21,261;13,514;3,206;55;559;3,474;416;37;34,456;29,725;1,712;78;562;745;547;19;21;1,047
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2284;261;Provincia;La Paz;Ingavi;;Rural;19,813;3,606;1,007;14;2,080;10,307;2,287;218;294;22,739;7,975;2,693;68;2,571;7,663;1,609;160;29,596;13,804;4,118;116;3,524;4,074;1,507;564;758;1,131
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2285;262;Municipio/TIOC;La Paz;Ingavi;Viacha;Viacha;12,793;5,226;362;42;894;5,404;485;67;313;26,248;14,017;3,688;114;1,553;6,064;727;85;41,941;32,020;2,830;177;2,132;2,038;1,030;139;132;1,443
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2286;263;Municipio/TIOC;La Paz;Ingavi;Viacha;Urbana;7,302;5,003;275;40;186;1,564;33;2;199;19,740;12,335;3,029;52;559;3,345;385;35;32,953;28,380;1,633;78;551;724;528;18;19;1,022
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2287;264;Municipio/TIOC;La Paz;Ingavi;Viacha;Rural;5,491;223;87;2;708;3,840;452;65;114;6,508;1,682;659;62;994;2,719;342;50;8,988;3,640;1,197;99;1,581;1,314;502;121;113;421
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2288;265;Municipio/TIOC;La Paz;Ingavi;Puerto Mayor de Guaqui;Puerto Mayor de Guaqui;2,272;1,053;242;7;148;656;122;13;31;2,731;1,396;442;0;252;477;139;25;3,220;2,261;314;0;153;130;97;81;69;115
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2289;266;Municipio/TIOC;La Paz;Ingavi;Puerto Mayor de Guaqui;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2290;267;Municipio/TIOC;La Paz;Ingavi;Puerto Mayor de Guaqui;Rural;2,272;1,053;242;7;148;656;122;13;31;2,731;1,396;442;0;252;477;139;25;3,220;2,261;314;0;153;130;97;81;69;115
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2291;268;Municipio/TIOC;La Paz;Ingavi;Tiahuanacu;Tiahuanacu;2,950;748;189;1;123;1,435;364;19;71;3,594;1,255;897;4;125;1,094;196;23;4,653;2,163;867;6;413;710;123;74;95;202
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2292;269;Municipio/TIOC;La Paz;Ingavi;Tiahuanacu;Urbana;;;;;;;;;;440;187;106;0;0;122;25;0;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2293;270;Municipio/TIOC;La Paz;Ingavi;Tiahuanacu;Rural;2,950;748;189;1;123;1,435;364;19;71;3,154;1,068;791;4;125;972;171;23;4,653;2,163;867;6;413;710;123;74;95;202
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2294;271;Municipio/TIOC;La Paz;Ingavi;Desaguadero;Desaguadero;1,444;911;69;0;117;220;99;2;26;2,250;1,876;169;3;31;121;45;5;2,675;2,192;237;1;47;52;57;31;9;49
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2295;272;Municipio/TIOC;La Paz;Ingavi;Desaguadero;Urbana;511;486;14;0;0;0;0;0;11;1,081;992;71;3;0;7;6;2;1,503;1,345;79;0;11;21;19;1;2;25
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2296;273;Municipio/TIOC;La Paz;Ingavi;Desaguadero;Rural;933;425;55;0;117;220;99;2;15;1,169;884;98;0;31;114;39;3;1,172;847;158;1;36;31;38;30;7;24
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2297;274;Municipio/TIOC;La Paz;Ingavi;La (Marka) San Andrés de Machaca;La (Marka) San Andrés de Machaca;2,166;97;91;1;357;1,342;231;27;20;2,391;91;183;0;685;1,199;212;21;3,114;363;342;5;822;935;396;68;83;100
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2298;275;Municipio/TIOC;La Paz;Ingavi;La (Marka) San Andrés de Machaca;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2299;276;Municipio/TIOC;La Paz;Ingavi;La (Marka) San Andrés de Machaca;Rural;2,166;97;91;1;357;1,342;231;27;20;2,391;91;183;0;685;1,199;212;21;3,114;363;342;5;822;935;396;68;83;100
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2300;277;Municipio/TIOC;La Paz;Ingavi;Jesús de Machaka;Jesús de Machaka;4,239;846;156;2;462;1,700;951;90;32;4,967;1,860;370;0;415;1,661;628;33;5,887;3,042;834;5;315;724;285;136;384;162
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2301;278;Municipio/TIOC;La Paz;Ingavi;Jesús de Machaka;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2302;279;Municipio/TIOC;La Paz;Ingavi;Jesús de Machaka;Rural;4,239;846;156;2;462;1,700;951;90;32;4,967;1,860;370;0;415;1,661;628;33;5,887;3,042;834;5;315;724;285;136;384;162
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2303;280;Municipio/TIOC;La Paz;Ingavi;Taraco;Taraco;1,762;214;187;1;165;1,114;68;2;11;1,819;994;150;2;69;521;78;5;2,562;1,488;406;0;204;230;66;54;7;107
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2304;281;Municipio/TIOC;La Paz;Ingavi;Taraco;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2305;282;Municipio/TIOC;La Paz;Ingavi;Taraco;Rural;1,762;214;187;1;165;1,114;68;2;11;1,819;994;150;2;69;521;78;5;2,562;1,488;406;0;204;230;66;54;7;107
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2306;283;Provincia;La Paz;Loayza;;Loayza;11,959;3,544;2,915;22;80;1,882;3,311;56;149;15,147;6,777;2,798;5;149;1,495;3,785;138;21,883;9,973;3,214;13;206;1,171;2,685;1,684;2,236;701
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2307;284;Provincia;La Paz;Loayza;;Urbana;;;;;;;;;;;;;;;;;;444;352;40;2;6;4;8;3;11;18
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2308;285;Provincia;La Paz;Loayza;;Rural;11,959;3,544;2,915;22;80;1,882;3,311;56;149;15,147;6,777;2,798;5;149;1,495;3,785;138;21,439;9,621;3,174;11;200;1,167;2,677;1,681;2,225;683
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2309;286;Municipio/TIOC;La Paz;Loayza;Luribay;Luribay;2,571;829;578;1;10;352;735;28;38;3,913;1,923;800;0;22;211;936;21;4,434;2,520;783;0;30;170;450;173;179;129
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2310;287;Municipio/TIOC;La Paz;Loayza;Luribay;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2311;288;Municipio/TIOC;La Paz;Loayza;Luribay;Rural;2,571;829;578;1;10;352;735;28;38;3,913;1,923;800;0;22;211;936;21;4,434;2,520;783;0;30;170;450;173;179;129
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2312;289;Municipio/TIOC;La Paz;Loayza;Sapahaqui;Sapahaqui;3,287;660;982;20;27;249;1,288;15;46;4,624;1,292;775;3;43;478;1,981;52;6,638;2,168;726;4;32;135;1,993;689;688;203
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2313;290;Municipio/TIOC;La Paz;Loayza;Sapahaqui;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2314;291;Municipio/TIOC;La Paz;Loayza;Sapahaqui;Rural;3,287;660;982;20;27;249;1,288;15;46;4,624;1,292;775;3;43;478;1,981;52;6,638;2,168;726;4;32;135;1,993;689;688;203
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2315;292;Municipio/TIOC;La Paz;Loayza;Yaco;Yaco;2,207;682;533;0;19;765;170;2;36;2,306;1,137;466;0;26;485;174;18;4,142;1,848;782;4;120;684;102;238;217;147
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2316;293;Municipio/TIOC;La Paz;Loayza;Yaco;Urbana;;;;;;;;;;;;;;;;;;444;352;40;2;6;4;8;3;11;18
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2317;294;Municipio/TIOC;La Paz;Loayza;Yaco;Rural;2,207;682;533;0;19;765;170;2;36;2,306;1,137;466;0;26;485;174;18;3,698;1,496;742;2;114;680;94;235;206;129
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2318;295;Municipio/TIOC;La Paz;Loayza;Malla;Malla;958;303;382;0;4;168;85;5;11;1,234;439;436;0;34;113;184;28;1,777;768;426;1;8;73;46;146;232;77
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2319;296;Municipio/TIOC;La Paz;Loayza;Malla;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2320;297;Municipio/TIOC;La Paz;Loayza;Malla;Rural;958;303;382;0;4;168;85;5;11;1,234;439;436;0;34;113;184;28;1,777;768;426;1;8;73;46;146;232;77
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2321;298;Municipio/TIOC;La Paz;Loayza;Cairoma;Cairoma;2,936;1,070;440;1;20;348;1,033;6;18;3,070;1,986;321;2;24;208;510;19;4,892;2,669;497;4;16;109;94;438;920;145
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2322;299;Municipio/TIOC;La Paz;Loayza;Cairoma;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2323;300;Municipio/TIOC;La Paz;Loayza;Cairoma;Rural;2,936;1,070;440;1;20;348;1,033;6;18;3,070;1,986;321;2;24;208;510;19;4,892;2,669;497;4;16;109;94;438;920;145
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2324;301;Provincia;La Paz;Inquisivi;;Inquisivi;15,936;5,322;1,963;13;139;3,533;4,779;80;107;19,846;9,955;3,399;8;120;2,036;4,181;147;30,583;15,424;5,159;35;242;2,304;701;2,007;4,000;711
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2325;302;Provincia;La Paz;Inquisivi;;Urbana;1,781;959;724;0;5;28;26;0;39;3,248;1,831;1,347;3;9;16;40;2;5,831;3,654;1,636;5;15;57;128;131;101;104
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2326;303;Provincia;La Paz;Inquisivi;;Rural;14,155;4,363;1,239;13;134;3,505;4,753;80;68;16,598;8,124;2,052;5;111;2,020;4,141;145;24,752;11,770;3,523;30;227;2,247;573;1,876;3,899;607
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2327;304;Municipio/TIOC;La Paz;Inquisivi;Inquisivi;Inquisivi;4,091;1,164;439;9;30;861;1,548;17;23;4,894;1,890;405;2;29;611;1,921;36;7,144;2,859;802;4;80;531;247;609;1,859;153
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2328;305;Municipio/TIOC;La Paz;Inquisivi;Inquisivi;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2329;306;Municipio/TIOC;La Paz;Inquisivi;Inquisivi;Rural;4,091;1,164;439;9;30;861;1,548;17;23;4,894;1,890;405;2;29;611;1,921;36;7,144;2,859;802;4;80;531;247;609;1,859;153
