cuadro;no;nivel;departamento;provincia;municipio_tioc;area;numero_de_viviendas_2001_total;numero_de_viviendas_2001_tiene_canheria_de_red;numero_de_viviendas_2001_no_tiene_canheria_de_red;numero_de_viviendas_2012_total;numero_de_viviendas_2012_tiene_canheria_de_red;numero_de_viviendas_2012_no_tiene_canheria_de_red;numero_de_viviendas_2024_total;numero_de_viviendas_2024_tiene_canheria_de_red;numero_de_viviendas_2024_no_tiene_canheria_de_red
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR PROCEDENCIA DE AGUA POR CAÑERÍA DE RED, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2175;152;Municipio/TIOC;La Paz;Omasuyos;Villa Ancoraimes;Urbana;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR PROCEDENCIA DE AGUA POR CAÑERÍA DE RED, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2176;153;Municipio/TIOC;La Paz;Omasuyos;Villa Ancoraimes;Rural;4,580;1,959;2,621;5,027;2,130;2,897;6,737;4,095;2,642
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR PROCEDENCIA DE AGUA POR CAÑERÍA DE RED, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2177;154;Municipio/TIOC;La Paz;Omasuyos;Huarina;Huarina;2,786;702;2,084;3,297;656;2,641;3,956;1,880;2,076
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR PROCEDENCIA DE AGUA POR CAÑERÍA DE RED, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2178;155;Municipio/TIOC;La Paz;Omasuyos;Huarina;Urbana;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR PROCEDENCIA DE AGUA POR CAÑERÍA DE RED, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2179;156;Municipio/TIOC;La Paz;Omasuyos;Huarina;Rural;2,786;702;2,084;3,297;656;2,641;3,956;1,880;2,076
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR PROCEDENCIA DE AGUA POR CAÑERÍA DE RED, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2180;157;Municipio/TIOC;La Paz;Omasuyos;Santiago de Huata;Santiago de Huata;2,585;1,025;1,560;3,797;2,453;1,344;4,479;3,084;1,395
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR PROCEDENCIA DE AGUA POR CAÑERÍA DE RED, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2181;158;Municipio/TIOC;La Paz;Omasuyos;Santiago de Huata;Urbana;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR PROCEDENCIA DE AGUA POR CAÑERÍA DE RED, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2182;159;Municipio/TIOC;La Paz;Omasuyos;Santiago de Huata;Rural;2,585;1,025;1,560;3,797;2,453;1,344;4,479;3,084;1,395
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR PROCEDENCIA DE AGUA POR CAÑERÍA DE RED, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2183;160;Municipio/TIOC;La Paz;Omasuyos;Huatajata;Huatajata;1,079;791;288;1,662;1,246;416;2,509;1,966;543
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR PROCEDENCIA DE AGUA POR CAÑERÍA DE RED, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2184;161;Municipio/TIOC;La Paz;Omasuyos;Huatajata;Urbana;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR PROCEDENCIA DE AGUA POR CAÑERÍA DE RED, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2185;162;Municipio/TIOC;La Paz;Omasuyos;Huatajata;Rural;1,079;791;288;1,662;1,246;416;2,509;1,966;543
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR PROCEDENCIA DE AGUA POR CAÑERÍA DE RED, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2186;163;Municipio/TIOC;La Paz;Omasuyos;Chua Cocani;Chua Cocani;1,715;1,238;477;2,032;1,326;706;2,631;1,749;882
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR PROCEDENCIA DE AGUA POR CAÑERÍA DE RED, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2187;164;Municipio/TIOC;La Paz;Omasuyos;Chua Cocani;Urbana;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR PROCEDENCIA DE AGUA POR CAÑERÍA DE RED, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2188;165;Municipio/TIOC;La Paz;Omasuyos;Chua Cocani;Rural;1,715;1,238;477;2,032;1,326;706;2,631;1,749;882
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR PROCEDENCIA DE AGUA POR CAÑERÍA DE RED, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2189;166;Provincia;La Paz;Pacajes;;Pacajes;16,352;1,575;14,777;18,161;3,055;15,106;25,502;6,653;18,849
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR PROCEDENCIA DE AGUA POR CAÑERÍA DE RED, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2190;167;Provincia;La Paz;Pacajes;;Urbana;;;;362;110;252;1,345;894;451
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR PROCEDENCIA DE AGUA POR CAÑERÍA DE RED, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2191;168;Provincia;La Paz;Pacajes;;Rural;16,352;1,575;14,777;17,799;2,945;14,854;24,157;5,759;18,398
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR PROCEDENCIA DE AGUA POR CAÑERÍA DE RED, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2192;169;Municipio/TIOC;La Paz;Pacajes;Corocoro;Corocoro;3,641;391;3,250;3,740;852;2,888;5,244;1,429;3,815
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR PROCEDENCIA DE AGUA POR CAÑERÍA DE RED, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2193;170;Municipio/TIOC;La Paz;Pacajes;Corocoro;Urbana;;;;;;;857;622;235
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR PROCEDENCIA DE AGUA POR CAÑERÍA DE RED, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2194;171;Municipio/TIOC;La Paz;Pacajes;Corocoro;Rural;3,641;391;3,250;3,740;852;2,888;4,387;807;3,580
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR PROCEDENCIA DE AGUA POR CAÑERÍA DE RED, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2195;172;Municipio/TIOC;La Paz;Pacajes;Caquiaviri;Caquiaviri;4,264;615;3,649;4,269;736;3,533;5,233;1,395;3,838
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR PROCEDENCIA DE AGUA POR CAÑERÍA DE RED, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2196;173;Municipio/TIOC;La Paz;Pacajes;Caquiaviri;Urbana;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR PROCEDENCIA DE AGUA POR CAÑERÍA DE RED, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2197;174;Municipio/TIOC;La Paz;Pacajes;Caquiaviri;Rural;4,264;615;3,649;4,269;736;3,533;5,233;1,395;3,838
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR PROCEDENCIA DE AGUA POR CAÑERÍA DE RED, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2198;175;Municipio/TIOC;La Paz;Pacajes;Calacoto;Calacoto;3,083;123;2,960;3,533;316;3,217;5,108;865;4,243
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR PROCEDENCIA DE AGUA POR CAÑERÍA DE RED, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2199;176;Municipio/TIOC;La Paz;Pacajes;Calacoto;Urbana;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR PROCEDENCIA DE AGUA POR CAÑERÍA DE RED, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2200;177;Municipio/TIOC;La Paz;Pacajes;Calacoto;Rural;3,083;123;2,960;3,533;316;3,217;5,108;865;4,243
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR PROCEDENCIA DE AGUA POR CAÑERÍA DE RED, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2201;178;Municipio/TIOC;La Paz;Pacajes;Comanche;Comanche;1,199;225;974;1,311;610;701;1,930;1,070;860
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR PROCEDENCIA DE AGUA POR CAÑERÍA DE RED, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2202;179;Municipio/TIOC;La Paz;Pacajes;Comanche;Urbana;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR PROCEDENCIA DE AGUA POR CAÑERÍA DE RED, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2203;180;Municipio/TIOC;La Paz;Pacajes;Comanche;Rural;1,199;225;974;1,311;610;701;1,930;1,070;860
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR PROCEDENCIA DE AGUA POR CAÑERÍA DE RED, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2204;181;Municipio/TIOC;La Paz;Pacajes;Charaña;Charaña;846;142;704;1,159;289;870;1,742;512;1,230
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR PROCEDENCIA DE AGUA POR CAÑERÍA DE RED, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2205;182;Municipio/TIOC;La Paz;Pacajes;Charaña;Urbana;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR PROCEDENCIA DE AGUA POR CAÑERÍA DE RED, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2206;183;Municipio/TIOC;La Paz;Pacajes;Charaña;Rural;846;142;704;1,159;289;870;1,742;512;1,230
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR PROCEDENCIA DE AGUA POR CAÑERÍA DE RED, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2207;184;Municipio/TIOC;La Paz;Pacajes;Waldo Ballivián;Waldo Ballivián;558;65;493;1,070;130;940;1,463;633;830
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR PROCEDENCIA DE AGUA POR CAÑERÍA DE RED, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2208;185;Municipio/TIOC;La Paz;Pacajes;Waldo Ballivián;Urbana;;;;362;110;252;488;272;216
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR PROCEDENCIA DE AGUA POR CAÑERÍA DE RED, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2209;186;Municipio/TIOC;La Paz;Pacajes;Waldo Ballivián;Rural;558;65;493;708;20;688;975;361;614
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR PROCEDENCIA DE AGUA POR CAÑERÍA DE RED, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2210;187;Municipio/TIOC;La Paz;Pacajes;Nazacara de Pacajes;Nazacara de Pacajes;111;2;109;289;23;266;1,213;441;772
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR PROCEDENCIA DE AGUA POR CAÑERÍA DE RED, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2211;188;Municipio/TIOC;La Paz;Pacajes;Nazacara de Pacajes;Urbana;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR PROCEDENCIA DE AGUA POR CAÑERÍA DE RED, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2212;189;Municipio/TIOC;La Paz;Pacajes;Nazacara de Pacajes;Rural;111;2;109;289;23;266;1,213;441;772
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR PROCEDENCIA DE AGUA POR CAÑERÍA DE RED, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2213;190;Municipio/TIOC;La Paz;Pacajes;Santiago de Callapa;Santiago de Callapa;2,650;12;2,638;2,790;99;2,691;3,569;308;3,261
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR PROCEDENCIA DE AGUA POR CAÑERÍA DE RED, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2214;191;Municipio/TIOC;La Paz;Pacajes;Santiago de Callapa;Urbana;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR PROCEDENCIA DE AGUA POR CAÑERÍA DE RED, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2215;192;Municipio/TIOC;La Paz;Pacajes;Santiago de Callapa;Rural;2,650;12;2,638;2,790;99;2,691;3,569;308;3,261
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR PROCEDENCIA DE AGUA POR CAÑERÍA DE RED, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2216;193;Provincia;La Paz;Camacho;;Camacho;19,611;7,583;12,028;22,099;11,715;10,384;28,325;14,132;14,193
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR PROCEDENCIA DE AGUA POR CAÑERÍA DE RED, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2217;194;Provincia;La Paz;Camacho;;Urbana;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR PROCEDENCIA DE AGUA POR CAÑERÍA DE RED, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2218;195;Provincia;La Paz;Camacho;;Rural;19,611;7,583;12,028;22,099;11,715;10,384;28,325;14,132;14,193
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR PROCEDENCIA DE AGUA POR CAÑERÍA DE RED, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2219;196;Municipio/TIOC;La Paz;Camacho;Puerto Acosta;Puerto Acosta;4,654;1,901;2,753;5,011;2,280;2,731;6,604;2,389;4,215
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR PROCEDENCIA DE AGUA POR CAÑERÍA DE RED, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2220;197;Municipio/TIOC;La Paz;Camacho;Puerto Acosta;Urbana;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR PROCEDENCIA DE AGUA POR CAÑERÍA DE RED, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2221;198;Municipio/TIOC;La Paz;Camacho;Puerto Acosta;Rural;4,654;1,901;2,753;5,011;2,280;2,731;6,604;2,389;4,215
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR PROCEDENCIA DE AGUA POR CAÑERÍA DE RED, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2222;199;Municipio/TIOC;La Paz;Camacho;Mocomoco;Mocomoco;5,788;2,824;2,964;6,606;4,173;2,433;8,013;5,069;2,944
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR PROCEDENCIA DE AGUA POR CAÑERÍA DE RED, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2223;200;Municipio/TIOC;La Paz;Camacho;Mocomoco;Urbana;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR PROCEDENCIA DE AGUA POR CAÑERÍA DE RED, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2224;201;Municipio/TIOC;La Paz;Camacho;Mocomoco;Rural;5,788;2,824;2,964;6,606;4,173;2,433;8,013;5,069;2,944
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR PROCEDENCIA DE AGUA POR CAÑERÍA DE RED, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2225;202;Municipio/TIOC;La Paz;Camacho;Puerto Mayor de Carabuco;Puerto Mayor de Carabuco;4,730;1,618;3,112;5,347;3,155;2,192;7,065;3,820;3,245
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR PROCEDENCIA DE AGUA POR CAÑERÍA DE RED, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2226;203;Municipio/TIOC;La Paz;Camacho;Puerto Mayor de Carabuco;Urbana;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR PROCEDENCIA DE AGUA POR CAÑERÍA DE RED, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2227;204;Municipio/TIOC;La Paz;Camacho;Puerto Mayor de Carabuco;Rural;4,730;1,618;3,112;5,347;3,155;2,192;7,065;3,820;3,245
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR PROCEDENCIA DE AGUA POR CAÑERÍA DE RED, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2228;205;Municipio/TIOC;La Paz;Camacho;Humanata;Humanata;1,825;397;1,428;2,108;738;1,370;2,527;945;1,582
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR PROCEDENCIA DE AGUA POR CAÑERÍA DE RED, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2229;206;Municipio/TIOC;La Paz;Camacho;Humanata;Urbana;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR PROCEDENCIA DE AGUA POR CAÑERÍA DE RED, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2230;207;Municipio/TIOC;La Paz;Camacho;Humanata;Rural;1,825;397;1,428;2,108;738;1,370;2,527;945;1,582
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR PROCEDENCIA DE AGUA POR CAÑERÍA DE RED, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2231;208;Municipio/TIOC;La Paz;Camacho;Escoma;Escoma;2,614;843;1,771;3,027;1,369;1,658;4,116;1,909;2,207
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR PROCEDENCIA DE AGUA POR CAÑERÍA DE RED, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2232;209;Municipio/TIOC;La Paz;Camacho;Escoma;Urbana;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR PROCEDENCIA DE AGUA POR CAÑERÍA DE RED, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2233;210;Municipio/TIOC;La Paz;Camacho;Escoma;Rural;2,614;843;1,771;3,027;1,369;1,658;4,116;1,909;2,207
