cuadro;no;nivel;departamento;provincia;municipio_tioc;area;2012_numero_total;2012_numero_con_emigrantes;2012_numero_sin_emigrantes;2012_porcentaje_con_emigrantes;2012_porcentaje_sin_emigrantes;2012_numero_total;2012_numero_con_emigrantes;2012_numero_sin_emigrantes;2012_porcentaje_con_emigrantes;2012_porcentaje_sin_emigrantes
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y DECLARACIÓN DE EMIGRANTES, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITOTIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2333;310;Municipio/TIOC;La Paz;Inquisivi;Cajuata;Cajuata;3019.00;366.00;2653.00;12.10;87.90;5809.00;299.00;5510.00;5.10;94.90
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y DECLARACIÓN DE EMIGRANTES, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITOTIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2334;311;Municipio/TIOC;La Paz;Inquisivi;Cajuata;Urbana;;;;;;706.00;33.00;673.00;4.70;95.30
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y DECLARACIÓN DE EMIGRANTES, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITOTIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2335;312;Municipio/TIOC;La Paz;Inquisivi;Cajuata;Rural;3019.00;366.00;2653.00;12.10;87.90;5103.00;266.00;4837.00;5.20;94.80
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y DECLARACIÓN DE EMIGRANTES, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITOTIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2336;313;Municipio/TIOC;La Paz;Inquisivi;Colquiri;Colquiri;5830.00;288.00;5542.00;4.90;95.10;7870.00;339.00;7531.00;4.30;95.70
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y DECLARACIÓN DE EMIGRANTES, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITOTIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2337;314;Municipio/TIOC;La Paz;Inquisivi;Colquiri;Urbana;1728.00;68.00;1660.00;3.90;96.10;2222.00;68.00;2154.00;3.10;96.90
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y DECLARACIÓN DE EMIGRANTES, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITOTIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2338;315;Municipio/TIOC;La Paz;Inquisivi;Colquiri;Rural;4102.00;220.00;3882.00;5.40;94.60;5648.00;271.00;5377.00;4.80;95.20
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y DECLARACIÓN DE EMIGRANTES, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITOTIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2339;316;Municipio/TIOC;La Paz;Inquisivi;Ichoca;Ichoca;1695.00;190.00;1505.00;11.20;88.80;3455.00;138.00;3317.00;4.00;96.00
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y DECLARACIÓN DE EMIGRANTES, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITOTIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2340;317;Municipio/TIOC;La Paz;Inquisivi;Ichoca;Urbana;;;;;;480.00;31.00;449.00;6.50;93.50
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y DECLARACIÓN DE EMIGRANTES, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITOTIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2341;318;Municipio/TIOC;La Paz;Inquisivi;Ichoca;Rural;1695.00;190.00;1505.00;11.20;88.80;2975.00;107.00;2868.00;3.60;96.40
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y DECLARACIÓN DE EMIGRANTES, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITOTIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2342;319;Municipio/TIOC;La Paz;Inquisivi;Villa Libertad Licoma;Villa Libertad Licoma;1021.00;44.00;977.00;4.30;95.70;1871.00;122.00;1749.00;6.50;93.50
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y DECLARACIÓN DE EMIGRANTES, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITOTIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2343;320;Municipio/TIOC;La Paz;Inquisivi;Villa Libertad Licoma;Urbana;362.00;14.00;348.00;3.90;96.10;813.00;74.00;739.00;9.10;90.90
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y DECLARACIÓN DE EMIGRANTES, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITOTIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2344;321;Municipio/TIOC;La Paz;Inquisivi;Villa Libertad Licoma;Rural;659.00;30.00;629.00;4.60;95.40;1058.00;48.00;1010.00;4.50;95.50
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y DECLARACIÓN DE EMIGRANTES, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITOTIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2345;322;Provincia;La Paz;Sur Yungas;;Sur Yungas;37770.00;2603.00;35167.00;6.90;93.10;49680.00;2697.00;46983.00;5.40;94.60
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y DECLARACIÓN DE EMIGRANTES, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITOTIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2346;323;Provincia;La Paz;Sur Yungas;;Urbana;3806.00;251.00;3555.00;6.60;93.40;6744.00;505.00;6239.00;7.50;92.50
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y DECLARACIÓN DE EMIGRANTES, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITOTIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2347;324;Provincia;La Paz;Sur Yungas;;Rural;33964.00;2352.00;31612.00;6.90;93.10;42936.00;2192.00;40744.00;5.10;94.90
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y DECLARACIÓN DE EMIGRANTES, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITOTIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2348;325;Municipio/TIOC;La Paz;Sur Yungas;Chulumani;Chulumani;6079.00;520.00;5559.00;8.60;91.40;7214.00;503.00;6711.00;7.00;93.00
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y DECLARACIÓN DE EMIGRANTES, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITOTIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2349;326;Municipio/TIOC;La Paz;Sur Yungas;Chulumani;Urbana;760.00;56.00;704.00;7.40;92.60;1081.00;76.00;1005.00;7.00;93.00
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y DECLARACIÓN DE EMIGRANTES, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITOTIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2350;327;Municipio/TIOC;La Paz;Sur Yungas;Chulumani;Rural;5319.00;464.00;4855.00;8.70;91.30;6133.00;427.00;5706.00;7.00;93.00
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y DECLARACIÓN DE EMIGRANTES, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITOTIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2351;328;Municipio/TIOC;La Paz;Sur Yungas;Irupana;Irupana;6499.00;715.00;5784.00;11.00;89.00;9458.00;587.00;8871.00;6.20;93.80
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y DECLARACIÓN DE EMIGRANTES, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITOTIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2352;329;Municipio/TIOC;La Paz;Sur Yungas;Irupana;Urbana;;;;;;1372.00;161.00;1211.00;11.70;88.30
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y DECLARACIÓN DE EMIGRANTES, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITOTIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2353;330;Municipio/TIOC;La Paz;Sur Yungas;Irupana;Rural;6499.00;715.00;5784.00;11.00;89.00;8086.00;426.00;7660.00;5.30;94.70
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y DECLARACIÓN DE EMIGRANTES, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITOTIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2354;331;Municipio/TIOC;La Paz;Sur Yungas;Yanacachi;Yanacachi;2308.00;129.00;2179.00;5.60;94.40;2998.00;111.00;2887.00;3.70;96.30
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y DECLARACIÓN DE EMIGRANTES, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITOTIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2355;332;Municipio/TIOC;La Paz;Sur Yungas;Yanacachi;Urbana;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y DECLARACIÓN DE EMIGRANTES, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITOTIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2356;333;Municipio/TIOC;La Paz;Sur Yungas;Yanacachi;Rural;2308.00;129.00;2179.00;5.60;94.40;2998.00;111.00;2887.00;3.70;96.30
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y DECLARACIÓN DE EMIGRANTES, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITOTIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2357;334;Municipio/TIOC;La Paz;Sur Yungas;Palos Blancos;Palos Blancos;9246.00;640.00;8606.00;6.90;93.10;11630.00;764.00;10866.00;6.60;93.40
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y DECLARACIÓN DE EMIGRANTES, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITOTIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2358;335;Municipio/TIOC;La Paz;Sur Yungas;Palos Blancos;Urbana;2037.00;146.00;1891.00;7.20;92.80;2994.00;205.00;2789.00;6.80;93.20
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y DECLARACIÓN DE EMIGRANTES, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITOTIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2359;336;Municipio/TIOC;La Paz;Sur Yungas;Palos Blancos;Rural;7209.00;494.00;6715.00;6.90;93.10;8636.00;559.00;8077.00;6.50;93.50
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y DECLARACIÓN DE EMIGRANTES, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITOTIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2360;337;Municipio/TIOC;La Paz;Sur Yungas;La Asunta;La Asunta;13638.00;599.00;13039.00;4.40;95.60;18380.00;732.00;17648.00;4.00;96.00
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y DECLARACIÓN DE EMIGRANTES, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITOTIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2361;338;Municipio/TIOC;La Paz;Sur Yungas;La Asunta;Urbana;1009.00;49.00;960.00;4.90;95.10;1297.00;63.00;1234.00;4.90;95.10
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y DECLARACIÓN DE EMIGRANTES, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITOTIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2362;339;Municipio/TIOC;La Paz;Sur Yungas;La Asunta;Rural;12629.00;550.00;12079.00;4.40;95.60;17083.00;669.00;16414.00;3.90;96.10
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y DECLARACIÓN DE EMIGRANTES, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITOTIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2363;340;Provincia;La Paz;Los Andes;;Los Andes;27292.00;2440.00;24852.00;8.90;91.10;46763.00;2977.00;43786.00;6.40;93.60
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y DECLARACIÓN DE EMIGRANTES, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITOTIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2364;341;Provincia;La Paz;Los Andes;;Urbana;700.00;66.00;634.00;9.40;90.60;12755.00;626.00;12129.00;4.90;95.10
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y DECLARACIÓN DE EMIGRANTES, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITOTIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2365;342;Provincia;La Paz;Los Andes;;Rural;26592.00;2374.00;24218.00;8.90;91.10;34008.00;2351.00;31657.00;6.90;93.10
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y DECLARACIÓN DE EMIGRANTES, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITOTIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2366;343;Municipio/TIOC;La Paz;Los Andes;Pucarani;Pucarani;11121.00;938.00;10183.00;8.40;91.60;21459.00;1202.00;20257.00;5.60;94.40
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y DECLARACIÓN DE EMIGRANTES, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITOTIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2367;344;Municipio/TIOC;La Paz;Los Andes;Pucarani;Urbana;;;;;;7346.00;359.00;6987.00;4.90;95.10
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y DECLARACIÓN DE EMIGRANTES, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITOTIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2368;345;Municipio/TIOC;La Paz;Los Andes;Pucarani;Rural;11121.00;938.00;10183.00;8.40;91.60;14113.00;843.00;13270.00;6.00;94.00
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y DECLARACIÓN DE EMIGRANTES, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITOTIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2369;346;Municipio/TIOC;La Paz;Los Andes;Laja;Laja;7761.00;498.00;7263.00;6.40;93.60;13613.00;720.00;12893.00;5.30;94.70
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y DECLARACIÓN DE EMIGRANTES, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITOTIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2370;347;Municipio/TIOC;La Paz;Los Andes;Laja;Urbana;;;;;;4394.00;207.00;4187.00;4.70;95.30
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y DECLARACIÓN DE EMIGRANTES, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITOTIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2371;348;Municipio/TIOC;La Paz;Los Andes;Laja;Rural;7761.00;498.00;7263.00;6.40;93.60;9219.00;513.00;8706.00;5.60;94.40
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y DECLARACIÓN DE EMIGRANTES, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITOTIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2372;349;Municipio/TIOC;La Paz;Los Andes;Batallas;Batallas;6062.00;714.00;5348.00;11.80;88.20;8503.00;808.00;7695.00;9.50;90.50
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y DECLARACIÓN DE EMIGRANTES, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITOTIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2373;350;Municipio/TIOC;La Paz;Los Andes;Batallas;Urbana;700.00;66.00;634.00;9.40;90.60;1015.00;60.00;955.00;5.90;94.10
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y DECLARACIÓN DE EMIGRANTES, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITOTIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2374;351;Municipio/TIOC;La Paz;Los Andes;Batallas;Rural;5362.00;648.00;4714.00;12.10;87.90;7488.00;748.00;6740.00;10.00;90.00
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y DECLARACIÓN DE EMIGRANTES, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITOTIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2375;352;Municipio/TIOC;La Paz;Los Andes;Puerto Pérez;Puerto Pérez;2348.00;290.00;2058.00;12.40;87.60;3188.00;247.00;2941.00;7.70;92.30
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y DECLARACIÓN DE EMIGRANTES, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITOTIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2376;353;Municipio/TIOC;La Paz;Los Andes;Puerto Pérez;Urbana;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y DECLARACIÓN DE EMIGRANTES, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITOTIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2377;354;Municipio/TIOC;La Paz;Los Andes;Puerto Pérez;Rural;2348.00;290.00;2058.00;12.40;87.60;3188.00;247.00;2941.00;7.70;92.30
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y DECLARACIÓN DE EMIGRANTES, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITOTIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2378;355;Provincia;La Paz;Aroma;;Aroma;31288.00;3547.00;27741.00;11.30;88.70;42289.00;3532.00;38757.00;8.40;91.60
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y DECLARACIÓN DE EMIGRANTES, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITOTIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2379;356;Provincia;La Paz;Aroma;;Urbana;8433.00;1046.00;7387.00;12.40;87.60;12480.00;976.00;11504.00;7.80;92.20
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y DECLARACIÓN DE EMIGRANTES, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITOTIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2380;357;Provincia;La Paz;Aroma;;Rural;22855.00;2501.00;20354.00;10.90;89.10;29809.00;2556.00;27253.00;8.60;91.40
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y DECLARACIÓN DE EMIGRANTES, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITOTIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2381;358;Municipio/TIOC;La Paz;Aroma;Sicasica;Sicasica;9420.00;925.00;8495.00;9.80;90.20;12627.00;871.00;11756.00;6.90;93.10
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y DECLARACIÓN DE EMIGRANTES, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITOTIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2382;359;Municipio/TIOC;La Paz;Aroma;Sicasica;Urbana;3024.00;304.00;2720.00;10.10;89.90;3749.00;277.00;3472.00;7.40;92.60
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y DECLARACIÓN DE EMIGRANTES, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITOTIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2383;360;Municipio/TIOC;La Paz;Aroma;Sicasica;Rural;6396.00;621.00;5775.00;9.70;90.30;8878.00;594.00;8284.00;6.70;93.30
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y DECLARACIÓN DE EMIGRANTES, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITOTIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2384;361;Municipio/TIOC;La Paz;Aroma;Umala;Umala;3249.00;447.00;2802.00;13.80;86.20;3921.00;514.00;3407.00;13.10;86.90
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y DECLARACIÓN DE EMIGRANTES, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITOTIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2385;362;Municipio/TIOC;La Paz;Aroma;Umala;Urbana;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y DECLARACIÓN DE EMIGRANTES, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITOTIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2386;363;Municipio/TIOC;La Paz;Aroma;Umala;Rural;3249.00;447.00;2802.00;13.80;86.20;3921.00;514.00;3407.00;13.10;86.90
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y DECLARACIÓN DE EMIGRANTES, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITOTIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2387;364;Municipio/TIOC;La Paz;Aroma;Ayo Ayo;Ayo Ayo;2823.00;334.00;2489.00;11.80;88.20;4794.00;325.00;4469.00;6.80;93.20
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y DECLARACIÓN DE EMIGRANTES, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITOTIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2388;365;Municipio/TIOC;La Paz;Aroma;Ayo Ayo;Urbana;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y DECLARACIÓN DE EMIGRANTES, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITOTIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2389;366;Municipio/TIOC;La Paz;Aroma;Ayo Ayo;Rural;2823.00;334.00;2489.00;11.80;88.20;4794.00;325.00;4469.00;6.80;93.20
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y DECLARACIÓN DE EMIGRANTES, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITOTIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2390;367;Municipio/TIOC;La Paz;Aroma;Calamarca;Calamarca;3827.00;518.00;3309.00;13.50;86.50;5467.00;549.00;4918.00;10.00;90.00
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y DECLARACIÓN DE EMIGRANTES, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITOTIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2391;368;Municipio/TIOC;La Paz;Aroma;Calamarca;Urbana;;;;;;;;;;
