cuadro;no;nivel;departamento;provincia;municipio_tioc;area_y_grupo_de_edad;"2024_residentes_habituales
(a_=_c_+_e)";"2024_poblacion_ocupada(1)
(b_=_c_+_d)";"2024_poblacion_residente_y_ocupada
(c)";"2024_trabajadores_que_llegan_
(d)";"2024_trabajadores_que_salen
(e)";"2024__movimientos_cotidianos_para_trabajar
(f_=_d_+_e)";"2024_saldo_de_movilidad
(g_=_d_-_e)";"2024_relacion_de_saldo_de_movilidad(2)
(h_=_g___a)";"2024_porcentaje_de_no_movilidad
_";"2024_porcentaje_de_movilidad_intermunicipal
_"
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2169;146;Municipio/TIOC;La Paz;Omasuyos;Achacachi;Hombres;10,410;9,495;8,583;912;1,827;2,739;-915;-8.8;82.4;17.6
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2170;147;Municipio/TIOC;La Paz;Omasuyos;Achacachi;Mujeres;9,534;9,353;8,631;722;903;1,625;-181;-1.9;90.5;9.5
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2171;148;Municipio/TIOC;La Paz;Omasuyos;Villa Ancoraimes;Villa Ancoraimes;6,646;6,169;5,658;511;988;1,499;-477;-7.2;85.1;14.9
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2172;149;Municipio/TIOC;La Paz;Omasuyos;Villa Ancoraimes;Hombres;3,655;3,312;3,011;301;644;945;-343;-9.4;82.4;17.6
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2173;150;Municipio/TIOC;La Paz;Omasuyos;Villa Ancoraimes;Mujeres;2,991;2,857;2,647;210;344;554;-134;-4.5;88.5;11.5
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2174;151;Municipio/TIOC;La Paz;Omasuyos;Huarina;Huarina;3,531;3,210;2,784;426;747;1,173;-321;-9.1;78.8;21.2
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2175;152;Municipio/TIOC;La Paz;Omasuyos;Huarina;Hombres;1,765;1,601;1,339;262;426;688;-164;-9.3;75.9;24.1
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2176;153;Municipio/TIOC;La Paz;Omasuyos;Huarina;Mujeres;1,766;1,609;1,445;164;321;485;-157;-8.9;81.8;18.2
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2177;154;Municipio/TIOC;La Paz;Omasuyos;Santiago de Huata;Santiago de Huata;3,212;2,664;2,305;359;907;1,266;-548;-17.1;71.8;28.2
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2178;155;Municipio/TIOC;La Paz;Omasuyos;Santiago de Huata;Hombres;1,775;1,418;1,225;193;550;743;-357;-20.1;69.0;31.0
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2179;156;Municipio/TIOC;La Paz;Omasuyos;Santiago de Huata;Mujeres;1,437;1,246;1,080;166;357;523;-191;-13.3;75.2;24.8
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2180;157;Municipio/TIOC;La Paz;Omasuyos;Huatajata;Huatajata;1,794;1,239;956;283;838;1,121;-555;-30.9;53.3;46.7
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2181;158;Municipio/TIOC;La Paz;Omasuyos;Huatajata;Hombres;982;701;534;167;448;615;-281;-28.6;54.4;45.6
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2182;159;Municipio/TIOC;La Paz;Omasuyos;Huatajata;Mujeres;812;538;422;116;390;506;-274;-33.7;52.0;48.0
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2183;160;Municipio/TIOC;La Paz;Omasuyos;Chua Cocani;Chua Cocani;2,529;2,193;1,831;362;698;1,060;-336;-13.3;72.4;27.6
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2184;161;Municipio/TIOC;La Paz;Omasuyos;Chua Cocani;Hombres;1,341;1,168;941;227;400;627;-173;-12.9;70.2;29.8
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2185;162;Municipio/TIOC;La Paz;Omasuyos;Chua Cocani;Mujeres;1,188;1,025;890;135;298;433;-163;-13.7;74.9;25.1
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2186;163;Provincia;La Paz;Pacajes;;Pacajes;26,445;25,672;22,716;2,956;3,729;6,685;-773;-2.9;85.9;14.1
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2187;164;Provincia;La Paz;Pacajes;;Hombres;14,878;14,391;12,676;1,715;2,202;3,917;-487;-3.3;85.2;14.8
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2188;165;Provincia;La Paz;Pacajes;;Mujeres;11,567;11,281;10,040;1,241;1,527;2,768;-286;-2.5;86.8;13.2
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2189;166;Municipio/TIOC;La Paz;Pacajes;Corocoro;Corocoro;5,392;5,246;4,618;628;774;1,402;-146;-2.7;85.6;14.4
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2190;167;Municipio/TIOC;La Paz;Pacajes;Corocoro;Hombres;2,992;2,874;2,525;349;467;816;-118;-3.9;84.4;15.6
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2191;168;Municipio/TIOC;La Paz;Pacajes;Corocoro;Mujeres;2,400;2,372;2,093;279;307;586;-28;-1.2;87.2;12.8
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2192;169;Municipio/TIOC;La Paz;Pacajes;Caquiaviri;Caquiaviri;5,912;5,777;5,055;722;857;1,579;-135;-2.3;85.5;14.5
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2193;170;Municipio/TIOC;La Paz;Pacajes;Caquiaviri;Hombres;3,176;3,127;2,695;432;481;913;-49;-1.5;84.9;15.1
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2194;171;Municipio/TIOC;La Paz;Pacajes;Caquiaviri;Mujeres;2,736;2,650;2,360;290;376;666;-86;-3.1;86.3;13.7
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2195;172;Municipio/TIOC;La Paz;Pacajes;Calacoto;Calacoto;4,219;4,195;3,594;601;625;1,226;-24;-0.6;85.2;14.8
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2196;173;Municipio/TIOC;La Paz;Pacajes;Calacoto;Hombres;2,421;2,408;2,062;346;359;705;-13;-0.5;85.2;14.8
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2197;174;Municipio/TIOC;La Paz;Pacajes;Calacoto;Mujeres;1,798;1,787;1,532;255;266;521;-11;-0.6;85.2;14.8
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2198;175;Municipio/TIOC;La Paz;Pacajes;Comanche;Comanche;1,827;1,756;1,581;175;246;421;-71;-3.9;86.5;13.5
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2199;176;Municipio/TIOC;La Paz;Pacajes;Comanche;Hombres;991;950;849;101;142;243;-41;-4.1;85.7;14.3
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2200;177;Municipio/TIOC;La Paz;Pacajes;Comanche;Mujeres;836;806;732;74;104;178;-30;-3.6;87.6;12.4
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2201;178;Municipio/TIOC;La Paz;Pacajes;Charaña;Charaña;1,450;1,481;1,358;123;92;215;31;2.1;93.7;6.3
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2202;179;Municipio/TIOC;La Paz;Pacajes;Charaña;Hombres;828;851;770;81;58;139;23;2.8;93.0;7.0
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2203;180;Municipio/TIOC;La Paz;Pacajes;Charaña;Mujeres;622;630;588;42;34;76;8;1.3;94.5;5.5
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2204;181;Municipio/TIOC;La Paz;Pacajes;Waldo Ballivián;Waldo Ballivián;2,590;2,438;2,341;97;249;346;-152;-5.9;90.4;9.6
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2205;182;Municipio/TIOC;La Paz;Pacajes;Waldo Ballivián;Hombres;1,568;1,486;1,419;67;149;216;-82;-5.2;90.5;9.5
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2206;183;Municipio/TIOC;La Paz;Pacajes;Waldo Ballivián;Mujeres;1,022;952;922;30;100;130;-70;-6.8;90.2;9.8
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2207;184;Municipio/TIOC;La Paz;Pacajes;Nazacara de Pacajes;Nazacara de Pacajes;1,352;1,267;1,145;122;207;329;-85;-6.3;84.7;15.3
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2208;185;Municipio/TIOC;La Paz;Pacajes;Nazacara de Pacajes;Hombres;762;685;629;56;133;189;-77;-10.1;82.5;17.5
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2209;186;Municipio/TIOC;La Paz;Pacajes;Nazacara de Pacajes;Mujeres;590;582;516;66;74;140;-8;-1.4;87.5;12.5
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2210;187;Municipio/TIOC;La Paz;Pacajes;Santiago de Callapa;Santiago de Callapa;3,216;3,052;2,783;269;433;702;-164;-5.1;86.5;13.5
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2211;188;Municipio/TIOC;La Paz;Pacajes;Santiago de Callapa;Hombres;1,845;1,744;1,567;177;278;455;-101;-5.5;84.9;15.1
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2212;189;Municipio/TIOC;La Paz;Pacajes;Santiago de Callapa;Mujeres;1,371;1,308;1,216;92;155;247;-63;-4.6;88.7;11.3
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2213;190;Provincia;La Paz;Camacho;;Camacho;24,504;23,917;21,546;2,371;2,958;5,329;-587;-2.4;87.9;12.1
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2214;191;Provincia;La Paz;Camacho;;Hombres;13,850;13,440;11,938;1,502;1,912;3,414;-410;-3.0;86.2;13.8
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2215;192;Provincia;La Paz;Camacho;;Mujeres;10,654;10,477;9,608;869;1,046;1,915;-177;-1.7;90.2;9.8
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2216;193;Municipio/TIOC;La Paz;Camacho;Puerto Acosta;Puerto Acosta;4,913;4,824;4,281;543;632;1,175;-89;-1.8;87.1;12.9
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2217;194;Municipio/TIOC;La Paz;Camacho;Puerto Acosta;Hombres;2,758;2,679;2,344;335;414;749;-79;-2.9;85.0;15.0
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2218;195;Municipio/TIOC;La Paz;Camacho;Puerto Acosta;Mujeres;2,155;2,145;1,937;208;218;426;-10;-0.5;89.9;10.1
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2219;196;Municipio/TIOC;La Paz;Camacho;Mocomoco;Mocomoco;6,920;6,751;6,238;513;682;1,195;-169;-2.4;90.1;9.9
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2220;197;Municipio/TIOC;La Paz;Camacho;Mocomoco;Hombres;3,938;3,804;3,483;321;455;776;-134;-3.4;88.4;11.6
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2221;198;Municipio/TIOC;La Paz;Camacho;Mocomoco;Mujeres;2,982;2,947;2,755;192;227;419;-35;-1.2;92.4;7.6
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2222;199;Municipio/TIOC;La Paz;Camacho;Puerto Mayor de Carabuco;Puerto Mayor de Carabuco;6,667;6,532;5,950;582;717;1,299;-135;-2.0;89.2;10.8
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2223;200;Municipio/TIOC;La Paz;Camacho;Puerto Mayor de Carabuco;Hombres;3,774;3,706;3,332;374;442;816;-68;-1.8;88.3;11.7
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2224;201;Municipio/TIOC;La Paz;Camacho;Puerto Mayor de Carabuco;Mujeres;2,893;2,826;2,618;208;275;483;-67;-2.3;90.5;9.5
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2225;202;Municipio/TIOC;La Paz;Camacho;Humanata;Humanata;2,280;2,242;2,094;148;186;334;-38;-1.7;91.8;8.2
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2226;203;Municipio/TIOC;La Paz;Camacho;Humanata;Hombres;1,261;1,241;1,137;104;124;228;-20;-1.6;90.2;9.8
