cuadro;descripcion;nivel;departamento;provincia;municipio/tioc;area;total;afroboliviano;araona;aymara;ayoreo;baure;canichana;cavinenho;cayubaba;chacobo;charka_qhara_qhara;chichas;chiquitano;chuwi;ese_ejja;guarani;guarasu_we;gwarayu;itonama;jach'a_carangas;jalq'a;joaquiniano;kallawaya;killacas;leco;lipez;lupaca;machineri;maropa;mojenho;mojenho_ignaciano;mojenho_trinitario;more;moseten;movima;pacahuara;pakajaqi;paunaca;puquina;quechua;qullas;raqaypampa;siriono;sora;tacana;tapiete;toromona;tsimane_;uru-chipaya;weenhayek;yaminawa;yampara;yuqui;yurakare;quechua_-_aymara;mas_de_una_descripcion;otras_declaraciones;otros_pueblos_indigenas_extranjeros
BOLIVIA: POBLACIÓN POR NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2213;nacion_pueblo_indigena_originario_campesino_y_afroboliViano_agrupadas_de_acuerdo_a_lista_referencial_de_la_comision_tecnica_interinstitucional_de_autoidentificacion_e_idiomas_;Municipio/TIOC; La Paz;Pacajes;Santiago de Callapa;Santiago de Callapa;7,038;3;0;5,641;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,354;0
BOLIVIA: POBLACIÓN POR NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2214;nacion_pueblo_indigena_originario_campesino_y_afroboliViano_agrupadas_de_acuerdo_a_lista_referencial_de_la_comision_tecnica_interinstitucional_de_autoidentificacion_e_idiomas_;Municipio/TIOC; La Paz;Pacajes;Santiago de Callapa;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN POR NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2215;nacion_pueblo_indigena_originario_campesino_y_afroboliViano_agrupadas_de_acuerdo_a_lista_referencial_de_la_comision_tecnica_interinstitucional_de_autoidentificacion_e_idiomas_;Municipio/TIOC; La Paz;Pacajes;Santiago de Callapa;Rural;7,038;3;0;5,641;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,354;0
BOLIVIA: POBLACIÓN POR NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2216;nacion_pueblo_indigena_originario_campesino_y_afroboliViano_agrupadas_de_acuerdo_a_lista_referencial_de_la_comision_tecnica_interinstitucional_de_autoidentificacion_e_idiomas_;Provincia; La Paz;Camacho;;Camacho;57,293;40;0;46,037;0;1;0;0;0;0;2;2;1;0;0;11;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;1;0;0;0;0;0;0;1;148;2,404;0;0;0;3;0;0;1;85;0;0;0;0;0;4;107;8,423;17
BOLIVIA: POBLACIÓN POR NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2217;nacion_pueblo_indigena_originario_campesino_y_afroboliViano_agrupadas_de_acuerdo_a_lista_referencial_de_la_comision_tecnica_interinstitucional_de_autoidentificacion_e_idiomas_;Provincia; La Paz;Camacho;;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN POR NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2218;nacion_pueblo_indigena_originario_campesino_y_afroboliViano_agrupadas_de_acuerdo_a_lista_referencial_de_la_comision_tecnica_interinstitucional_de_autoidentificacion_e_idiomas_;Provincia; La Paz;Camacho;;Rural;57,293;40;0;46,037;0;1;0;0;0;0;2;2;1;0;0;11;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;1;0;0;0;0;0;0;1;148;2,404;0;0;0;3;0;0;1;85;0;0;0;0;0;4;107;8,423;17
BOLIVIA: POBLACIÓN POR NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2219;nacion_pueblo_indigena_originario_campesino_y_afroboliViano_agrupadas_de_acuerdo_a_lista_referencial_de_la_comision_tecnica_interinstitucional_de_autoidentificacion_e_idiomas_;Municipio/TIOC; La Paz;Camacho;Puerto Acosta;Puerto Acosta;12,694;9;0;10,669;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;23;581;0;0;0;0;0;0;0;85;0;0;0;0;0;1;104;1,218;0
BOLIVIA: POBLACIÓN POR NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2220;nacion_pueblo_indigena_originario_campesino_y_afroboliViano_agrupadas_de_acuerdo_a_lista_referencial_de_la_comision_tecnica_interinstitucional_de_autoidentificacion_e_idiomas_;Municipio/TIOC; La Paz;Camacho;Puerto Acosta;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN POR NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2221;nacion_pueblo_indigena_originario_campesino_y_afroboliViano_agrupadas_de_acuerdo_a_lista_referencial_de_la_comision_tecnica_interinstitucional_de_autoidentificacion_e_idiomas_;Municipio/TIOC; La Paz;Camacho;Puerto Acosta;Rural;12,694;9;0;10,669;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;23;581;0;0;0;0;0;0;0;85;0;0;0;0;0;1;104;1,218;0
BOLIVIA: POBLACIÓN POR NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2222;nacion_pueblo_indigena_originario_campesino_y_afroboliViano_agrupadas_de_acuerdo_a_lista_referencial_de_la_comision_tecnica_interinstitucional_de_autoidentificacion_e_idiomas_;Municipio/TIOC; La Paz;Camacho;Mocomoco;Mocomoco;16,051;10;0;10,254;0;1;0;0;0;0;2;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;1,823;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3,907;17
BOLIVIA: POBLACIÓN POR NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2223;nacion_pueblo_indigena_originario_campesino_y_afroboliViano_agrupadas_de_acuerdo_a_lista_referencial_de_la_comision_tecnica_interinstitucional_de_autoidentificacion_e_idiomas_;Municipio/TIOC; La Paz;Camacho;Mocomoco;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN POR NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2224;nacion_pueblo_indigena_originario_campesino_y_afroboliViano_agrupadas_de_acuerdo_a_lista_referencial_de_la_comision_tecnica_interinstitucional_de_autoidentificacion_e_idiomas_;Municipio/TIOC; La Paz;Camacho;Mocomoco;Rural;16,051;10;0;10,254;0;1;0;0;0;0;2;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;1,823;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3,907;17
BOLIVIA: POBLACIÓN POR NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2225;nacion_pueblo_indigena_originario_campesino_y_afroboliViano_agrupadas_de_acuerdo_a_lista_referencial_de_la_comision_tecnica_interinstitucional_de_autoidentificacion_e_idiomas_;Municipio/TIOC; La Paz;Camacho;Puerto Mayor de Carabuco;Puerto Mayor de Carabuco;15,190;11;0;12,691;0;0;0;0;0;0;0;0;1;0;0;5;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;67;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;2,407;0
BOLIVIA: POBLACIÓN POR NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2226;nacion_pueblo_indigena_originario_campesino_y_afroboliViano_agrupadas_de_acuerdo_a_lista_referencial_de_la_comision_tecnica_interinstitucional_de_autoidentificacion_e_idiomas_;Municipio/TIOC; La Paz;Camacho;Puerto Mayor de Carabuco;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN POR NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2227;nacion_pueblo_indigena_originario_campesino_y_afroboliViano_agrupadas_de_acuerdo_a_lista_referencial_de_la_comision_tecnica_interinstitucional_de_autoidentificacion_e_idiomas_;Municipio/TIOC; La Paz;Camacho;Puerto Mayor de Carabuco;Rural;15,190;11;0;12,691;0;0;0;0;0;0;0;0;1;0;0;5;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;67;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;2,407;0
BOLIVIA: POBLACIÓN POR NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2228;nacion_pueblo_indigena_originario_campesino_y_afroboliViano_agrupadas_de_acuerdo_a_lista_referencial_de_la_comision_tecnica_interinstitucional_de_autoidentificacion_e_idiomas_;Municipio/TIOC; La Paz;Camacho;Humanata;Humanata;5,299;4;0;5,050;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;237;0
BOLIVIA: POBLACIÓN POR NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2229;nacion_pueblo_indigena_originario_campesino_y_afroboliViano_agrupadas_de_acuerdo_a_lista_referencial_de_la_comision_tecnica_interinstitucional_de_autoidentificacion_e_idiomas_;Municipio/TIOC; La Paz;Camacho;Humanata;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN POR NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2230;nacion_pueblo_indigena_originario_campesino_y_afroboliViano_agrupadas_de_acuerdo_a_lista_referencial_de_la_comision_tecnica_interinstitucional_de_autoidentificacion_e_idiomas_;Municipio/TIOC; La Paz;Camacho;Humanata;Rural;5,299;4;0;5,050;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;237;0
BOLIVIA: POBLACIÓN POR NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2231;nacion_pueblo_indigena_originario_campesino_y_afroboliViano_agrupadas_de_acuerdo_a_lista_referencial_de_la_comision_tecnica_interinstitucional_de_autoidentificacion_e_idiomas_;Municipio/TIOC; La Paz;Camacho;Escoma;Escoma;8,059;6;0;7,373;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;654;0
BOLIVIA: POBLACIÓN POR NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2232;nacion_pueblo_indigena_originario_campesino_y_afroboliViano_agrupadas_de_acuerdo_a_lista_referencial_de_la_comision_tecnica_interinstitucional_de_autoidentificacion_e_idiomas_;Municipio/TIOC; La Paz;Camacho;Escoma;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN POR NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2233;nacion_pueblo_indigena_originario_campesino_y_afroboliViano_agrupadas_de_acuerdo_a_lista_referencial_de_la_comision_tecnica_interinstitucional_de_autoidentificacion_e_idiomas_;Municipio/TIOC; La Paz;Camacho;Escoma;Rural;8,059;6;0;7,373;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;654;0
BOLIVIA: POBLACIÓN POR NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2234;nacion_pueblo_indigena_originario_campesino_y_afroboliViano_agrupadas_de_acuerdo_a_lista_referencial_de_la_comision_tecnica_interinstitucional_de_autoidentificacion_e_idiomas_;Provincia; La Paz;Muñecas;;Muñecas;27,428;24;0;13,579;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;4;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10,020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;298;8;3,482;0
BOLIVIA: POBLACIÓN POR NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2235;nacion_pueblo_indigena_originario_campesino_y_afroboliViano_agrupadas_de_acuerdo_a_lista_referencial_de_la_comision_tecnica_interinstitucional_de_autoidentificacion_e_idiomas_;Provincia; La Paz;Muñecas;;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN POR NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2236;nacion_pueblo_indigena_originario_campesino_y_afroboliViano_agrupadas_de_acuerdo_a_lista_referencial_de_la_comision_tecnica_interinstitucional_de_autoidentificacion_e_idiomas_;Provincia; La Paz;Muñecas;;Rural;27,428;24;0;13,579;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;4;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10,020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;298;8;3,482;0
BOLIVIA: POBLACIÓN POR NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2237;nacion_pueblo_indigena_originario_campesino_y_afroboliViano_agrupadas_de_acuerdo_a_lista_referencial_de_la_comision_tecnica_interinstitucional_de_autoidentificacion_e_idiomas_;Municipio/TIOC; La Paz;Muñecas;Chuma;Chuma;14,621;10;0;9,812;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;2,179;0
BOLIVIA: POBLACIÓN POR NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2238;nacion_pueblo_indigena_originario_campesino_y_afroboliViano_agrupadas_de_acuerdo_a_lista_referencial_de_la_comision_tecnica_interinstitucional_de_autoidentificacion_e_idiomas_;Municipio/TIOC; La Paz;Muñecas;Chuma;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN POR NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2239;nacion_pueblo_indigena_originario_campesino_y_afroboliViano_agrupadas_de_acuerdo_a_lista_referencial_de_la_comision_tecnica_interinstitucional_de_autoidentificacion_e_idiomas_;Municipio/TIOC; La Paz;Muñecas;Chuma;Rural;14,621;10;0;9,812;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;2,179;0
BOLIVIA: POBLACIÓN POR NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2240;nacion_pueblo_indigena_originario_campesino_y_afroboliViano_agrupadas_de_acuerdo_a_lista_referencial_de_la_comision_tecnica_interinstitucional_de_autoidentificacion_e_idiomas_;Municipio/TIOC; La Paz;Muñecas;Ayata;Ayata;7,555;3;0;2,963;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,885;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;8;676;0
BOLIVIA: POBLACIÓN POR NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2241;nacion_pueblo_indigena_originario_campesino_y_afroboliViano_agrupadas_de_acuerdo_a_lista_referencial_de_la_comision_tecnica_interinstitucional_de_autoidentificacion_e_idiomas_;Municipio/TIOC; La Paz;Muñecas;Ayata;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN POR NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2242;nacion_pueblo_indigena_originario_campesino_y_afroboliViano_agrupadas_de_acuerdo_a_lista_referencial_de_la_comision_tecnica_interinstitucional_de_autoidentificacion_e_idiomas_;Municipio/TIOC; La Paz;Muñecas;Ayata;Rural;7,555;3;0;2,963;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,885;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;8;676;0
BOLIVIA: POBLACIÓN POR NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2243;nacion_pueblo_indigena_originario_campesino_y_afroboliViano_agrupadas_de_acuerdo_a_lista_referencial_de_la_comision_tecnica_interinstitucional_de_autoidentificacion_e_idiomas_;Municipio/TIOC; La Paz;Muñecas;Aucapata;Aucapata;5,252;11;0;804;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,535;0;0;0;0;0;0;0;0;0;0;0;0;0;0;270;0;627;0
BOLIVIA: POBLACIÓN POR NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2244;nacion_pueblo_indigena_originario_campesino_y_afroboliViano_agrupadas_de_acuerdo_a_lista_referencial_de_la_comision_tecnica_interinstitucional_de_autoidentificacion_e_idiomas_;Municipio/TIOC; La Paz;Muñecas;Aucapata;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN POR NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2245;nacion_pueblo_indigena_originario_campesino_y_afroboliViano_agrupadas_de_acuerdo_a_lista_referencial_de_la_comision_tecnica_interinstitucional_de_autoidentificacion_e_idiomas_;Municipio/TIOC; La Paz;Muñecas;Aucapata;Rural;5,252;11;0;804;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,535;0;0;0;0;0;0;0;0;0;0;0;0;0;0;270;0;627;0
BOLIVIA: POBLACIÓN POR NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2246;nacion_pueblo_indigena_originario_campesino_y_afroboliViano_agrupadas_de_acuerdo_a_lista_referencial_de_la_comision_tecnica_interinstitucional_de_autoidentificacion_e_idiomas_;Provincia; La Paz;Larecaja;;Larecaja;67,887;351;0;39,933;2;0;0;18;1;2;3;1;14;0;9;72;0;4;5;0;0;0;9;1;13,423;0;0;0;14;19;2;14;0;61;13;0;2;0;0;4,396;0;0;0;0;146;0;0;188;2;4;0;0;0;8;39;37;9,093;1
